acronym,title,projectUrl
NEUROXSYS,Genomic Regulatory Systems of Human X linked neurological diseases,http://neuroxsys.net/
HITT-2008,Health in Times of Transition Trends in Population Health and Health Policies in CIS Countries,http://www.hitt-cis.net/
INFARCT CELL THERAPY,Therapy after heart infarct prevention of reperfusion injury and repair by stem cell transfer,http://www.infarctcelltherapy.eu/
LEPAS,Long Run Economic Perspectives of an Ageing Society,http://www.lepas-fp7.de/index.php
CHINESEVIEWSOFEU,DISAGGREGATING CHINESE PERCEPTIONS OF THE EU AND THE IMPLICATIONS FOR THE EU S CHINA POLICY,http://www.nottingham.ac.uk/cpi/research/funded-projects/chinese-eu/consortium.aspx
PHASE,A PHArmacogenomic study of Statins in the Elderly at risk for cardiovascular disease,http://www.lumc.nl/con/9099/100426014917221/
INTEG-MICRO,New production technologies of complex 3D Micro devices through multiprocess integration of ultra precision engineering techniques,http://www.integ-micro.eu
PSYCHCNVS,Copy number variations conferring risk of psychiatric disorders in children,http://www.psych-cnv.eu/index.php
MOLPARK,Molecular mechanisms of neuronal restoration novel approaches for Parkinson s Disease,http://www.molpark.co.uk
PROFACITY,Profane citizenship in Europe Testing democratic ownership in hybrid situations,http://www.profacity.eu
POLHIA,Monetary Fiscal and Structural Policies with Heterogeneous Agents,http://www.polhia.eu
MUST,MULTI LEVEL PROTECTION OF MATERIALS FOR VEHICLES BY SMART NANOCONTAINERS,http://www.must-eu.com
POINT,Policy Influence of indicators,http://www.point-eufp7.info/
CHERISH,Improving Diagnoses of Mental Retardation in Children in Central Eastern Europe and Central Asia through Genetic Characterisation and Bioinformatics Statistics,http://www.cherishproject.eu/
SAFER,Services and Applications For Emergency Response,http://www.emergencyresponse.eu
AMON-RA,Architectures Materials and One dimensional Nanowires for Photovoltaics Research and Applications,http://www.amonra.eu
SURFUNCELL,Surface functionalisation of cellulose matrices using cellulose embedded nano particles,http://www.surfuncell.eu
PASSAGE,PASSAGE,http://www.passage-project.eu
ENRI-EAST,Interplay of European National and Regional Identities nations between states along the new eastern borders of the European Union,http://www.enri-east.net/en/
GREEN-WAKE,Demonstration of LIDAR Based Wake Vortex Detection System Incorporating an Atmospheric Hazard Map,http://www.greenwake.org/news.html
INCOMB,Combating incontinence from basic science to clinical practice,http://www.incomb.eu/
BIOSTRUCT,Complex structural and multifunctional Parts from enhanced Wood based Composites eWPC,http://www.biostructproject.eu
CPSI,Changing Perceptions of Security and Interventions,http://cpsi-fp7.eu/
ORPHEE,Innovative propellants in hybrid propulsion technology and its applications in space transportation,http://www.orphee-fp7-space.eu
GIPIO,Gastro intestinal Peptides in Obesity,http://www.gipio.eu
SWARMITFIX,Self reconfigurable intelligent swarm fixtures,http://www.swarmitfix.eu
NEURO.GSK3,GSK 3 in neuronal plasticity and neurodegeneration basic mechanisms and pre clinical assessment,http://med.kuleuven.be/neurogsk3/gsk3.html
PEGGED,Politics Economics and Global Governance The European Dimensions,http://pegged.cepr.org
RENEWALL,Improving Plant Cell Walls for Use as a Renewable Industrial Feedstock,http://www.renewall.eu/
AGRIPOLICY,Enlargement Network for Agripolicy Analysis,http://www.agripolicy.net
TEAMPEST,Theoretical Developments and Empirical Measurement of the External Costs of Pesticides,http://www.eng.auth.gr/mattas/teampest/
ENERGYPOPLAR,Enhancing Poplar Traits for Energy Applications,http://www.energypoplar.eu/
EUCILIA,Pathophysiology of rare diseases due to ciliary dysfunction nephronophthisis Oral facial digital type 1 and Bardet Biedl syndromes,http://www.eucilia.eu
PREPOBEDIA,NOVEL PREP1 DEPENDENT TRANSCRIPTIONAL NETWORKS IN THE CONTROL OF INSULIN SENSITIVITY,http://www.prepobedia.org/
DECANBIO,Novel MS based strategies to Discover and Evaluate Cancer Biomarkers in urine Application to Diagnosis of Bladder Cancer,http://decanbio.eu
ONCOMIRS,MicroRNAs and Cancer From Bench to Bedside,http://med.kuleuven.be/cme-mg/oncomirs/index.html
HIV ACE,Targeting assembly of infectious HIV particles,http://www.hiv-ace.eu
SPACEBRAIN,Space coding in hippocampo entorhinal neuronal assemblies,http://www.ntnu.no/cbm/spacebrain
MEMOSAD,Memory loss in Alzheimer disease underlying mechanisms and therapeutic targets,http://www.verum-foundation.de/memosad
H2SUSBUILD,Development of a clean and energy self sustained building in the vision of integrating H2 economy with renewable energy sources,http://www.h2susbuild.ntua.gr/
TARPOL,Targeting environmental pollution with engineered microbial systems la carte,http://www.sb-tarpol.eu/
BID,Brains in Dialogue Brain Science at the service of European citizens,http://www.neuromedia.eu
NANOSCALE,Understanding interactions between cells and nanopatterned surfaces,http://www.nanoscale-fp7.eu/
AGFOODTRADE,NEW ISSUES IN AGRICULTURAL FOOD AND BIOENERGY TRADE,http://www.agfoodtrade.eu/
ESCORTS,European network for the Security of Control and Real Time Systems,http://www.escortsproject.eu/
METAFIGHT,Understanding and fighting metastasis via dissection of the Core Invasive Machinery,http://www.metafight.eu/
CUREHLH,European initiative to improve knowledge treatment and survival of haemophagocytic syndromes in children,http://www.uke.de/curehlh
PRISMA,Reflecting the Positive diveRsities of European prIorities for reSearch and Measurement in end of life cAre,http://www.prismafp7.eu
SICMA,Simulation of Crisis Management Activities,http://www.sicmaproject.eu
CLOSEDFISHCAGE,Development of an innovative cost effective environmetally friendly closed cage for sea based fish farming,http://www.closedfishcage.com/
ECOWATERHEATER,Development of an energy efficient domestic electric storage water heater with a 40 reduced standing heat loss priced competitively,http://www.ecoheaterproject.com/
BIO-CT-EXPLOIT,Innovative simulation tool for bone and bone biomaterials based on enhanced CT data exploitation,http://bio-ct-exploit.imws.tuwien.ac.at
MICROCLEANMUD,Microwave Cleaning of Drilling Mud and Oil Containing Hazardous Waste,http://www.microcleanmud.com
PIPESTORE,A modular phase change material thermal store that enables optimal performance of renewable energy systems,http://www.pipestore.eu/
SAFEGRAPE,Biosensor based instrumentations to be used in vineyards and wineries for fast and sensitive detection of Botrytis cinerea grey rot in grapes,http://www.safegrape.eu/default.htm
FORFIRE,System for highly reliable cost effective early detection and accurate localization of incipient forest fires,http://www.forfire.eu
FIREROB,Autonomous firefighting robotic vehicle,http://www.firerob.info
OPTIMALT,A rapid and reliable tool for assessing the malting quality of barley using automated optical analysis,http://www.optimalt.eu/
MINICRYSTAL,Method for improving the quality of frozen foods by assisting the freezing process and reducing the size of the ice crystals,http://www.minicrystal.eu/
MATVAL,Alliance for Materials A value chain approach to materials research and innovation,http://www.matval.eu/web/guest/project
IRON-SEA,Establishing the basic science and technology for Iron based superconducting electronics applications,http://www.ironsea.eu/
S-PULSE,Shrink Path of Ultra Low Power Superconducting Electronics,http://www.s-pulse.eu
SURPASS,Super resolution photonics for advanced storage systems,http://www.fp7-surpass.org/
MICROFLUID,Micro fabrication of polymeric lab on a chip by ultrafast lasers with integrated optical detection,http://www.ifn.cnr.it/microfluid/index.html
SEPIA,Secure Embedded Platform with advanced Process Isolation and Anonymity Capabilities,http://www.sepia-project.eu/?
REALITY,Reliable and Variability tolerant System on a chip Design in More Moore Technologies,http://www.imec.be/reality/index.htm
GEONET,Geo addressing and geo routing for vehicular communications,http://www.geonet-project.eu/
TRACK_FAST,Training Requirements And Careers for Knowledge based Food Science and Technology in Europe,http://www.trackfast.eu
SRC 08,European Security Research Conference SRC 08,http://www.scr08.fr
DITSEF,Digital and Innovative Technologies for Security and Efficiency of First Responders operation,http://http://www.ditsef.eu
THERMOTEX,The development of a new more efficient and easy to install high strength solar collector withstanding high temperature 120 and operating pressures form circulating water and externals,http://www-thermo-tex-project.com/
LOBSTERPLANT,Development of automated technology for large scale land based production of lobster juveniles and lobster to market size including development of robotic feeding and imaging control system,http://www.lobsterplantproject.com
FRACFIX,Elimination of secondary surgery for removal of internal fixations of fractured bones,http://www.fracfix.com
SILENTWALL,Production of an innovative Lightweight Ceramic Brick with increase noise absorption capabilities and heat insulation,http://www.silentwall.eu
SYNTHAFLEECE,Creation of a synthetic absorbable haemostatic fleece for delivery of active agents into healing wounds,http://www.synthafleece.eu
MOSES,Innovative continuum Multiplex Optical Sensors hull stress monitoring system supporting shipping safety and Enhancing the control capability over structural Ship integrity,http://www.mosesproject.eu
OSMOSIS,Open Source Modelling and Hardware Software Codesign of Embedded Systems,http://www.osmosis-project.eu
FACOMP,Polymeric nanocomposite profiles for curtain walls,http://www.facomp.eu
WIMAAS,WIDE MARITIME AREA AIRBORNE SURVEILLANCE,http://www.wimaas.eu
ICREL,Impact on Clinical Research of European Legislation,http://www.efgp.be/ICREL
CORRAL,Corrosion protection with perfect atomic layers,http://www.hes-so.ch/CMS/default.asp?ID=1887
INEX,Converging and conflicting ethical values in the internal external security continuum in Europe,http://www.inexproject.eu/
ATHEROREMO,European Collaborative Project on Inflamation and Vascular Wall Remodelling in Atherosclerosis,http://www.atheroremo.org/
DIAMARK,Sensory and Biomechanical Markers in Diabetic Neuropathy of the Gut Basic Investigations and New Approaches for Treatment,http://www.diamark.eu/
SKIN TREAT,Novel approaches for the development of customized skin treatments and services Test case Dead Sea Minerals and Conventional drugs,http://www.skintreat.eu
D-BOX,Demining tool BOX for humanitarian clearing of large scale area from anti personal landmines and cluster munitions,http://www.d-boxproject.eu/
ADD CONTROL,ADVANCED CONTROL SOLUTIONS FOR WASTE WATER TREATMENT,http://www.addcontrol-fp7.eu/
ETOILE,BIOETHANOL PRODUCTION VIA LIGNOCELLULOSIC FERMENTATION OF OLIVE OIL RESIDUES,http://www.etoile-project.eu/
MEMBRIDGE,Bridge between environment and industry designed by membrane technology,http://www.euromemhouse.com/Projects/MemBridge-Project.html
PCDIAB,A Portable bihormonal Closed Loop for Diabetes,http://www.pcdiab.eu
FORESEC,Europe s evolving security drivers trends and scenarios,http://www.foresec.eu
FRISBEE,Food Refrigeration Innovations for Safety consumer Benefit Environmental impact and Energy optimization along cold chain in Europe,http://www.frisbee-project.eu/
WHEYSAN,Natural whey based disinfection formula a solution for the sanitizing of whole and fresh cut fruits and vegetables,http://www.contactica.es/wheysan/
INPAC,Integrating Post Abortion Family Planning Services into China s existing abortion service in hospital settings,http://www.inpacproject.eu
DYNAMAG,ADVANCED COMPUTATIONAL STUDIES OF DYNAMIC PHENOMENA IN MAGNETIC NANO MATERIALS,http://www.dynamag.eu/
DORIAN,Developmental Origins of Healthy and Unhealthy Ageing The Role of Maternal Obesity,http://www.dorian-fp7.eu/
EU KNIGHTS,EU KETs supported INNovative INDUSTRY for HIGH GROWTH and SUSTAINABLE GLOBALIZATION,http://www.eu-knights.eu/
L-µPPT,Innovative Liquid Micro Pulsed Plasma Thruster system for nanosatellites,http://liquidppt.eu
RECONFIGURE,REconfiguration of CONtrol in Flight for Integral Global Upset REcovery,http://reconfigure.deimos-space.com/
PROSECO,Collaborative Environment for Design of AmI enhanced Product Services Integrating Highly Personalised Innovative Functions with Minimal Ecological Footprint along Life Cycle and of Their Production P,http://proseco-project.eu/
QB50,An international network of 50 CubeSats for multi point in situ measurements in the lower thermosphere and re entry research,http://www.qb50.eu/project.php
ANASTASIA,Advanced NAno Structured TApeS for electrotechnical high power Insulating Applications,http://www.anastasia-project.eu/
TORCHWOOD,Development of an affordable heat treatment process for wood,http://torchwood.pera.com/
WHETLAC,Transformation of the residual whey permeate from the cheese manufacture lactic acid production,http://www.whetlac.cartif.com.es/
SITINPLANT,Sustainable innovation technology in plant nursery process improving plant quality and safety,http://www.unibas.it/sitinplant/home.htm
IME,Identities and modernities in Europe European and national identity construction programmes and politics culture history and religion,http://fass.kingston.ac.uk/research/european/ime
PREMIVM,LOW COST HAND HELD AND NON INVASIVE OPTICAL SENSOR FOR MULTIPARAMETRIC FIELD ANALYSIS OF GRAPES AND LEAVES IN VINEYARDS,http://www.premivm.eu/
ARGUS 3D,AiR Guidance and Surveillance 3D,http://www.argus3d.eu/
ECOPLAST,Research in new biomass based composites from renewable resources with improved properties for vehicle parts moulding,http://www.ecoplastproject.eu
MIG@NET,Transnational Digital Networks Migration and Gender,http://www.mignetproject.eu/
COBIOS,Coastal Biomass Observatory Services,http://www.cobios.eu
SENSBIOSYN,Biosensors and Sensors for the industrial biosynthesis process of widely used commercial antioxidants nutraceuticals as additives for food and aquaculture promoting public health and safety,http://www.sensbiosyn.com/
CHAMPI-ON,FULLY AUTOMATIC SYSTEM FOR PICKING AND HANDLING MUSHROOMS FOR THE FRESH MARKET FROM THE GROWING BED TO THE COOLING STORAGE,http://champi-on.eu/
STAR-TRANS,Strategic Risk Assessment and Contingency Planning in Interconnected Transport Networks,http://www.startrans-project.eu/
POINTS,Printable Organic Inorganic Transparent Semiconductor Devices,http://points-fp7.eu/
BIOSCENT,BIOactive highly porous and injectable Scaffolds controlling stem cell recruitment proliferation and differentiation and enabling angiogenesis for Cardiovascular ENgineered Tissues,http://inspiralia-delivery.eu/fp7bioscent_eu/
SENSUM,Framework to integrate Space based and in situ sENSing for dynamic vUlnerability and recovery Monitoring,http://www.sensum-project.eu/home
COMCIS,Collaborative Information Services for Container Management,http://www.comcis.eu
EICOON,Euro Indo forum for nano materials research coordination cooperation of researchers in sustainable energy technologies,http://www.eicoon.eu
REDUXDO,Development of an efficient technique for the reduction of waste in sheeting dough processing in the baking industry,http://reduxdo.pera.com/
PROMOVEO,Independent Living for Today s Society Understanding the Elderly and Disabled for Tomorrows Inclusive Smart Home Solution,http://promoveo.pera.com
NANOII,Nanoscopically guided induction and expansion of regulatory hematopoietic cells to treat autoimmune and inflammatory processes,http://www.mf.mpg.de/NanoII
COMPO-BALL,Novel on line composting monitoring system,http://www.compoball.eu/
MICROTHRUST,MEMS Based Electric Micropropulsion for Small Spacecraft to Enable Robotic Space Exploration and Space Science,http://www.microthrust.net/
DRYCHECK,ELECTRICAL IMPEDANCE BASED SYSTEM TO MONITOR DRYING PROCESS IN SAUSAGES,http://www.drycheck.eu/
TRANS-IND,Integrated cost effective construction process for transport infrastructures based on a flexible industrialisation of FRP components,http://www.trans-ind.eu
COMETS,COnverters broadband low power high perforMancE for Telecommunications in Space,http://www.comets-fp7.eu/
COSMOS,Cost driven Adaptive Factory based on Modular Self Contained Factory Units,http://www.cosmosproject.eu
LIGHT4CLEANWATER,A NOVEL SYSTEM TO BREAKDOWN HAZARDOUS SUBSTANCES IN WASTE WATER STREAMS INTO HARMLESS BIO FRIENDLY COMPOUNDS USING MULTI CHROMATIC UV LIGHT,http://www.light4cleanwater.eu/
E-FLYWATCH,Development of an innovative automated and wireless trap with warning and monitoring modules for integrated management of the Mediterranean Ceratitis Capitata Olive Dacus oleae fruit flies,http://www.e-flywatch.com/
ERACOBUILD,Strategic Networking of RDI Programmes in Construction and Operation of Buildings,http://www.eracobuild.eu
SIRIUS,Sustainable Irrigation water management and River basin governance Implementing User driven Services,http://www.sirius-gmes.es/
RIGHTTIMEPLACECARE,Improving health services for European citizens with dementia Development of best practice strategies for the transition from ambulatory to institutional long term care facilities,http://www.righttimeplacecare.eu/
GHG EUROPE,Greenhouse gas management in European land use systems,http://www.ghg-europe.eu
NANOONSPECT,Reliable Integrated On Line Characterisation Tool for Thermoplastic Compound,http://nanoonspect.eu/
COCKPITCI,Cybersecurity on SCADA risk prediction analysis and reaction tools for Critical Infrastructures,http://www.cockpitci.eu/
HARFIR,Heusler Alloy Replacement for Iridium,http://harfir.eu/
NASCENT,SILICON NANODOTS FOR SOLAR CELL TANDEM,http://www.project-nascent.eu
AQUAMAR,Marine Water Quality Information Services AquaMar,http://www.aquamar-fp7.eu/
NUTRI-STAT,Real time in situ N P K pH and electrical conductivity soil analysis system to facilitate accurate nutrient management,http://www.nutristat-project.com/
MEDIADEM,European Media Policies Revisited Valuing and Reclaiming Free and Independent Media in Contemporary Democratic Systems,http://www.mediadem.eliamep.gr
SNOW CONTROL,Integrated Real Time Measurement Platforms for Nanoparticles and Nanoparticle Thin Films,http://fys.kuleuven.be/vsm/snowcontrol/
VIBRANT,In Vivo Imaging of Beta cell Receptors by Applied Nano Technology,http://www.fp7-vibrant.eu
SMILES,Sustainable Measures for Industrial Laundry Expansion Strategies SMART LAUNDRY 2015,http://www.smileslaundry.eu
MAGPRO²LIFE,Advanced Magnetic nanoparticles deliver smart Processes and Products for Life,http://www.magpro2life.eu
ARCHIMEDES,Support to security end users,http://www.archimedes-eu.eu/presentation.php
REFREEPERMAG,RARE EARTH FREE PERMANENT MAGNETS,http://refreepermag-fp7/
MACADEMIA,MOFs as Catalysts and Adsorbents Discovery and Engineering of Materials for Industrial Applications,http://www.macademia-project.eu
CONFORM-JET,Self Learning Control System for Freeform Milling with High Energy Fluid Jets,http://www.conformjet.eu/
CORE,CO2 REduction for long distance transport,http://www.projectcore.eu/
RDCVF,Rod derived Cone Viability Factor,http://www.rdcvf.eu/
EUCO-NET,European network for global cooperation in the field of AIDS TB,http://www.perfood.eu/
FIT4U,Framework of Integrated Technologies for User Centred Products,http://www.fit4u.eu/
PREDICT,Increasing the PaRticipation of the ElDerly in Clinical Trials,http://www.predicteu.org/
NANOCHARM,MULTIFUNCTIONAL NANOMATERIALS CHARACTERISATION EXPLOITING ELLIPSOMETRY and POLARIMETRY,http://www.nanocharm.org
BRAVIS,Development of a Haptic Display and Vision System for the Blind,http://www.ist-world.org/ProjectDetails.aspx?ProjectId=03c0e4cade8540ceb2c
FCHR,Fluid Foods Pasteurizer and Homogenizer based on Centrifugal Hydrocavitation Reactor,http://www.fchrtechnology.com/index.php?option=com_content&view=article&id=79&Itemid=465
PANDORA,Advanced Training Environment for Crisis Scenarios,http://www.pandoraproject.eu/
METACHEM,Nanochemistry and self assembly routes to metamaterials for visible light,http://www.metachem-fp7.eu/
CARDIOGENET,Definition of a genetic network involved in congenital heart disease,http://www.cardiogenet.eu/
DEMASST,Security of critical infrastructures related to mass transportation,http://www.demasst.eu
COOPAIR-LA,Guidelines for cooperation of Latin American countries in European aeronautics and air transport research,http://www.coopair-la.eu
MIDDAS,Micro Dynamic Demand and Storage,http://www.middas.eu/
CUTEWALL,Light easy to Cut and moisture proof fa ade Wallboard,http://www.cutewall.eu/
TALOS,Targeting LRP5 to Increase Bone Formation in Osteoporosis,http://www.talosproject.nl/
MEMOLOAD,Neurobiological Mechanisms of Memory Loss in Alzheimer s Disease,http://www.uku.fi/MEMOLOAD
