,title,projectUrl,acronym,return_code,redirect_url
641,Advanced Infrastructure for Pan-European Collaborative Engineering,http://www.ecolleg.org,E-COLLEG,200,
642,Contemporary Culture Virtual Archive in XML,http://www.covax.org/,COVAX,200,
644,PortalS Of Next Generation,http://www.octaga.com/SoNG-Web/,SONG,200,
650,Strategies for temporary uses - potential for development of urban residual areas in european metropolises (URBAN CATALYSTS),http://www.templace.com,URBAN CATALYSTS,200,
651,Bgv-banc de couchage ? grande vitesse,http://www.ctp.inpg.fr,BGV,200,
653,The svedberg laboratory,http://www.tsl.uu.se/,LIFE/TSL,200,
654,Laser matter interaction : non linear processes and high resolution spectroscopy in the time and frequency domain.,http://www.lens.unifi.it/,LIMANS IIILENS,200,
656,"Re-inforced extrusion of pvc-replacement, delayed-kinking, non-collapsing tubing (NK-TUBE)",http://perabusinesspark.co.uk/,NK-TUBE,302,http://perabusinesspark.co.uk/
658,Prague asterix laser system joint research centre,http://www.pals.cas.cz,PALS,200,
661,Virtual Image-processing System for Intelligent Reconstruction of 3D Environments,http://www.eptron.es/,VISIRE,301,http://www.eptron.es/
662,Digital Film Manipulation System,http://diamant.joanneum.at,DIAMANT,200,
663,The European Information Society Technologies Prize 2000 and 2001,http://www.it-prize.org,EISTP,200,
672,Optimisation Service Provider,http://www.osp-craft.com,OSP,200,
674,Applying Java to Automotive Control Systems,http://www.ajacs.org/,AJACS,200,
678,Modelling Expressions and Shapes of Human heads,http://www.hugedomains.com/domain_profile.cfm?d=meshproject&e=com,MESH,302,http://www.hugedomains.com/domain_profile.cfm?d=meshproject&e=com
679,"Specification, Interaction and Reconfiguration in Dialogue Understanding Systems",http://www.ling.gu.se/projekt/siridus/,SIRIDUS,302,http://www.ling.gu.se/projekt/siridus/
692,Max-born-institute for nonlinear optics and short pulse spectroscopy (MBI),http://www.mbi-berlin.de/,MBI,200,
695,Laboratori nazionali di frascati dell'infn,http://www.lnf.infn.it/cee/,LNF2000,200,
697,Security for Heterogeneous Access in Mobile Applications and Networks,http://www.ist-shaman.org,SHAMAN,200,
698,Wireless supporting agricultural and forestry information systems,http://www.lesprojekt.cz,WIRELESSINFO,200,
699,Plant automation based on distributed systems,http://ww2.pabadis.org/,PABADIS,302,http://ww2.pabadis.org/
701,Nutrients cycling and the trophic status of coastal ecosystems (EUROTROPH),http://labos.ulg.ac.be/oceanologie/,EUROTROPH,302,http://labos.ulg.ac.be/oceanologie/
702,Biotechnologies form the deep (BIODEEP),http://www.geo.unimib.it/BioDeep/BD.htm,BIODEEP,200,
703,Personalised Tourist Services Using Geographic Information Systems via Internet,http://www.hugedomains.com/domain_profile.cfm?d=tourserv&e=com,TOURSERV,302,http://www.hugedomains.com/domain_profile.cfm?d=tourserv&e=com
704,Quantum Algorithms and Information Processing,http://projects.cwi.nl/QAIP/,QAIP,301,http://projects.cwi.nl/QAIP/
706,Superconducting Qubits : Quantum Computing with Josephson Junctions,http://fy.chalmers.se/~wendin/SQUBIT/,SQUBIT,200,
708,"Evaluation of alternative techniques for determination of water budjet components in water-limited, heterogeneous land-use systems (WATERUSE)",http://www.isa.utl.pt/wateruse/,WATERUSE,200,
712,Quantum Information Processing and Communications Network of Excellence,http://www.quiprocone.org,QUIPROCONE,200,
715,ParcelCall - An Open Architecture for Intelligent Tracing Solutions in Transport and Logistics,http://www.parcelcall.com,PARCELCALL,200,
717,"Integrated software for health, transport efficiency and artistic heritage recovery (ISHTAR)",http://www.ishtar-fp5-eu.com/,ISHTAR,200,
724,Annotated Digital Video for Surveillance and Optimised Retrieval,http://www-sop.inria.fr/orion/ADVISOR/,ADVISOR,301,http://www-sop.inria.fr/orion/ADVISOR/
726,Interconnected Embedded Technology for Smart Artefacts with Collective Awareness,http://www.smart-its.org/,SMART-ITS,200,
730,CARDME-4,http://www.cardme.org,CARDME-4,200,
731,Uncertain Knowledge Maintenance and Revision in Geographic Information Systems,http://igm.univ-mlv.fr/~jeansoul/REVIGIS/,REVIGIS,200,
733,Effective Computational Geometry for Curves and Surfaces,http://www-sop.inria.fr/prisme/ECG/,ECG,200,
734,Advanced Validation Techniques for Telecommunication Protocols,http://www.liafa.jussieu.fr/~haberm/ADVANCE/main.html,ADVANCE,200,
735,Metropolitan Terabit Optical Ring,http://noplace.com/,METEOR,301,http://noplace.com/
736,Quantum Based Information Processing and Transfer Using Single Atoms and Photons,http://www.imperial.ac.uk/natural-sciences/departments/physics/,QUBITS,301,http://www.imperial.ac.uk/natural-sciences/departments/physics/
737,SUSTAINABLE LIFECYCLES IN INFORMATION ECOSYSTEMS,http://groups.inf.ed.ac.uk/SLIE/,SLIE,301,http://groups.inf.ed.ac.uk/SLIE/
751,Large Optical Bandwidth by amplifier Systems based on TEllurite fibres doped with Rare earths,http://noplace.com/,LOBSTER,301,http://noplace.com/
754,"Stress minimization on deep sub-micron CMOS processes, measured by a high spatial resolution technique, and its application to 0.15 micron non volatile memories",http://stream.bo.cnr.it,STREAM,200,
755,Reliable Ultra-Bright Laser Diode Sources for Terabit Telecommunications and Photodynamic Therapy Applications,http://noplace.com/,ULTRABRIGHT,301,http://noplace.com/
756,Amber/Green Emitters targeting High Temperature Applications,http://www.nmrc.ie/projects/agetha/,AGETHA,200,
757,Wide Aperture Coherent Laser Diodes for Erbium Doped Fibre Amplifiers,http://noplace.com/,WILD,301,http://noplace.com/
758,High Temperature Electronics Network 3,http://hiten.com/,HITEN 3,301,http://hiten.com/
759,Advanced LINUX-Based pRoducts for Embedded telecommunication solutions,http://www.teletel.eu/,LIBRE,301,http://www.teletel.eu/
763,Mobile IP based Network Developments,http://www.ist-mind.org/,MIND,200,
765,Ambient Agoras: Dynamic Information Clouds in a Hybrid World,http://www.ambient-agoras.smart-future.net/,AMBIENT AGORAS,302,http://www.ambient-agoras.smart-future.net/
768,Secure and Safe Systems based on Static Analysis,http://www.siveroni.com/imperial/secsafe/,SECSAFE,301,http://www.siveroni.com/imperial/secsafe/
773,Gallium Arsenide Second-Window Quantum Dot Lasers,http://noplace.com/,GSQ,301,http://noplace.com/
774,Creation of user-friendly mobile services personalised for tourism,http://www.ist-crumpet.org/,CRUMPET,200,
775,The World In Your Hands On The Move,https://www.hugedomains.com/domain_profile.cfm?d=whamproject&e=com,WHAM,302,https://www.hugedomains.com/domain_profile.cfm?d=whamproject&e=com
776,Bus Priority Strategies And Impact Scenarios Developed On A Large Urban Area,http://www.southampton.ac.uk/engineering/research/groups/transportation_group.page,PRISCILLA,302,http://www.southampton.ac.uk/engineering/research/groups/transportation_group.page
780,Omni-directional Visual System,http://cmp.felk.cvut.cz/omniviews/,OMNIVIEWS,302,http://cmp.felk.cvut.cz/omniviews/
781,MICRO AIR VEHICLES FOR MULTI-PURPOSE REMOTE MONITORING AND SENSING,http://www.crfproject-eu.org,MARVEL,200,
784,Enhanced diversity and Space-time Coding for metrO and Railway Transmission,http://ceit.es/en/,ESCORT,301,http://ceit.es/en/
788,Integrated Communication System for Intelligent Train Applications,http://www.traincom.org,TRAINCOM,200,
789,A Runtime for Adaptive and Extensible Wireless Wearables,http://2wear.ics.forth.gr/,2WEAR,200,
793,IST Investment Forum And Workshop,http://www.e-unlimited.com/investmentforum/default.htm,FORUM,200,
795,Video Communication Workplace,http://www.cancer-network.de/videocom/,VIDEOCOM,301,http://www.cancer-network.de/videocom/
796,Computer Aided Post for EasteRn States,http://www.posteurop.org/index.jsp,CAPERS,302,http://www.posteurop.org/index.jsp
798,Open Model For Network-wide Heterogeneous Intersection-based Transport Management,http://www.omniproject.net,OMNI,200,
799,Information Systems for Combined Mobility Management in Urban and Regional Areas,http://www.ssp-consult.de/iscom/,ISCOM,301,http://www.ssp-consult.de/iscom/
803,Long Distance Photonic Quantum Communication,http://www.kth.se/ict,QUCOMM,301,http://www.kth.se/ict
810,"Prediction of congestion and incidents in Real time, for intelligent Incident Management and Emergency traffic management",http://www.southampton.ac.uk/engineering/research/groups/transportation_group.page,PRIME,302,http://www.southampton.ac.uk/engineering/research/groups/transportation_group.page
815,Electronic Court: judicial IT-based management,http://www.intrasoft-intl.com/e-court/,E_COURT,200,
816,Technologies for Optimising the Precision of MS-WIM of Road Transports to Improve Automatic Overload Control and European Procedures for Enforcement,http://www.toptrial.de,TOP TRIAL,200,
823,Tableau d'Observation Sociale des Centres d'Appel (Social Observation Table of Call Centres),http://www-it.fmi.uni-sofia.bg/TOSCA/,TOSCA,301,http://www-it.fmi.uni-sofia.bg/TOSCA/
824,Multifunctional Automotive Radar Network,http://www.nci.de/index.php,RADARNET,301,http://www.nci.de/index.php
833,Digital Europe: E-commerce and Sustainable Development,http://www.digital-eu.org,DEESD,200,
840,In-situ automated monitoring of trace metal speciation in estuaries and coastal zones in relation with the biogeochemical processes (IMTEC),http://www.idronaut.it/cms/view,IMTEC,302,http://www.idronaut.it/cms/view
845,Cardiff's school of engineering,http://www.ifrf.net/,CAREER,301,http://www.ifrf.net/
846,Bayrisches forschungsinstitut f?r experimentelle geochemie und geophysisk,http://www.bgi.uni-bayreuth.de/,HIGH PRESSURE,200,
847,Laboratoire des ecouelements g?ophysiques et industriels (LEGI/CORIOLIS),http://www.techserver.se/,LEGI/CORIOLIS,301,http://www.techserver.se/
849,Central laser,http://www.clf.stfc.ac.uk/CLF/,ACCESS TO LASERS AT,302,http://www.clf.stfc.ac.uk/CLF/
850,Pilot de blanchiment du ctp,http://www.ctp.inpg.fr,BLEACH-CHEM PILOT,200,
851,Synchrotron radiation source,http://www.stfc.ac.uk/,SRS-ACCESS-IHP,301,http://www.stfc.ac.uk/
852,Plataforma solar de almeria,http://www.psa.es,TRANSSOL,200,
859,Mrc human movement and balance unit,http://www.med.ic.ac.uk/divisions/template_divisions_departments.asp?=94,EMBRACE,307,
861,Berliner elektronenspeicherring-gesellschaft fur synchrotron mbh (BESSY GMBH),http://www.bessy.de,BESSY GMBH,200,
862,International flame research foundation,http://www.ifrf.net/,EUROFLAM3-IFRF,301,http://www.ifrf.net/
863,Laboratoire leon brillouin,http://www-llb.cea.fr,ACCESS TO ORPHEE-LLB,200,
864,Synchrotron trieste s.c.p.a.-elettra,http://www.elettra.trieste.it,ELETTRA-ACS,200,
866,Geomar,http://www.geomar.de/,OBSIDIAN,200,
867,Hamburger synchrotronstrahlungslabor hasylab am deutschen elektronen-synchrotron desy,http://photon-science.desy.de/,ACCESS TO HASYLAB,302,http://photon-science.desy.de/
868,Lund laser centre,http://www-llc.fysik.lth.se,LIMANS III LLC,200,
869,High resolution solid and high temperature liquid nmr spectrometers,http://nmr.cemhti.cnrs-orleans.fr/default.aspx,HRSHTLNMR,302,http://nmr.cemhti.cnrs-orleans.fr/default.aspx
870,Jyfl accelerator laboratory of the university of jyv?skyl?,https://www.jyu.fi/fysiikka/en,JYFLACCLAB,301,https://www.jyu.fi/fysiikka/en
871,Ismes s.p.a.,https://www.enel.com/it-IT/,ECOLEADER-SER,301,https://www.enel.com/it-IT/
873,Consorzio interuniversitario per la gestione del centro di calcolo elettronico dell' italia nord-orientale,http://www.cineca.it,MINOS,200,
874,Institut des hautes etudes scientifiques (IHES),http://www.ihes.fr/jsp/site/Portal.jsp,IHES,302,http://www.ihes.fr/jsp/site/Portal.jsp
875,Laboratoire pour l'utilisation des lasers intenses,https://portail.polytechnique.edu/luli,LULIACCESS,301,https://portail.polytechnique.edu/luli
876,European northern observatory,http://www.iac.es/index.php?lang=en,ACCESS TO ENO,302,http://www.iac.es/index.php?lang=en
877,Building research establishment cardington laboratory large building test facility,http://projects.bre.co.uk/ConDiv/tmr/index.html,BRE CARDINGTON LBTF,200,
879,Max-laboratory : national electron accelerator laboratory for nuclear physics and synchroton radiation research),https://www.maxlab.lu.se/,MAXLAB,302,https://www.maxlab.lu.se/
881,The natural history museum,http://www.nhm.ac.uk/,SYS-RESOURCE,302,http://www.nhm.ac.uk/
888,Ultraviolet laser facility (ULF),http://www.iesl.forth.gr/ulf/,ULF,200,
892,Canal de experiencias hidrodinamicas de el pardo,http://www.cehipar.es,MAROLA,200,
894,Dlr research aircraft falcon 20,http://www.dlr.de/dlr/desktopdefault.aspx/tabid-10002/,CAATER/DLR-FALCON,302,http://www.dlr.de/dlr/desktopdefault.aspx/tabid-10002/
895,Central archive for empirical social reaerch (ZA),http://www.gesis.org/home/,ZA,307,http://www.gesis.org/home/
896,Meteorological research flight lockheed c-130 aircraft,http://www.dlr.de/dlr/desktopdefault.aspx/tabid-10002/,CAATER/MRF C-130,302,http://www.dlr.de/dlr/desktopdefault.aspx/tabid-10002/
898,To promote the access of european researchers to the budapest research reactor,http://www.iki.kfki.hu/error-doc/not-found.shtml,EU ACCESS TO BRR,302,http://www.iki.kfki.hu/error-doc/not-found.shtml
900,Grosser wellenkanal (gwk) - large wave channel,http://www.unics.uni-hannover.de/fzk/,GWK LARGE-SCALE TEST,301,http://www.unics.uni-hannover.de/fzk/
901,Major research infrastructure of wl/delft hydraulics,https://www.deltares.nl/nl/,MRI AT WL DELFT,302,https://www.deltares.nl/nl/
903,Institute of aquaculture,http://www.aquaculture.stir.ac.uk/lsf,ARC,301,http://www.aquaculture.stir.ac.uk/lsf
906,Kernfysisch versneller institut,http://www.rug.nl/kvi-cart/,LIFE/KVI,302,http://www.rug.nl/kvi-cart/
907,Centre de recherches du cyclotron,http://www.cyc.ucl.ac.be/,RNB/MIB/FNB@CRC/UCL,200,
908,Metadata for Advanced Scalable Video Coding Tools,http://projects.cwi.nl/mascot/,MASCOT,301,http://projects.cwi.nl/mascot/
909,Humorous Agent for Humorous Acronyms,http://haha.fbk.eu/,HAHACRONYM,301,http://haha.fbk.eu/
913,"Aceuropean molecular biology laboratory, grenoble outstation",http://www.embl-grenoble.fr,SR FOR BIOLOGISTS IN,200,
914,"Eppc 'edingburgh parallel computing centre), the university of edinburgh",http://www.epcc.ed.ac.uk/,TRACS,200,
915,Grenoble high magnetic field laboratory,http://GHMFL.polycnrs-gre.fr,HIGH FIELD RESEARCH,200,
916,Development of a pump-probe facility with sub-picosecond time resolution combining a high-power optical laser and a soft x-ray free electron laser.,http://photon-science.desy.de/,XRAY FEL PUMP-PROBE,302,http://photon-science.desy.de/
924,Faster Typing for Disabled Persons,http://www.is.tuwien.ac.at/fortec/reha.e/projects/fasty/fasty.html,FASTY,302,http://www.is.tuwien.ac.at/fortec/reha.e/projects/fasty/fasty.html
936,Bluetooth assistive listening system,http://www.resound.com/en-US,BLUEEAR,302,http://www.resound.com/en-US
938,Electronic Democracy European Network,http://www.edentool.org,EDEN,200,
944,Intelligent Recommendation for Tourist Destination Decision Making,http://www.fbk.eu/,DIETORECS,301,http://www.fbk.eu/
946,NANOSCALE INTEGRATED CIRCUITS USING ENDOHEDRAL FULLERENES,http://project.tyndall.ie/nice/index.html?q=projects/nice/index.html,NICE,302,http://project.tyndall.ie/nice/index.html?q=projects/nice/index.html
947,New Access and Services for Cultural Content,http://www.activate.ie,ACTIVATE,200,
953,Hypermedia and Pattern Based Knowledge Management for Smart Organisations,http://www.verbundplan.at/,HYPERKNOWLEDGE,301,http://www.verbundplan.at/
954,IPv6 INternet IniTiative,http://www.6init.org/,6INIT,200,
956,Engineering a Co-operative Inter-Enterprise Management Framework - Supporting Dynamic Federated Organisations Management -,http://kdeg.cs.tcd.ie/form/,FORM,200,
961,Gnss & LOran-c in Road and raIl Applications,http://www.eu-gloria.org,GLORIA,200,
963,"Intelligent Environment for Diagnostics, Treatment and Prevention of Eating Disorders",http://www.netunion.com/projects/salut.php,SALUT,301,http://www.netunion.com/projects/salut.php
966,Advanced Insulin Infusion using a Control Loop,http://www.adicol.org,ADICOL,200,
970,Protecting Accumulated Intellectual Data for Accounting in Real-time,http://paidfair.com/us/index.php,PAIDFAIR,302,http://paidfair.com/us/index.php
972,Cultural Heritage in Regional Networks,http://www.regnet.org/,REGNET,200,
977,I European Telecommunication Summer School,http://www.dicom.unican.es/espanol/fram_European/School.htm,EURO TELECO SCHOOL,200,
978,Public Libraries Mobilising Advanced Networks,http://www.pulmanweb.org/cgi-sys/suspendedpage.cgi,PULMAN,302,http://www.pulmanweb.org/cgi-sys/suspendedpage.cgi
980,Selective separation of toxic metals from specific industrial wastewater streams for water and metals re-use (METASEP),http://www.eurice.eu/,METASEP,302,http://www.eurice.eu/
981,Flashing liquids in industrial environments (FLIE),http://www.gexcon.com/projects/Flie,FLIE,200,
982,Smart control of wastewater systems,http://www.smac.dk/,SMAC,200,
986,"Recycling chemicals, energy and water from aggressive waste streams with novel modified nanofiltration (nf) membranes (renomem)",http://www.renomem.com,RENOMEM,200,
989,Nutrient dynamics mediated through turbulence and plankton interactions (NTAP),http://www.icm.csic.es/bio/projects/ntap/,NTAP,200,
991,Prediction of the erosion of cliffed terrains (PROTECT),http://cordis.europa.eu/eesd/ka3/projects.htm,PROTECT,200,
992,Structure and role of biological communities involved in the transport and transformation of persistent pollutants at the marine air-water interface (AIRWIN),http://airwin.obs-banyuls.fr/,AIRWIN,200,
995,Towards sustainable town development : a research on deployment of urban sustainable transport systems (STARDUST),http://www.southampton.ac.uk/engineering/research/groups/transportation_group.page,STARDUST,302,http://www.southampton.ac.uk/engineering/research/groups/transportation_group.page
997,Mobility services for urban sustainability (MOSES),http://ww4.moses-europe.org/,MOSES,302,http://ww4.moses-europe.org/
998,Achieving sustainability in transport and land use,http://www.lutr.net/index.html,ASTRAL,200,
1000,Gsi - a european large research infrastructure for heavy-ion research,https://www.gsi.de/start/aktuelles.htm,GSI-RESINF,301,https://www.gsi.de/start/aktuelles.htm
1002,Electronic Polling System for Remote Voting Operations,http://www.e-poll-project.net,E-POLL,200,
1004,System-on-chip for mobile internet,http://vco.ett.utu.fi/SoC-Mobinet/frontpage.php,SOC-MOBINET,200,
1007,Learning and Teaching Operations Research and Management Science (OR/MS) with a Web based Hypermedia Learning Environment,http://io.intec.ugent.be,IO,200,
1009,The wool industry past and present,http://www.patrimonioindustriale.it/,,200,
1010,Achieving Climate Predictability using Paleoclimate Data,http://www.esf.org/home.html,,301,http://www.esf.org/home.html
1015,EMBEDDED FINancial transactional IC card READer,http://www.finread.com,EMBEDDED FINREAD,200,
1016,British library of political and economic science,http://www.lse.ac.uk/home.aspx,EUSSIRF-LONDON,301,http://www.lse.ac.uk/home.aspx
1018,"Brain resaerch unit, low temperature laboratory (LTL)",http://ltl.tkk.fi/wiki/BRU,LTL,301,http://ltl.tkk.fi/wiki/BRU
1019,Ultra low temperature installation - ulti iii,http://ltl.tkk.fi/,ULTI III,301,http://ltl.tkk.fi/
1027,Studies of exotic nuclei using tagging spectrometers,https://www.jyu.fi/fysiikka/en,EXOTAG,301,https://www.jyu.fi/fysiikka/en
1029,Low-energy ion beam facilities,http://www.leif-network.org/,LEIF,200,
1031,High K Dielectric Film Growth,http://www.nmrc.ie/hike,HIKE,200,
1032,Integration of Very High-k Dielectrics with Silicon CMOS Technology,http://www.ims.demokritos.gr/INVEST/,INVEST,200,
1033,Empirical Models of the Euro Economy,https://www.zei.uni-bonn.de/,,302,https://www.zei.uni-bonn.de/
1034,Spring Schools of Theoretical Computer Science,http://www.liafa.univ-paris-diderot.fr/web9/erreurs/erreur404.php,,302,http://www.liafa.univ-paris-diderot.fr/web9/erreurs/erreur404.php
1036,Advanced Course on Mathematical Finance: Further models,http://www.crm.es,,200,
1041,New Indicators For The Knowledge Based Economy,http://www.researchineurope.org/,NEWKIND,301,http://www.researchineurope.org/
1044,Innovative systems and frameworks for enhancing of traffic safety in road tunnels,http://www.crfproject-eu.org,SAFE TUNNEL,200,
1046,Smart tooling for sheet metal press forming in low production volumes,http://smarttooling.rtdproject.net,SMARTTOOL,200,
1049,Single Administrative Message for PostaL Enterprises,http://sample.ipc.be,SAMPLE,200,
1055,Virtual Home Environment for Service Personalization and Roaming Users,http://www.surrey.ac.uk/feps/,VESPER,301,http://www.surrey.ac.uk/feps/
1061,e-Forum for European Government,http://www.eu-forum.org,E-FORUM,200,
1071,Incorporating Requirements of People with Special Needs or Impairments to Internet-based Systems and Services,http://iris-design4all.org/,IRIS,301,http://iris-design4all.org/
1072,World Wide Augmentative and Alternative Communication,http://www.wwaac.eu,WWAAC,200,
1074,COMPUTER GRAPHICS ACCESS FOR BLIND PEOPLE THROUGH A HAPTIC VIRTUAL ENVIRONMENT,http://grab-eu.com/,GRAB,301,http://grab-eu.com/
1075,Tactile Interactive Multimedia Computer games for visually imparied children,http://inova.snv.jussieu.fr/tim/,TIM,301,http://inova.snv.jussieu.fr/tim/
1076,Social Aid Interactive Developments,http://www.eptron.es/perdida-de-peso-facil-de-garcinia-cambogia/,SAID,301,http://www.eptron.es/perdida-de-peso-facil-de-garcinia-cambogia/
1077,Support devices for the visually impaired person using a portable machine to transform bar code information into an audible speech.,http://www.tni.be,TALKING BAR-CODES,200,
1080,Wireless Information Services for Deaf People on the Move,http://www.bristol.ac.uk/news/2001/wisdom.html,WISDOM,302,http://www.bristol.ac.uk/news/2001/wisdom.html
1085,"Virtual Signing: Capture, Animation, Storage & Transmission",http://www.visicast.co.uk,VISICAST,200,
1091,Joint European Network on Embedded Internet Technologies,http://www.romaricerche.it,JENET,200,
1100,Integrating the Health Care Enterprise in Europe Concerted Action,http://ihe-europe.org/,IHE-E,301,http://ihe-europe.org/
1105,Context Aware Modelling for Enabling and leveraging Effective interactiON,http://giove.cnuce.cnr.it/cameleon.html,CAMELEON,200,
1107,European Business Register - Open Network,http://www.ebr.org/,EBR-ON,200,
1108,Synthesised talking face derived from speech for hearing disabled users of voice channels,http://www.speech.kth.se/synface/,SYNFACE,200,
1109,A Multisensory Environment Design for an Interface between Autistic and Typical Expressiveness,http://www.port.ac.uk/mediate/,MEDIATE,301,http://www.port.ac.uk/mediate/
1111,Trials Realisation on an Experimental 3G UMTS Platform,http://www.4plus.com,REAL,200,
1113,Voice for Information Society Universal Access and Learning,http://visualproject.org/,VISUAL,301,http://visualproject.org/
1117,"Formal Design, Validation and Testing of Real-Time Telecommunications Systems",http://www-interval.imag.fr/,INTERVAL,200,
1119,"SW for: storage of various music input, conversion of different Braille syntax into sound, graphic, Braille output and telematics access",http://www.dodiesis.com,PLAY2,200,
1122,Web Accessibility Initiative -Design for All,http://www.w3.org/WAI/WAIDA/,WAI-DA,200,
1125,"QUality Engineering Solutions via Tools, Information and Outreach for the New Highly-enriched Offerings from W3C",http://www.w3.org/2001/qh/,QUESTION-HOW,200,
1128,Mirror Neuron based Robot Recognition,http://www.lira.dist.unige.it/projects/mirror/,MIRROR,200,
1129,Swarms of self-assembling artefacts,http://www.swarm-bots.org/,SWARM-BOTS,200,
1131,Wide Open Network for Development and Research in Maritime Industries,http://www.wondermar.net,WONDERMAR II,200,
1132,"Creating Aesthetically Resonant Environments for the Handicapped, Elderly and REhabilitation",http://www.bristol.ac.uk/carehere/,CARE HERE,301,http://www.bristol.ac.uk/carehere/
1134,Electromagnetic Interactions with Nucleons and Nuclei,http://www.esf.org/home.html,,301,http://www.esf.org/home.html
1135,Tunnelling Mechanics,https://www.uibk.ac.at/fakultaeten/,,301,https://www.uibk.ac.at/fakultaeten/
1136,Animal Models of Human Diseases: Practical Issues,http://www.esh.org,,200,
1138,Reactivity in Organized Microstructures,http://www.esf.org/home.html,,301,http://www.esf.org/home.html
1140,Vision and Hearing Impairment: Rehabilitation Engineering and Support Technologies for Independent Living,http://www.gla.ac.uk/schools/engineering/,,301,http://www.gla.ac.uk/schools/engineering/
1141,New Materials and their Dynamics - Advances through Synchrotron Radiation Spectroscopy,http://www.uni-rostock.de,,200,
1143,European Conference on Computational Intelligence,http://neuron-ai.tuke.sk,,200,
1145,Vertical Markets and Cooperative Hierarchies: The Role of Cooperatives in the International Agri-Food Industry,http://www.esf.org/home.html,,301,http://www.esf.org/home.html
1147,Interactional Linguistics,http://www.esf.org/home.html,,301,http://www.esf.org/home.html
1148,Solar Variability: From Core to Outer Frontiers,http://www.asu.cas.cz,,200,
1151,Three-Dimensional Sensory and Motor Space,http://www.esf.org/home.html,,301,http://www.esf.org/home.html
1152,Synchronization of Civilizations in the Eastern Mediterranean in the 2nd Millennium BC,http://www.nhm-wien.ac.at/sciem2000,,200,
1153,Socio-Economic Research and Geographic Information Systems,http://www.esf.org/home.html,,301,http://www.esf.org/home.html
1154,Molecular Biology of Cellular Interactions,http://www.esf.org/home.html,,301,http://www.esf.org/home.html
1156,"A Publishing and Management System for Cross-Media Teamwork at Remote, Mobile and Heterogeneous Workplaces in Multimedia Broadcast Organisations",http://www.buydomains.com/lander/multipro.org?domain=multipro.org&utm_source=multipro.org&utm_medium=click&utm_campaign=TDFS-OO-BDLander&traffic_id=TDFS-OO-BDLander&traffic_type=tdfs,MULTIPRO,301,http://www.buydomains.com/lander/multipro.org?domain=multipro.org&utm_source=multipro.org&utm_medium=click&utm_campaign=TDFS-OO-BDLander&traffic_id=TDFS-OO-BDLander&traffic_type=tdfs
1159,TERRA2000,http://terra-2000.org/,TERRA2000,301,http://terra-2000.org/
1160,Statistical Metadata Support for Data Warehouses,http://metaware.wsel.lu/,METAWARE,200,
1164,Open Robot Control Software,http://www.orocos.org,OROCOS,200,
1166,Development of quantum computer hardware based on rare-earth-ion-doped inorganic crystals,http://www-atom.fysik.lth.se/photonEcho/Esquire/index.html,REQC HARDWARE,200,
1168,Trial of an innovative iCRM System for distributed Sales Organisations in the Jewellery Industry,http://www.cas.de/start.html,JEWEL,307,http://www.cas.de/start.html
1170,International Network for Pattern Recognition of Tumours using Magnetic Resonance,http://carbon.uab.es/INTERPRET/,INTERPRET,200,
1178,Development of a Soft-Copy Reading Environment for Digital Mammography in Breast Cancer Screening,http://www.mevis.de/,SCREEN,301,http://www.mevis.de/
1181,MONITOR OF EUROPEAN LIBRARY ECONOMICS FOR INTERNATIONAL BENCHMARKING,http://www.libecon.org/,LIBECON,200,
1188,Worldwide online Reliable Advice to Patients and Individuals,http://www.hon.ch,WRAPIN,200,
1189,Fully Digital Microscopy for routine diagnostics and integration into hospital information workflow,http://e-scope.vitamib.com/,E-SCOPE,200,
1193,Sustainable water management and wastewater purification in tourism facilities (SWAMP),http://www.swamp-eu.org,SWAMP,200,
1195,Structural assessment monitoring and control,http://www.samco.org/,,200,
1198,High field magnet laboratory / resaerch institute for materials,http://www.hfml.science.ru.nl/,MAGNETS,302,http://www.hfml.science.ru.nl/
1200,"Insurance, technological risk and emerging science and technology policies",http://www.psi.org.uk/,INTEREST,200,
1202,"Knowledge, growth and globalisation - science and technology policy as a growth factor in smaller economies",http://knogg.net/,KNOGG,301,http://knogg.net/
1203,"Improving PV acceptability through innovative architectural design-development: Demonstration, acceptability study in protected tourist regions",http://www.pvaccept.de,PV ACCEPT,200,
1204,A SECURE AND TRUSTABLE INTERNET VOTING SYSTEM BASED ON PKI,http://www.true-vote.net,TRUE-VOTE,200,
1205,VIRTUAL Real Time Emergency Simulator,http://ww4.virtualfires.org/,VIRTUALFIRES,302,http://ww4.virtualfires.org/
1209,Transforming Broadcast Content Providers into,http://www.smartcast.tv,SMARTCAST,200,
1213,Computational Aspects of Statistical Confidentiality,http://neon.vb.cbs.nl/casc/,CASC,200,
1214,Statistical Atlas Of The European Union,http://www.statlas.org,STATLAS,200,
1215,Data Quality of Complex Surveys within the New European Information Society,https://www.uni-trier.de/index.php?id=27863,DACSEIS,302,https://www.uni-trier.de/index.php?id=27863
1219,Visual Data Mining System,http://www.atkosoft.com/vitamins,VITAMIN S,200,
1221,Enhancing Knowledge Management in Enterprises,http://www.ist-enke.com,ENKE,200,
1222,Health throUgh teleMAtics for iNmates,http://www.human-project.ws,HUMAN,200,
1225,DYnamic Inter-Organisational CO-operative NETwork for the Maritime Industry,http://dyconet.balport.com,DYCONET,200,
1227,Global Engineering and Manufacturing in Enterprise Networks,http://globemen.vtt.fi,GLOBEMEN,200,
