acronym,title,projectUrl
HUCELLALL,Human cell systems for predicting the allergenicity of genetically engineered proteins,0
0,Results and prospects of research projects on small ruminants in africa,0
0,First sino european workshop on immunogenetics and pathogenesis of gastric cancer,0
AABNF,Support for organisation of the 9th congress of the african association of biological nitrogen fixation aabnf nairobi september 25 29 2000,0
0,International conference on health research for development,0
0,Ecosystem service and sustainable watershed management towards flood prevention pollution control and socio economic development in north china,0
0,Mediterranean conference of rhizobiology,0
0,Organization of an international colloquium moving targets parasites resistance and access to drugs from 4 to 6 december 2000,0
CLEANSTEER A,Steering group for clean electricity and heat production with co utilisation of biosmass and coal and reduced carbon dioxide emissions PHASE 1 CLEANSTEER A,0
PREHYNET,Preparation of a european network for renewable energy hybrid power systems PREHYNET,0
0,Development and demonstration of intelligent technologies aiming to control and optimize private public lighting management and maintenance operations,0
0,Development of an absorption transport cooling system for trailors,0
0,Lightweight amorphous silicon solar panels,0
0,Development of the bipolar lead acid power source for hybrid electric vehicles,0
0,European Seminar OWEMES 2000 April 2000,0
CPS2FCS,Critical paths to fuel cells CPS2FCS,0
REMAC 2000,Renewable energy market accelerator 2000 REMAC 2000,0
0,Upgrade kit for improving treatment efficiency and capacity of new and existing waste water treatment systems,0
0,Sewerage inspection using radar technology,0
0,Development of a single unit for continuous and on line measurement of flow and suspended solids in wastewater,0
0,International symposium on high mountain lakes and streams indicators of a changing world,0
0,Automatic recording of foraging behaviour as a tool for habitat and species conservation,0
0,European workshop aviation aerosols contrails and cirrus clouds seeheim july 2000,0
0,Conference islands and archipelagos european biodiversity issues seen from the atlantic,0
0,Conference forest fire research special session,0
0,3rd european symposium regional cornerstones for sustainable development,0
0,Research and development of a low cost biologic sensor for hydrocarbon pollution detection in sea water,0
0,The development of an integrated waste recycling system,0
0,Comparative analysis of extended enterprise models and related technologies,0
0,A new technology for the correct orientat ion of components,0
0,Innovative three dimensional thick film technology for the control of thermal cyclers and micro controlled environments,0
0,Process control based on information about local mixing,0
0,An innovative environmentally friendly recycling process for heavy metals in electronic equipment,0
C-REX,Continuous reactor extractor for processing of solid materials with supercritical fluids C REX,0
COMPTROL,Ceramics and its optimised manufacturing with model predictive control,0
0,Conditioned container unit for haccp safe transport and storage for provisions,0
0,The novel use of industrial residues in the production of composite boards for use within the furniture joinery and other associated sectors,0
0,New technologies for traditional guitar,0
0,Automation and integration of auxiliary operations in last manufacturing at the shoe sector,0
0,Development and modernisation of the method of organ pipe design,0
0,Integrated system for green house fertirrigation water management,0
0,The integration of novel printing and forming techniques for three dimensional in mould printing,0
0,Adding value to costly to dispose of paper industry sludges by efficiently converting them to saleable renewable fuels and or raw materials,0
0,Design prototyping and functional evaluation of a laser generator for the goldsmith and other sector,0
0,Decision making tool based on an interface between cad and finite element solver for production lifecycle design,0
0,Automating the assembly of footwear with bottom stitching techniques,0
0,Production of easily recyclable co extruded sheets based in the use of a renewable biopolymer as inner layer,0
0,Research and development of a new plumb line universal monitoring system,0
0,Development of new devices for the sanding of wood varnished pieces with special profiles,0
0,Recycling methodologies for photographic chemicals resulting in usable products,0
0,Innovative trip device for machine guarding,0
ANTHURIUMS,Development of a packaging system for efficient handling of vulnerable cut flowers ANTHURIUMS,0
0,Innovative spray system for controlled binder distribution in industrial production process of wood based panels,0
0,Development of a process for the manufacture of high performance near net shape orthopaedic prostheses,0
0,A new concept of cutting systems in the footwear industry,0
0,Development of a new type of advanced early walking shoe,0
0,Hard metal machining in a jobbing shop type environment,0
0,Low cost in mould monitoring for high speed rtm,0
0,Eco friendly anti fouling paints,0
0,Development of pacscat river freighter,0
0,Hybrid bus powered by fuel cell and flywheel,0
0,Optoelectronic system to detect geometric and dimensional parameters of air wire for railway and tram feeding,0
0,Development of an intermodal transportation system for edible liquids using europe s inland waterway system,0
0,Fuel cell flywheel hybrid vehicle,0
0,Small hybrid city car operated with biofuels or lpg,0
0,Design and development of a high speed container feeder for short sea shipping,0
0,Welding of aluminium to steel by means of laser technology,0
0,Development of an innovative aircraft deicing system,0
0,Training workshops for materials data management rtd activities,0
0,Junior euromat a conference on materials science and engineering for young materials scientists 28 31 august 2000,0
0,Grinding of scrap tyres into rubber powder its applications and marketing,0
0,Atmospheric pulsed plasma generator for surface treatment with in line and mobility possibilities,0
0,Dry flux modification for coating quality improvement of silicon steels and reduction of zinc consumption in hot dip galvanizing,0
0,The potential for novel selenium and cobalt products to improve working conditions and reduce environmental emissions during flint glass manufacture,0
0,Optimal sellection and reuse of construction debris,0
0,Innovative prestress systems for g r c strutural elements,0
BIO-PACK,Biodegradable extruded starch based plastics for packaging material,0
0,The on line measurement of surface charge in the paper and textil industries,0
0,Advanced rheologic tribologic characterisation of micro nano scale fluid films and solid thin films,0
0,The use of laser technology for non destructive creep crack detection,0
0,Carob bean or guar developing an anti fraud methodology,0
0,Theoretical studies of electronic and dynamical processes in molecules and clusters,0
0,Reaction dynamics experimental and theoretical studies on the dynamics of reactions of atoms and radicals of fundamental and pratical importance,0
0,European network on the development of artificial nucleases,0
0,Chemical functionalization of carbon nanotubes,0
0,Molecules as nanomagnetics,0
IMAGETOX,Intelligent modelling algorithms for general evaluation of toxicities,0
0,Atomic level studies of solids nucleation and the early stages of cristallization reactions,0
0,Safety assessment for earthquake risk reduction,0
0,Interface ananlysis at atomic level and properties of advanced materials,0
0,Simulation tools for pollutants prediction,0
0,non linear and adaptive control tools and algorithms for the user,0
0,Linking micro and nanotechnology cad tools to conventional packages,0
0,Soft clay modelling for engineering practice,0
0,Precipitation and agglomeration in turbulent solid liquid systems,0
0,Insect chemical ecology integrated approach to defence strategies in herbivorous hymenoptera,0
0,Rapid global change during the cenomanian turonian oceanic anoxic event examination of a natural climatic experiment in earth history,0
ALADIN-NET,Aladin training network,0
0,Netwoek for ecophysiology in closing terrestrial carbon budget,0
0,Accounting harmonisation and standardisation in europe enforcement comparability and capital markets effects,0
0,Basic mechanisms of learning and forgetting in natural and artificial systems,0
0,The analysis of international capital markets understanding europe s role in the global economy,0
0,Women in european universities,0
0,The mechanism specificity and inhibition of enzymes belonging to the xanthine oxidase family medical and industrial applications,0
0,Transient interactions between redox proteins of the photosynthetic electron transfer chain,0
0,algorithmic methods for optimizing the railways in europe,0
0,Metaheuristics network,0
0,Multi agent control probabilistic reasoning optimal coordination stability analysis and controller design for intelligent hybrid systems,0
0,Models for unified multimedia information retrieval,0
0,Approximation and randomized algorithms in communication networks,0
0,Multiresolution in geometric modelling,0
0,Modern homotopy theory,0
0,Sigec nanostructures a new path to silicon based optoelectronics,0
0,Coherence and control in atomic and molecular systems and processes,0
0,Doped diamond devices and sensors,0
0,Correlation of structure and magnetism in novel nanoscale magnetic particles,0
0,Polymerization by single site metal catalysis,0
0,Molecular properties and molecular materials,0
0,The discovery of new molecular catalysts through combinatorial chemistry activity and selectivity from diversity,0
0,Super molecular liquid crystal dendrimers,0
0,From hard to ultrasoft colloids,0
MSAAS,Design and synthesis of novel paclitaxel taxol mimics using a common pharmacophore model for microtubule stabilising anticancer agents msaas,0
0,Solvation dynamics and ionic mobility in conventional and poloymer solvents,0
0,Optical properties of phthalocyanines and related compounds an interdisciplinary training in the chemistry new technologies and industrial applications,0
0,Superconductivity and giant magnetoresistance within the extended van hove scenario,0
0,Spectroscopy of highly excited rovibrational states,0
0,Reactivity of clean and modified oxide surfaces,0
0,Synthesis and propoerties of mechanically interlocked polymer architectures,0
0,Delayed ionisation and competing cooling mechanisms in atomic clusters,0
0,Generation stability and reaction dynamics of multiply charged ions,0
0,Self assembly of addressable and modulatable arrays of functional metal oxide nanocrystals,0
0,Molecular level devices and machines,0
0,Neural prostheses,0
0,High resolution electrical characterisation of ulsi and advanced semiconductor devices,0
0,Autonomous underwater vehicle for subsea intervention,0
0,Bulk metallic glass forming alloys and nanocrystallisation properties and application,0
0,Vcsels for information society technology applications,0
0,Advanced rotating electrical machines exploiting high temperature superconduncting components,0
0,Large scale synthesis of carbon nanotubes and their composite materials,0
0,Manufacture and characterisation of nanostructured a1 alloys,0
0,Knowledge driven batch production,0
0,Investigation of high temperature solid proton conductors of relevance to fuel processing and energy conversion applications,0
0,Millimetre wave and microwave components design framework for ground and space multimedia network,0
0,Corrosion of ceramic matrix composites mechanisms kinetics life time prediction and the development of an intelligent material,0
0,Optical devices using photosensitivity for their elaboration,0
0,European network on ion track technology,0
0,Modern life history theory and its application to the management of natural resources,0
0,Integrated studies of the economy of insect societies,0
0,Environmental tectonics the northern alpine foreland natural laboratory,0
0,Hydrogen speciation in upper mantle minerals,0
0,Quantifying dissolution and precipitation of solid solutions in natural and industrial processes,0
0,Volcano dynamics,0
0,Product markets financial markets and the pace of innovation in europe,0
0,The european media technology and everyday life network,0
0,Understanding financial architecture legal framework political environment and economic efficiency,0
0,Enforcing environmental policy european research network on the instruments of environmental policy in the areas of climate protection and air pollution,0
0,Complexity in social science modelling and designing complex organisational systems,0
0,The economic geography of europe measurement testing and policy simulation,0
0,Bridging the accountability gap in european defence and security policy,0
0,New techniques for the evaluation of european labour market policies,0
0,Specialization versus diversification the microeconomics of regional development and the spatial propogation of macroeconomic shocks in europe,0
0,The baltic sea area studies northern dimension of europe,0
0,Membrane machineries for protein and solute transport through the bacteria cell envelope,0
0,Mathematics and the brain,0
0,Sphingolipid sunthesis and organization vital role in membrane traffic and signaling,0
0,Cellular memory epigenetic regulation and inheritance of active and silent chromatin states,0
0,Cellular functions of kinesin like proteins and their role in human diseases,0
0,Insect innate immunity and the critical stages of malaria mosquito interactions,0
0,Membrane cytoskeleton interactions in intracellular transport and cell morphogenesis,0
0,Neuronal calcium channels in human disease,0
0,Signals to genes to phenotypes an integrated approach to understand hematopoiesis and leukemia,0
0,The role of protein tyrosine phosphatases in the development and repair of the vertebrate nervous system,0
0,Research training using lotus japonicus a model legume for functional genomics,0
0,Studies on the mechanisms controlling transcription initiation and elongation,0
0,European network to study the regulation of key metabolic processes by nuclear receptors,0
0,Desertification in the mediterranean drylands results and perspectives in monitoring and application accompanying measure for workshop,0
0,Application of new and efficient technologies for control and management of water contaminated by various human activities used by sme in the sector of aquaculture,0
0,Making better artificial chromosomes for mammalian cells,0
0,Molecular interactions between ethylene and gibberellic acid pathways in plants,0
0,Energy transduction in muscle and related motility systems structure function and mechanics,0
0,Cross correlation between the fluctuations of different interactions a new avenue for biomolecular nmr,0
0,Cross talk and integration of stress signaling in plants,0
0,Senescence and oxidatives stress in plant systems,0
0,The structure and function of the mammalian cytoskeleton,0
0,Establishment of multicellular organisation in the early vertebrate embryo,0
0,Prevention and therapy of blinding retinal neuro degenerations,0
0,European algebraic geometry research training network,0
0,Photo induced charge transfer in the novel low bandgap polymer semiconductors and their use in photovoltaic devices,0
0,Coupled mechanical and electronic properties of carbon nanotubes based systems,0
0,Electron Scattering Off Confined Partons,0
0,The quantum structure of spacetime and the geometric nature of fundamental interactions,0
0,Generation and characterisation of attosecond pulses in strong laser atom interactions a step towards attophysics,0
0,Quantum magnetic dots model structures for exciting new applications,0
0,Large area moliecular electronics involving a novel approach to training and education,0
0,Interfacial convection and phase change,0
0,Theoretical foundations of sources for gravitational wave astronomy in the next century synergy between supercomputer simulations and approximation techniques,0
0,Probing the origin of the extragalactic background radiation,0
0,Complex plasmas the science of laboratory colloidal plasmas and mesospheric charged aerosols,0
0,A challenging solar cell concept the skilful intercalation of a nanostructured semiconductor by an extremely thin copper indium sulphide absorber,0
0,Electron transfer reactions,0
0,Computational magnetoelectronics,0
0,Nanoscale dynamics coherence and computation,0
0,Hadron phenomenology from lattice qcd,0
0,Advanced thermoset based polymer blends with controlled new molecular architectures and morphologies,0
0,Adaptive optics for extremely large telescopes,0
0,Physics across the present energy frontier probing the origin of mass,0
0,Particle physics phenomenology at high energy colliders,0
0,Supersymmetry and the early universe,0
0,Plasma astrophysics theory observations and numerics of heating flares and winds,0
0,Development validation and application of hybrid atomistic modelling schemes,0
0,The formation and evolution of young stellar clusters,0
0,Quantum transport on an atomic scale,0
0,Surface electrons on mesoscopic structures,0
0,Control synchronization and characterization of spatially extended nonlinear system,0
0,Nanocapsules with functionalized surfaces and walls,0
0,X ray probing of the structural evolution of matter,0
0,Nonideal turbulence,0
0,Cold atoms and ultra precise atomic clocks,0
0,Research and training of young scientists on the magnetic properties of the he by means of neutron diffraction,0
0,Nanoscale photon absorption and spectroscopy with electrons,0
0,The impact of international safety and quality standards on the competitiviness of mediterranean fresh produce,0
0,Appui au renforcement des capacit s du laboratoire d analyses de l office des eaux de beyrouth,0
0,Sustainable livelihoods in southeast asia a grassroots informed approach to food security,0
0,International workshop community rangelands in southern africa a sustainable future,0
0,Capacity building in inco dev proposal writing,0
0,Development of a modular open platform and tools for personalized learning in computational engineering methods,0
0,Application for the development of diagnostics and vaccine for small ruminants in china,0
0,Integrated diagnistic and recombinant vaccine development for cowdriosis and anaplasmosis,0
0,Evaluation of novel recombinant against schistosomiasis mansoni,0
0,A thermophotovoltaic power generator for hybrid electric vehicles the rev,0
0,Exploitation of a novel sec independent secretion pathway for protection for protein production,0
0,Effect of climate change variability in water availability and water management practice in western mediterranean,0
0,Removal Mechanism of Heavy Metal Contamination,0
0,To explore the use of innovative biostatistical analysis in the identification of novel disease genes,0
APROT,Advanced surgery probes for the radio immuno guided detection of tumours,0
0,Neutral network model of cortical and spinal operations for motor control,0
0,Teaching ethics material for practitioner education,0
0,European research on functional effects of dietary antioxydants,0
0,A process for the assessment of scientific support for claims on foods,0
0,Development of mobile adiabatic cooling system for industrial bakeries,0
0,New clean and safe processes for the obtention of food and leather products,0
0,Industrial process of food preservation by pulsed electric fields,0
0,Development of functional dairy products based on goat milk,0
0,Extension of shelf life and reduction of health risks for meat products by application of oscillating saturated steam,0
0,Zeolite based materials for preservation of fresh horticultural products,0
0,Low cost portable electronic nose to manage horticultural produce,0
0,The simple inexpensive and robust quantitative determination of mycotoxins in foods,0
0,Thematic network around cystic fibrosis and releated diseases,0
0,Extraction and stabilisation of natural colours from renewable resources for use in non food applications cosmetics textile and paints,0
0,Environmental and host factors in the risk of thyroid cancer,0
0,A low emission spray drying and microencapsulation process for improved environmental performance,0
0,Purified natural and recombinant allergens with novel th1 adjuvants for use in allergen specific immunotherapy,0
0,To investigate the properties and migration of volatile organic compounds voc in floor systems with emission barriers and recommend suitable methods for reducing their emission into room air,0
0,Reliable emphatic activity indicator products for cross infection control,0
0,Use of short length timber in furniture manufacture,0
0,Biological control of aphids in orchards to produce greener fruits,0
0,An european spraying advisory system for the potato disease control by using geo information,0
0,Novel multifunctional cellulose based carrier material for physical and biological treatment of crops to improve plant health and growth,0
0,Development of a biotechnological high yield process for ethanol production based on a continuous fermentation reactor,0
0,Composts with mycorrhizal infection capacity of plant roots,0
0,Wheat quality effects of stress treatments their manipulation and control,0
0,New tools for forest planning,0
0,Land modification as a part of process of sustainable development in rural regions,0
0,Biologic production of horticultural seeds from autochthonous or locally adapted clones,0
0,The development of a culture bag to simplify somatic embryogenesis,0
MEDOXYCON,Development of a novel medical oxygen concentrator enhanced with spirometry and telemetry functionality,0
0,Empirical methods in bioethics,0
CUTTING EDGE,Customised Clothing Tool For The Digitalisation Of The Textile Supply Chain,0
INTELLECT,Intelligent Online Configuration of Products by Customers of Electronic Shop Systems,0
PACE,Purse Application for cross border use in euro,0
ISOP1,Interoperability and Security for Open Platforms,0
G3CARD,Generation 3 Smartcard,0
INTELISHOE,Integration and linking of shoe and auxiliary industries,0
UPIA,Universal Position Interface Applied for Reliable and Interactive Access from Distant Locations to Central Database Information through Unambiguous Position Key,0
INTOL,Inverse Tolerance Analysis,0
DAMIEN,Distributed Applications and Middleware for Industrial Use of European Networks,0
DISTRIBUTED SERVICES,Design and implementation of a multimedia and telecommunication based network for distributed services,0
NEWEXT,New elements for the assessment of external costs from energy technologies NEWEXT,0
5 MW WIND TURBINE,Research and development of a 5 mw wind turbine 5 mw wind turbine,0
HOT DRY ROCK ENERGY,European geothermal project to utilise hot dry rock hot fractured rock resources first phase of the construction of the scientific pilot plant HOT DRY ROCK ENERGY,0
IM-SOFC-GT,Integrated modelling study of fuel cell gas turbine hybrids IM SOFC GT,0
NASCENT,Natural analogues to the storage of co2 in the geological environment NASCENT,0
WEYBURN,The weyburn co2 monitoring project weyburn,0
NOVACAT,Tar decomposition by novel catalytic hot gas cleaning methods NOVACAT,0
EFPRO,Integrated energy and fibre production by a sulphur free and carbon dioxide neutral process EFPRO,0
MEXICO,Model rotor experiments under controlled conditions,0
OREMA,Integrated efficiency and environmental optimisation of power plants,0
RECOFF,Recommendations for design of offshore wind turbines RECOFF,0
ABRICOS,Advanced biomass reburning in coal combustion systems ABRICOS,0
MEGAWIND,Development of a mw scale wind turbine for high wind complex terrain sites MEGAWIND,0
PROCIS,Production of large area cis modules PROCIS,0
HELIOSAT-3,Energy specific solar radiation data from meteosat second generation msg the heliosat 3 project,0
SOLGATE,Solar hybrid gas turbine electric power system SOLGATE,0
PYTHAGORAS,Preparing the market for novel polycrystalline thin film photovoltaic generators by examination and assessment of field performance PYTHAGORAS,0
EUROMVCABLE,Investigation of european specification for medium voltage power cable EUROMVCABLE,0
METHOD,Achievement of maximum efficiency for process centrifugal compressors through new techniques of design METHOD,0
PROBATT,Advanced processes and technologies for cost effective highly efficient batteries for fuel saving cars PROBATT,0
URBVENT,Natural ventilation in urban areas potential assessment and optimal fa ade design URBVENT,0
FUCHSIA,Fuel Cell the Hydrogen Store for Integration Into Automobiles Fuchsia,0
SMARTHOMES,On line energy services for smart homes SMARTHOMES,0
DAMPBALDE,Wind turbine rotor blades for enhanced aeroelastic stability and fatigue life using passively damped composites DAMPBALDE,0
DOIT,Development of an optimized integrated thin film silicon solar module DOIT,0
MULTIBAT,Development of multi battery management system for renewable energies MULTIBAT,0
SOLAR LOUVRE,Solar louvre building integrated collector SOLAR LOUVRE,0
WARMIT,Development of simple low cost heat recovery technology to help sme suppliers differentiate themselves by adding value to eco efficient product WARMIT,0
PYROHEAT,Pyrolysis oil for heat generation verification of a second generation pyrolysis process PYROHEAT,0
LOWRISKDT,Low risk disposal technology LOWRISKDT,0
S.A.F.E.,Slow active faults in europe s a f e assessing fundamental input for seismic risk in regions of low seismicity s a f e,0
RALB,Lyme borreliosis in north africa risk assessment and implications for tick management and for control of the human disease,0
GLORIA-EUROPE,The european dimension of the global observation research initiative in alpine environments a contribution to gtos GLORIA EUROPE,0
CONTINENT,High resolution continental paleoclimate record from lake baikal a key site for eurasian teleconnections to the north atlantic ocean and monsoonal system CONTINENT,0
QUILT,Quantification and interpretation of long term uv visible observations of the stratosphere QUILT,0
HOLSMEER,Late holocene shallow marine environments of europe HOLSMEER,0
ACCELERATES,Assessing climate change effects on land use and ecosystems from regional analysis to the european scale,0
CIRAMOSA,Cirrus microphysical properties and their effect on radiation survey and integration into climate models using combined satellite observations CIRAMOSA,0
COAST BIRD DIVERSITY,Maintaining migratory coastal bird diversity management through behaviour based predictive population modelling COAST BIRD DIVERSITY,0
MAPSCORE,Mapping of polar stratospheric clouds and ozone levels relevant to the region of europe MAPSCORE,0
ATEAM,Advanced terrestrial ecosystem analysis and modelling ATEAM,0
IMEW,Integrated management of european wetlands IMEW,0
GYROSCOPE,Development of a real time in situ observing system in the north atlantic ocean by an array of lagrangian profiling floats GYROSCOPE,0
GEORANGE,Geomatics in the assessment and sustainable management of mediterranean rangelands GEORANGE,0
VULCAN,Vulnerability assessment of shrubland ecosystems in europe under climatic changes VULCAN,0
SAFEFLOOR,Low risk and totally recyclable structural buildings SAFEFLOOR,0
CARAMEL,Carbon content and origin of damage layers in european monuments CARAMEL,0
MIMIC,Microclimate indoor monitoring in cultural heritage preservation MIMIC,0
IMBIOTOR,Intelligent mini bioreactor a machine to process tissue engineered implants,0
VINO,Vibration and noise drop by light high damping structures VINO,0
AMICA,Advanced array technologies for optimised maintenance and inspection in critical applications,0
TITOSIM,Time to market reduction via statistical information management TITOSIM,0
ONE,Optimisation methodologies for networked enterprises ONE,0
TRANSMACH,Transparent films vacuum coatings machine with integrated in line monitoring and control,0
COMING DRY,Organic matrix composites and iconel allows improvements in their machining under low coolant flows and dry conditions,0
AGRO-COMPOSITES,Highly efficient process for the production of a new environmentally friendly resin and of innovative composite materials using this resin in high tech and traditional industries,0
NOEMI,A new opto electronic marking system for traceability of product coming from traditional sectors including textile paper and leather hightex noemi,0
ECOSYSTEMS,Advanced machining systems for environmentally friendly manufacturing ECOSYSTEMS,0
FOAMCAST,Shortening lead times and improving quality by innovative upgrading of the lost foam process FOAMCAST,0
LESS FINES,Less fines production in aggregate and industrial minerals industry LESS FINES,0
HIGHTEX-IONTEX,Toxic ionic species removal from drinking and industrial water new filtration systems using functionalised textiles HIGHTEX IONTEX,0
PLASCAST,Advancement of plaster moulding to reduce cost and raise productivity for light alloy and copper based castings,0
SAFEWAY,Safety improvement of vehicle passengers through innovative on road bio mechanics safety features,0
BODISCAN,Development of a cheap and reliable 3d body scanner for the production of made to measure clothes BODISCAN,0
WATER-FREE DYEING,Water free retanning dyeing and fatliquoring of leather an innovative eco friendly automated process to increase european tanneries competitiveness WATER FREE DYEING,0
AMCS,Advanced motion control system AMCS,0
RAPIDSHELLS,Direct selective laser sintering of ceramic investment casting shells for metal prototypes RAPIDSHELLS,0
ALIVE,Autonomous light intervention vehicle,0
WHIPLASH II,Development of new design and test methods for whiplash protection in vehicle collisions WHIPLASH II,0
COSIME,Continuous simulation of electromagnetic compatibility emc in automotive application cosime,0
ROLLING,An integrated system to measure load and stress on tracks during train transit ROLLING,0
MOB,A computational design engine incorporating multi disciplinary design and optimisation for blended wing body configuration,0
JEAN,Jet exhaust aerodynamics and noise JEAN,0
ORDICO,Oxidation resistant al and ptal diffusion coatings with improved oxidation and thermomechanical fatigue life,0
ATOS,Advanced transmission and oil system concepts ATOS,0
DISC,Novel intervertebral disc prostheses DISC,0
RESCATS,Poison resistent catalysts for clean diesel production from lco,0
TISSUE REACTOR,Development of a bioreactor based connective tissue production line TISSUE REACTOR,0
AVOID SOLID BYPRODUC,A new metallurgical route for the on line conversion of by products into valuable mineral and metallic products with a reduction of co2 emissions,0
HIPERCUT,New coating materials for high performance cutting tools,0
ECOSITES,Industrial production of high performance ecological polymeric composites based on residual renewable cellulose fibres and post consumer thermoplastics ecosites,0
NANO-FIB,Nano fabrication with focused ion beams,0
MELT-NANOCOMP,Melt made polymer nanocomposites melt nanocomp,0
BIOGRAD,Increasing the performance of total hip replacement prostheses through functionally graded material innovation and design,0
IMPECABLE,Improved photon efficient cathodes with applications in biological luminescence IMPECABLE,0
REGENCATS,Improvement of ceramic substrate of three way catalysts twc to develop a regeneration and or reactivation procedure of used catalysts,0
IGOID,Interfacial guided osteogenesis in implant device,0
AFRAMILK,Anti fraud milk electrical impedimetric and ultrasonic control system to detect fraud adulterations of milk,0
META,Mapping environment for tracking applications META,0
CARDIS,Cardiological real time low dose imaging system CARDIS,0
FINANCING HEALTH,Financing health care in nis and ceec s not in the pre accession phase,0
STEPICA,The plague of central asia an epidemiological study focusing on space time dynamics,0
MARINECO,Development of components of environmentally compatible system for economics progress in arctic coastal areas based on the use of regional renewable resources,0
OP . US . LI,Characterisation of south american genotypes of bean for optimal use of light under abiotic stress,0
ECHINOSTOP,Prevention of hydatidosis by development of an oral vaccine against echinococcus granulosus infection of the dog,0
SAFEMAIZE,Genetic improvement of maize to enhance food safety by introducing resistance to fusarium moniliforme,0
END-OF-LIFE DECISION,Medical end of live decisions attitudes and practices in 6 european countries,0
TUNEUP,Therapeutic utilization of a novel enzyme with unique adhesion properties,0
MATUFRUIT,Projet de recherche sur un syst me de triage automatique des fruits en fonction de leur maturir,0
HTMPROT,Hypotensive peptides from milk proteins,0
IMMIDIET,Dietary habit profile in european communites with different risk of myocardial infarction the impact of migration as a model of gene environment interaction,0
MICROBE DIAGNOSTICS,Development and application of high throughput molecular methods for studying the human gut microbiota in relation to diet and health,0
BETA-GLUCAN,Design of foods with improved functionality and superior health effects using cereal beta glucans,0
OPTIFORD,Towards an optimal strategy for optimal vitamin d fortification,0
APOPTOSIS,Suppression of programmed cell death in industrial scale biological production systems,0
GENE SILENCING,Improvement of transgene expression and gene silencing in transgenic plants,0
MATRIX GRAFTS,Cellular production of human recombinant collagens gelatins laminins and growth factors and their use in vascular grafts and other applications,0
MULTIBARRIER,Multifunctional permeable barriers carrying well performing microbial biofilms for treatment of mixed pollutant plumes,0
ENDEGRADE,Endophytic degrader bacteria for improving phytoremediation of organic xenobiotics,0
MIFRIEND,Exploiting genomics to engineer an environmentally friendly microorganism for bioremediation purposes,0
CONO-EURO-PAIN,From conopeptide scaffolds to analgesic leads,0
ORPHAN RECEPTORS,Functional characterisation of orphan g protein coupled receptors and their validation as drug targets,0
SEEDDESIGN,Precise and efficient genetic improvement of cereal seeds,0
REFLAX,Rational engineering of lipid primary pathways in flax to produce branched chain fatty acids unusual fatty acids with potent biolubricant properties,0
EPOX,Engineering integrated biocatalysts for the production of chiral epoxides and other pharmaceutical intermediates,0
METALLOPHYTES,An integrated approach towards removal by plants of toxic metals from polluted soils,0
VALPAN,Construction of corynebacterium glutamicum strains producing either l valine or d pantothenic acid a rational approach using genome research,0
TNA,Towards new antibiotics,0
HYPERSOLUTES,Exploiting new solutes from hyperthermophiles for the preservation of biomaterials cell factories for production of hypersolutes,0
SOMATIC CELL GENETIC,The dt40 cell line as a genetic model and a substitute for animal research,0
AIRALLERG,Effects of outdoor and indoor air pollution on the development of allergic disease in children,0
EXPAH,Effects of pahs in environmental pollution on exogenous and endogenous dna damage,0
EDETOX,Evaluations and predictions of dermal absorption of toxic chemicals,0
RANCH,Road traffic and aircraft noise exposure and children s cognition and health exposure effect relationships and combined effects,0
ESTROGENS AND DISEAS,The impact of developmental exposure to weak environmental estrogens on the incidence of diseases in target organs later in life,0
EPILYMPH,Environmental exposures and lymphoid neoplasms,0
ALLERGYFLORA,Impact of intestinal microflora on allergy development,0
SLEEP IN AGEING WOME,Sleep disorders in menauposal and postmenopausal ageing women prevelance biological mechanisms animal models social aspects treatment and prevention,0
AGEING MUSCLE,Ageing related muscle wasting causes prevention and reversal,0
E UROESTROGEN E,Oestrogens and age related urogenital diseases basic and clinical approaches,0
CLESA,Cross national determinants of quality of life and health services for the elderly,0
EDEN,Establishment of a european energy data exchange network EDEN,0
0,Promoting the integration of continuous care in the hospital the pailiative care mobile support team as a means to convey a philosophy of integrated and continuous care analysing medical practice and research in new integration strategie,0
0,Ethical issues of evidence based practice in medicine and health care,0
0,Meat quality evaluation by an innovative system application capable of measuring fat presence in livestock bodies,0
0,Development of phytoremediation of recalcitrant organic pollutants as a polishing step to follow commercial ex situ bioremediation,0
SCALQUAL,Improving the quality of cultivated scallop to ensure a vaible aquaculture production,0
0,Development of network of cancer family syndrome registries in eastern europe,0
0,A European transgenic and experimental pathology database and teaching resource,0
0,Steroids in health and disease,0
0,European standards committee on oxidative dna damage,0
0,Small scale wood harvesting technology in european forestry and it s contribution to rural development,0
WIDENET,Offering World Wide Services through an International Network on Health Records,0
BIT-HOUSE NET,The Baltic BIT House Network for promotion and dissemination of Information Society Research,0
ECAMP,European eCommerce Associate Merchant Program,0
NEWEMMSEC,Consultative Actions for Constituency Building,0
PRE-HIP,Predicting clinical performances of cementless hip replacements in the early stages of the design process,0
CLEARFAST,Concept for Low risk Efficient Area Reduction based on the Fusion of Advanced Sensor Technologies,0
DIAMINE,Detection and Imaging of Antipersonnel Landmine by Neutron Backscattering,0
ARC,Airborne Minefield Area Reduction,0
BULRUSH,Humanitarian Demining in Water HDW,0
DEMAND,Enhancement of three existing technologies and data fusion algorithms for the test and Demonstration of Multi sensor landmine detection techniques,0
VLEEM,Very long term energy environment model VLEEM,0
CORROSION,Fireside corrosion in coal fired utility boilers CORROSION,0
