,title,projectUrl,acronym
1974,Automatic Mask Order Processing System,http://www.AutoMOPS.com,AUTOMOPS
1976,Broadband Access High data rate Multimedia Satellite,http://brahms.telecomitalialab.com/,BRAHMS
1977,"Integration of 3D Body Measurement, Advanced CAD and E-Commerce Technologies in the European Fashion Industry",http://www.atc.gr/e-tailor/,E-TAILOR
1978,Knowledge Management for Help Desk Operators,http://www.assistknowledge.com,ASSIST
1979,Intelligent Mediation Environment for Digital Interactive Advertising,http://imedia.intranet.gr,IMEDIA
1981,Methodology and Tools for World-best Introduction of Innovative Market Mediation System and Services in Traditional SMEs,http://www.cbt.es/mediat-sme/,MEDIAT-SME
1982,New-use and Innovation Management and Measurement Methodology for R&D,http://www.nimcube.com,NIMCUBE
1983,Drug In Virtual Enterprise,http://www.sanraffaele.org/Drive/,DRIVE
1984,Open Market Energy Generation Allocation,http://web.kwi.com/om2/,OMEGA
1985,Multimedia for open and dynamic executives learning,http://www.lrf.gr/model,MODEL
1986,"Management, Exchange and Representation of Component Information",http://www.merci-project.net,MERCI
1987,Multi-application Smart cards in Cities,http://www.smartcities.co.uk/,SMARTCITIES
1988,"New European Schemes for Signature, Integrity, and Encryption",http://www.cryptonessie.org,NESSIE
1989,An Authentication and Protection Innovative Software System for DVDROM and Internet,http://www.iti.gr/db.php/en/projects/ASPIS.html,ASPIS
1991,Trade Fair Web - based Information Services,http://www.darmstadt.gmd.de/delite/Projects/FAIRWIS/,FAIRWIS
1992,Virtual Winery,http://www.finca-allende.com/virtualwinery/index.htm,VIRTUAL WINERY
1993,Delivery of context-sensitive organizational knowledge,http://www.dfki.uni-kl.de/decor/index.html,DECOR
1994,Digital Design and Development of tourism products and services,http://www.3dproject.gr,3D
1995,"Smart IS, Accompanying Measure for accelerating Electronic Business and New Transactional Information Systems",http://www.smartis.org/,SMART IS AM
1996,E-Commerce with guiding Agents based on Personalized Interaction Tools,http://www.darmstadt.gmd.de/~cogito/,COGITO
1999,Accelerating Cross-Fertilisation and Transfer of VIVE approach,http://www.vive-ig.net/projects/active/,ACTIVE
2001,Virtual Destination Application - Trial,http://www.cetim.org/project.htm/?k=8,VDA
2003,"CO-operation for consensus, standardisation and interoperability to support e-com services in the FURNiture sector",http://www.funStep.org/ecos,COFURN
2006,"Cluster for Electronic Trading Systems, Transaction Management, Brokerage and Negotiation",http://voyager.sunderland.ac.uk/projdet.cfm?Proj=15,TRANSACT
2007,Local Intelligent Agent as Informed Sales Expert,http://www.siemens-orsi.com/html_76/ab_rtd_liaise_project_presentation.htm,LIAISE
2016,Large scale integration of pv and wind power in mediterranean countries (MED2010),http://www.ome.org/renewable/med2010,MED2010
2017,Component reliability of solid oxide fuel cell systems for commercial operation (CORE-SOFC),http://www.kfa-juelich.de/iwv/iwv1/dok4.htm,CORE-SOFC
2020,"The influence of tar composition and concentration on fouling, emission and efficiency of micro and small scale gas turbines by combustion of biomass derived low calorific valued gas (TARGET)",http://www.ocp.tudelft.nl/et,TARGET
2022,Advanced methanol fuel cells for vehicle propulsion (AMFC),http://wsg.volvo.se/amfc/,AMFC
2039,Air conditioning based on thermal solar energy- development of a low temperature absorption chiller for larger scale solar cooling in the building sector (large scale solar cooling),http://www.lssc.at,LARGE SCALE SOLAR CO
2042,Survay and prevention of extreme glaciological hazards in european montainous regions (GLACIORISK),http://glaciorisk.grenoble.cemagref.fr/,GLACIORISK
2045,Measurements on structures in ice (STRICE),http://www.strice.org,STRICE
2046,"European catchments, catchments changes and their impact on the coast (EUROCAT)",http://www.iia-cnr.unical.it/EUROCAT/project.htm,EUROCAT
2047,Ecotoxicological assessments and removal technologies for pharmaceuticals in wastewaters (REMPHARMAWATER),http://cds.unina.it/~rmarotta/,REMPHARMAWATER
2048,Ways of innovation for the reduction of excess sludge (W.I.R.E.S.),http://www.cirsee-eu-wires.com/,W.I.R.E.S.
2049,Improved control and application of nitrogen cycle bacteria for ammonia removal from wastewater (ICON),http://www.icon-eu.nl,ICON
2050,Assessing infiltration and exfiltration on the performance of urban sewer systems (APUSS),http://www.insa-lyon.fr/apuss,APUSS
2051,Waste water treatment by catalytic oxidation contactor (WATERCATOX),http://www.sintef.no/units/matek/2420/242022/watercatox/,WATERCATOX
2065,Climate change policy and global trade (CCGT),http://ccgt.zew.de/,CCGT
2067,"Impact of natural and trawling events on resuspension, dispersion and fate of pollutants (INTERPOL)",http://cordis.europa.eu/eesd/ka3/projects.htm,INTERPOL
2068,"Development of non-degrading, novel marine technologies for the sustainable exploitation and protection of mediterranean marine resources (NOMATEC)",http://cordis.europa.eu/eesd/ka3/projects.htm,NOMATEC
2069,"Dissolved organic matter in coastal ecosystems: transport, dynamics and environmental impact (DOMAINE)",http://www.domaine.ku.dk,DOMAINE
2070,"Atmospheric deposition and impact of pollutants, key elements and nutrients on the open mediterranean sea (ADIOS)",http://www.adios.univ-perp.fr/,ADIOS
2071,Techniques for the quantification of methane hydrate in european continental margins (HYDRATECH),http://www.hydratech.bham.ac.uk,HYDRATECH
2072,Monitoring and managing of european seagrass beds (M&MS),http://www.seagrasses.org/,M&MS
2073,An advanced approach to earthquake risk scenarios with applications to different european towns (RISK-UE),http://www.risk-ue.net,RISK-UE
2074,Aid in the management and european comparison of a municipal solid waste treatment for a global and sustainable approach (AWAST),http://awast.brgm.fr,AWAST
2076,Variable rate pricing based on pay-as-you-throw as a tool of urban waste management (PAYT),http://payt.net,PAYT
2078,Rediscovering the urban realm and open spaces (RUROS),http://alpha.cres.gr/ruros/,RUROS
2079,Environmental relief potential of urban action on avoidance and detoxification of waste streams through green public procurement (RELIEF),http://www.iclei.org/ecoprocura/relief/,RELIEF
2082,Internet-based scheduler for material optimisation and agile production in multi-site enterprises (IS-OPTIMUS),http://is-optimus.ath.cx/,IS-OPTIMUS
2116,Life-time prediction of high-performance concrete with respect to durability,http://fasae.ibpmw.uni-essen.de/euproject/,LIFECON
2142,Combinatorial biosynthesis: generation of novel therapeutic substances by combining genes from actinomycetes and cyanobacteria,http://www.cyanomyces.com,CYANOMYCES
2168,Esf marine board,http://www.esf.org/life/ac/Marine_Board/a.htm,
2179,Improvement of Competitiveness by Distributed Component Based Development of Embedded Software,http://www.atb-bremen.de/projects/discomp/Projects/proj-en.htm,DISCOMP
2180,Cluster for Electronic COMmerce,http://www.cenorm.be/isss/Projects/c-ecom/default.htm,C-ECOM
2181,Sales Process for Product- and Service Management for Machine Manufacturing SMEs,http://www.eu-salesman.com,SALESMAN
2183,A Financial Engineering Approach to Mediation in the Investment Funding Process,http://www.finmediary.org,FINMEDIARY
2185,Digital Design and Life-Cycle Management for Distributed Information Supply Services in Innovation Exploitation and Technology Transfer,http://www.dilemma.gr,DILEMMA
2186,Support for Mediation And bRokering for Electronic Commerce,http://www.telecom.ntua.gr/smartec/,SMART-EC
2187,Project risk management,http://www.esi2.us.es/prima,PRIMA
2188,Enhanced Protection of IPR by streamlined Provision of Access to Regulatory Knowledge,http://www.bmtech.co.uk./epi-spark/index.html,EPI-SPARK
2189,Efficient Bidding and Procurement in the Tile Industry. Practical Trading Tools and Broker Services for the Exchange of Product Characteristics,http://www.ebip.net/,E.BIP
2190,Electronic Customer Relationship Management,http://www.ecrem.net,ECREM
2192,Developing and improving consumer-supplier relationship in traditional commerce using information and communication technologies,http://www.brunel.ac.uk/depts/math/research/com/maprog/District/district.htm,DISTRICT
2193,Knowledge and information transfer system,http://www.kmquest.net/index.html,KITS
2195,Experts Enablers in the Machinery Engineering Domain,http://xperts.fatronik.com,XPERTS
2196,Customer After Sales Help,http://cash.si.gr,CASH
2197,Live Interaction with Video Broadcast over the Web: a new Approach to E-Commerce,http://www.igd.fhg.de/igd-a7/projects/liveweb/liveweb.html,LIVE@WEB.COM
2198,PUBLIC ADMINISTRATION AND ELECTRONIC COMMERCE IN EUROPE,http://www.pace-eu.net,PACE
2199,Dependability for embedded automation systems in dynamic environments with intra-site and inter-site distribution aspects,http://www.esat.kuleuven.ac.be/acca/depaude/,DEPAUDE
2201,"Priming the Virtuous Spiral for Healthcare: Implementing an Open Source Approach to Accelerate the Uptake and Improvement of Best Practice, Regional Healthcare Network Solutions",http://www.euspirit.org or http://www.oshca.org or http://www.openhealth.com,SPIRIT
2202,PROEHTEL,http://www.ehtel.org,PROEHTEL
2204,A Platform for Risk Analysis of Security Critical Systems,http://www.nr.no/coras,CORAS
2205,Mobile Shopping of Electronically Referenced Products,http://www.eltrun.aueb.gr/mygrocer,MYGROCER
2206,Telemedicine and Portable Virtual Environment in Clinical Psychology,http://www.vepsy.com,VEPSY UPDATED
2209,Intelligent personal health assistant,http://www.h-life.org,H-LIFE
2211,Virtual Incubator System for the Initiation and Operation of Networks,http://www.mjc2.com/VISION/,VISION
2213,Exploitation of Agent-based Production Planning using the ProPlant Technology,http://www.unisoft.gr/explantech/,EXPLANTECH
2245,Environmental regulation of mine waters in the european union (ERMITE),http://www.minewater.net/ermite/,ERMITE
2251,Human interaction with large scale coastal morphological evolution (HUMOR),http://www.pizzicato.es/humor/,HUMOR
2252,Environmental design of low crested coastal defence structures (DELOS),http://www.delos.unibo.it,DELOS
2253,Development of urban greenspaces to improve the quality of life in cities and urban regions (URGE),http://www.urge-project.org/,URGE
2265,Satellite hydrographic monitoring and assessment of environmental trends along the russian arctic coast,http://dib.joanneum.ac.at/amethyst,AMETHYST
2268,Wastewater recycling of olive mills in mediterrenean countries - demonstration and sustainable reuse of residuals,http://www.fh-aachen.de,WAWAROMED
2279,"Euro trough ii - extension, test and qualification of a full scale loop of eurothrough collectors with direct steam generation",http://www.eurotrough.com,EUROTROUGH II
2282,Automated water analyser computer supported system (AWACSS),http://barolo.ipc.uni-tuebingen.de/awacss/,AWACSS
2283,"Boron contamination of water resources in the mediterranean region: distribution, sources, social impact and remediation (BOREMED)",http://boremed.brgm.fr/,BOREMED
2284,Nutrient management in the danube basin and its impact on the black sea (DANUBS),http://danubs.tuwien.ac.at/,DANUBS
2285,Computer aided rehabilitation of water networks (CARE-W),http://www2.unife.it/care-w/,CARE-W
2287,The sustainability of european irrigated agriculture under water directive and agenda 2000 (WADI),http://www.uco.es/grupos/wadi/,WADI
2293,New printing system for drawn textile production (MILLENIUM),http://www.millenniumproject.info,MILLENIUM
2294,Innovative comfort evaluation scheme for seating associated components (FURNIDEX),http://www.comfortfurniture.org,FURNIDEX
2295,Virtual testing for extended vehicle passive safety,http://www.passivesafety.com/vites,VITES
2296,Immunocomputing,http://www.auth.gr/chi/,IMCOMP
2321,Bulgarian centre of excelence in plant biotechnology,http://www.geocities.com/PicketFence/Garden/9151/,
2329,Advanced MObile VIdeo Communication TEchnologies,http://www.aitek.it,AMOVITE
2330,System for Advanced Multimedia Broadcast and Information Technology Services,http://www.irt.de/sambits/,SAMBITS
2331,Open Components for Controlled Access to Multimedia Material,http://sharon.cselt.it/projects/occamm,OCCAMM
2332,OPEN Platform for Enhanced Interactive SErvices,http://www.cefriel.it/topics/research/index.xml?tid=26,OPENISE
2335,Development of a Versatile System for Advanced Neuronal Recordings with Multisite Microelectrodes,http://www.vsamuel.de,VSAMUEL
2336,Adaptive Resource Control for QoS Using an IP-based Layered Architecture,http://www-st.inf.tu-dresden.de/aquila/,AQUILA
2337,High Speed 3D- and Colour Interface to the Real World,http://uranus.ee.auth.gr/hiscore/,HISCORE
2340,Intelligent Support for People Oriented Process Re-Engineering and Change Management,http://www.bmtech.co.uk/inspire/index.html,INSPIRE
2341,Versatile Integrated Payphone,http://www.lowpower.de/charter/projects.php,VIP
2343,Micromachined Electromechanical Devices for Integrated Wireless Communication Transceivers,http://www.isen.fr/recherche/melodict,MELODICT
2345,"Advanced Design, Partitioning and Test in communication subsystems",http://www.imec.be/adept,ADEPT
2346,"Traffic Engineering for Quality of Service in the Internet, at Large Scale",http://www.ist-tequila.org/,TEQUILA
2347,Java Smart Integrated Networked Enterprises,http://www.igol.it,JASMINE
2349,EUROpractice TRAINING,http://www.eurotraining.net,EUROTRAINING
2360,Speeding-up Biocomputing applications using a commodity-based parallel computer,http://www.biocomp.unibo.it/biowulf,BIOWULF
2361,Geant Network,http://www.dante.net/geant/,GN1
2363,Creation of a European Internet-based service for Safety Data Sheets (SDS) on-demand,http://www.sdsonweb.com,SDSWEB
2374,Market Managed Multi-Service Internet,http://www.m3i.org/,M3I
2377,Data Mining and decision support for business competitiveness: Solomon European Virtual Enterprise,http://SolEuNet.ijs.si,SOL-EU-NET
2378,Process oriented methods and tools for knowledge management,http://www.boc-eu.com/promote/promote.htm,PROMOTE
2379,Automatic Tool For Insertion And Simulation Of Fault Tolerant Architectures,http://www.cad.polito.it/cooperations/amatista.html,AMATISTA
2385,AFFORDABLE UNCOOLED TECHNOLOGY WITH HERMETIC ENCAPSULATION FOR THERMAL IMAGING CAMERA,http://www.authentic.eu.com/,AUTHENTIC
2389,Web-linking Heterogeneous Applications For Large-scale Engineering And Services,http://whales.gformula.com,WHALES
2390,Practical Tools and Methods for Corporate Knowledge Management - Sharing and Capitalising Engineering Know-How in the Concurrent Enterprise,http://www.corma.net,CORMA
2391,Microprobe multi-sensor for graft viability monitoring during organ preservation and transplantation,http://www.cnm.es/~mtrans/,MICROTRANS
2392,STate of the ARt Financial Services for the inHabitants of isolated areas,http://starfish.ccslab.aueb.gr,STARFISH
2393,Quantum information with continuous variables,http://kerr.physik.uni-erlangen.de/quicov/,QUICOV
2395,An integrated microbiosensor system for patient monitoring by measurement of extremely low analyte concentrations present in the blood,http://www.imec.be/PAMELA,PAMELA
2396,Tools for content-driven knowledge management through evolving ontologies,http://www.ontoknowledge.org,ON-TO-KNOWLEDGE
2397,Enabling Technologies for Quantum Information Systems,http://www.phy.hw.ac.uk/resrev/EQUIS/index.html,EQUIS
2398,Atomics Chips for Quantum Information Research,http://www.acquire.uni-hd.de,ACQUIRE
2399,A Logical Framework for Ethical Behaviour between Infohabitants in the Information Trading Economy of the Universal Information Ecosystem,http://www.iis.ee.ic.ac.uk/alfebiite,ALFEBIITE
2400,Information Cities,http://www.sics.se/~mahmoud/ICities/ICities.html,ICITIES
2401,Photonic Crystal Integrated Circuits,http://www.ist-optimist.org/,PCIC
2402,Distributed Resource Evolutionary Algorithm Machine,http://www.dcs.napier.ac.uk/~benp/dream/dream.htm,DREAM
2403,PAssive LOng distance Multiple Access high Radio frequency identification system,http://eu.atmel.com/atmel/randd/prod_palomar.htm,PALOMAR
2404,Microsystem awareness and dissemination (and business development),http://www.europractice.com,AWARDIS
2411,A decision-making tool for long-term efficient investment strategies in housing maintenance and refurbishment,http://international.cstb.fr/frame.asp?URL=research/european.asp,INVESTIMMO
2423,Diamond wire cutting system - sub bottom cutter (SBC),http://www.subbottomcutter.com,SBC
2452,Development of a genomic dna bank of iga nephropathy (igan) patients and family members. new trends in genetics for the early diagnosis of familial igan,http://www.igan.net,IGAN-CONSORTIUM
2459,"A systematic approach towards the understanding, diagnosis and treatment of cdgs, a novel group of inborn metabolic disorders caused by defects of glycosylation",http://www.euroglycan.org,EUROGLYCAN
2481,Brain plasticity and sensory substitution in human blindness,http://www.cnam.fr/handicap/,SENSUB
2506,Development standardisation and harmonisation of novel multiplex nucleic acid tests for the detection of economically important viruses of farm animals,http://www.multiplex-eu.org,MULTIPLEX PCR
2551,"A new technology for fluorescent ""cell chip"" immunotoxicity testing",http://www.immunotox.pl,IMMUNOTOX CELL CHIP
2562,The challenges of modernity for reindeer management : integration and sustainable development in europe' s subarctic and boreal regions (RENMAN),http://www.urova.fi/home/renman/,RENMAN
2593,Water catchment areas: tools for management and control of hazardous compounds (WATCH),http://www.watch-eu.org,WATCH
2594,European valuation and assessment tools supporting wetland ecosystem legislation (EVALUWET),http://www1.rhbnc.ac.uk/rhier/evaluweb/index.shtml,EVALUWET
2595,Human effects on nutrient cycling in fluvial ecosystems: development of an expert system to assess stream water quality management at reach scale (STREAMES),http://www.streames.org/,STREAMES
2598,Textile extended enterprise resource management system (TEXTERM),http://www.itv-denkendorf.de/texterm,TEXTERM
2616,Machine intelligence research and application centre for learning excellence,http://cyber.felk.cvut.cz/MIRACLE/html/index.html,
2617,"Excellence centre of advanced material research and technology at the institute of solid state physics, university of latvia",http://www.cfi.lu.lv,
2618,Mathematics in information society,http://www.renyi.hu,
2619,Center for advanced manufacturing technologies,http://www.camt.pl,
2620,"Bulgarian information society center of excellence for education, science and technology in 21 century",http://saturn.acad.bg/,
2621,Centre of excellence,http://www.pan.olsztyn.pl/cenexfood/,
2622,"Function and dysfunction of blood vessels: transcytosis in normal/pathological states, alterations in atherosclerosis and diabetes; their therapeutic control",http://simionescu.instcellbiopath.ro/,
2623,European integration of the romanian mathematical research activity,http://pompeiu.imar.ro/~eurrommat/Programme.php3,
2624,Inter-disciplinary research and applications based on nuclear and atomic physics,http://www.nipne.ro/Cenex/cex_eur/Poenaru/Poenaru.htm,
2625,"Centre of excellence: institute of experimental medicine, prague",http://uemweb.biomed.cas.cz/Index.htm,
2626,"Support for transport approximation, zilina, slovakia",http://www.utc.sk/cetra,
2627,Centre for sustainable development and management of the black sea region,http://www.io-bas.bg/cesum-bs/,
2628,Agricultural research institute of cyprus : centre of excellence in agriculture and environment,http://www.ari.gov.cy/aricy.htm,
2643,Network of Excellence in distributed and dependable computing systems,http://www.newcastle.research.ec.org/cabernet,CABERNET
2644,Mobi-Dev: mobile devices for healthcare applications,http://www.mobi-dev.arakne.it,MOBI-DEV
2645,Multiple Intimate Media Environments,http://www.mimeproject.org/,MIME
2647,Health Interactive Satellite Channel,http://www.healthsat.org,HEALTHSAT
2648,Regional Secure Healthcare Networks,http://www.biomed.ntua.gr/reshen,RESHEN
2649,SOurce Drain Architecture for Advanced MOS technology,http://www.iemn.univ-lille1.fr/sites_perso/baie/index.html,SODAMOS
2651,GaAs-based emitters for fibre-optical data and telecommunication,http://www.ist-optimist.org/,GIFT
2653,"Evolution Scenarios for emerging Mobile Commerce services: New Policy, Market Dynamics, Methods of Work and Business Models",http://www.mobiforum.org/cgi-bin/mobi/mobi.cgi,MOBICOM
2654,Leveraging Knowledge in the Software Industry,http://www.kmlever.com and http://www.kmlever.org,LEVER
2655,Young People creating Active Service On Context-aware Terminals,http://www.ist-youngster.org/,YOUNGSTER
2656,NANOELECTRONIC DEVICES AND FAULT-TOLERANT ARCHITECTURES,http://www.imel.demokritos.gr/projects/fracture/fracture.htm,FRACTURE
2657,"System for the development, management and support of strategic alliances",http://www.smart-europe.org/,SMART
2658,Distributed Work support through component based SPAtial Computing Environments,http://www.daimi.au.dk/workspace/index.htm,WORKSPACE
2659,CORTEX: COoperating Real-time senTient objects: architecture and EXperimental evaluation,http://cortex.di.fc.ul.pt/,CORTEX
2662,QUANTUM IMAGES,http://quantim.dipscfm.uninsubria.it,QUANTIM
2663,Patterns To Adopt Knowledge Based Solutions To Software Management Problems,http://www.esi.es/Patterns,PATTERNS
2665,Business Integrator Dynamic Support Agents for Virtual Enterprise,http://www.ceconsulting.it/ve/bidsaver.html,BIDSAVER
2666,REAL-time SIMulation for Design of Multi-physics Systems,http://www.ida.liu.se/~pelab/projects/?REALSIM,REALSIM
2667,Tools for Process Improvements Based on Corporate Knowledge Management,http://www.atb-bremen.de/projects/pick/index.html,PICK
2668,European Knowledge Management Forum,http://www.knowledgeboard.com,KM FORUM
2669,Platform for Interactive Networked Games,http://www.pingproject.org/,PING
2670,Supporting Affective Interactions for Real-time Applications,http://gaiva.inesc.pt/safira,SAFIRA
2671,Exploiting non-Standard CSP for Leveraging Applications INtelligence,http://www.oslo.sintef.no/am/opti/projects/ecsplain/,ECSPLAIN
2672,Leveraging Operational Resource Expertise,http://lore.cezannesw.com,LORE
2673,Ultrafast all-optical signal processing in engineered quadratic nonlinear waveguides,http://www.photonik.uni-jena.de/rosa_projekt/index.htm,ROSA
2674,"Innovative High-performance Motion Simulation System For Entertainment, Research And Training Applications",http://www.cps.unizar.es/~laimuz/simusys/,SIMUSYS
2675,Single electron source generating individual photons for secure optical communications,http://ntserv.fys.ku.dk/sawphoton1/Default.htm,SAWPHOTON
2677,Personal intelligent health mobile systems for Telecare and Tele-consultation,HTTP://www.healthmate-project.org,HEALTHMATE
2678,Information Processing by Natural Neural Networks,http://www.physik.uni-kl.de/blau/inpro.html,INPRO
2679,"Developing common standards for the integration of 3d body measurement, advanced cad, and personalised avatars in the European fashion industry",http://www.atc.gr/eT-Cluster/,E-T CLUSTER
2680,Advanced care and alert portable telemedical MONitor,http://www.md-center.net/AMON,AMON
2681,Advanced Information Technology Virtual Early Prototyping Open Platform,http://ait-vepop.oulu.fi,AIT VEPOP
2682,MObile Teamwork Infrastructure for Organisations Network,http://www.motion.softeco.it,MOTION
2683,Integration of Public Information Systems and Statistical Services,http://www.instore.gr/ipis/,IPIS
2684,Grocery Store Commerce Electronic Resource,http://www.disappearing-computer.net/projects/GROCER.html,GROCER
2685,Avatar based Conferencing in Virtual Worlds for Business Purposes,http://www.3xodus.com/avatar_conference/,AVATAR-CONFERENCE
2686,Usability Support Network,http://www.hostserver150.com/usabilit/home.htm,USABILITYNET
2687,Training of IST Innovators to promote and support the exploitation of RTD results by starting new IST business,http://www.train-it.org/,IST-BUSINESS TRAIN-I
2688,Extrovert Gadgets,http://www.extrovert-gadgets.net,E-GADGETS
2689,FIBER COMPUTING,http://www.fibercomputing.net/public/index.php3,FICOM
2690,New Methods of Working for Information Society Technologies Programme Promotion to Commonwealth of Independent Stated,http://www.ednes.org/wistcis/,WISTCIS
2691,Video Browsing Exploration and Structuring,http://www.kth.se/forskning/pocket/project.asp?id=12362,VIBES
2692,Continuous Constraints: Updating the Technology,http://www.mat.univie.ac.at/~neum/glopt/coconut/index.html,COCONUT
2693,Achieving Sustainability by using Substitutive Information Society Technologies,http://www.ecoplan.org/assist,ASSIST
2694,the Sounding Object,http://www.soundobject.org/,SOB
2695,"InterLiving - Designing Interactive, Intergenerational Interfaces for Living Together",http://interliving.kth.se/,INTERLIVING
2696,Paper++,http://www.paperplusplus.net/,PAPER++
2697,Intelligent Services and Tools for Concurrent Engineering,http://www.istforce.com,ISTFORCE
2698,Knowledge Based Virtual Facilitator in Team Working,http://www.angelo-project.net,ANGELO
2702,Development of harmonised tests to be used in the european approval scheme concerning construction products in contact with drinking water (CPDW),http://rea.ei.jrc.it/cpdweas/,CPDW
2703,Evaluation of the effect of the ippc application on the sustainable waste management in textil industries (TOWEFO),http://server1.pisa.enea.it/towefo/,TOWEFO
2710,An Integrated Art Analysis and Navigation Environment,http://www.ecs.soton.ac.uk/~km/projs/artiste/,ARTISTE
2711,European Chronicles on-Line,http://pc-erato2.iei.pi.cnr.it/echo/,ECHO
2715,Characterization of urban air quality indoor/outdoor particulate matter chemical characteristics and souce-to-inhaled dose relationships (URBAN-AEROSOL),http://www.nilu.no/projects/urban-aerosol/,URBAN-AEROSOL
2716,Development of a methodological tool to enhance the precision & comparability of solid waste analysis data (S.W.A. - TOOL),http://swa-tool.net,S.W.A. - TOOL
2717,"Ecological city transport system. demonstration, evaluation and research project of hydrogen fuel cell bus transportation system of the future (ECTOS)",http://www.ectos.is/,ECTOS
2718,Benefits of urban green space (BUGS),http://www.vito.be/bugs/,BUGS
2740,Arctic technology laboratories,http://www.arcteclab.de,ARCTECLAB
2741,European vlbi network via the joint institute for vlbi in europe,http://www.jive.nl/jive/evn,EVN-ACCESS
2742,Weizmann institute of science braun centre for submicron research,http://www.weizmann.ac.il/physics/smc,WISSMC
2743,Institut de recherches subatomiques de strasbourg (IRES),http://wwwires.in2p3.fr/,IRES
2833,Virtual Renaissance Court,http://www.cultivate-int.org/issue3/renaissance/,RENAISSANCE
2835,News Agencies Multilingual Information Categorisation,http://namic.itaca.it,NAMIC
2836,Interactive Museum Tele-presence Through Robotic Avatars,http://www.ics.forth.gr/tourbot,TOURBOT
2838,SEMICONDUCTOR FREE NANOSCALE NON-VOLATILE ELECTRONICS AND MEMORIES BASED ON MAGNETIC TUNNEL JUNCTIONS,http://www.nanomem.u-nancy.fr,NANOMEM
2841,Nanotechnology Computer Aided Design,http://nanotcad.iet.unipi.it/,NANOTCAD
2842,Production and Presentation Environment using Agents for building Information Channels,http://www.peach-eu.org,PEACH
2848,Solid State Sources for Single Photons,http://www.iota.u-psud.fr/~S4P/,S4P
2849,Personalised Services for Integrated Internet Information,http://www.psi3project.org/,PSI3
2850,"Dissemination of InFormal and Formal Useful Specifications and Experiences to research, technology development & demonstration communities",http://www.diffuse.org,DIFFUSE
2851,Intelligent Personalised Catalogues to innovate and boost Business to Business E-Commerce (applied within the domain of electrical equipment components),HTTP://www.b2b-ecom.org/,B2B-ECOM
2852,Multilingual Personalised Information Objects,http://www.ltg.ed.ac.uk/mpiro,M-PIRO
2855,Access to Scientific Space Heritage,http://www.virtualcontrolroom.org/,ASH
2857,Mass Market E-commerce Services Using Multi-language Natural Spoken Dialogues,http://www.sportlight.ccir.ed.ac.uk,SPOTLIGHT
2859,An Open Personalised Electronic Information Commerce System,http://www.opelix.org,OPELIX
2867,Forest fire fighting method with explosive hoses filled with an extinguishing agent (FIMEX),http://www.wagner.de,FIMEX
2868,Integrated evaluation for sustainable river basin governance (ADVISOR),http://gasa3.dcea.fct.unl.pt/ecoman/advisor/,ADVISOR
2872,Bottom-Up Nanomachines,http://www.bun.ucl.ac.uk/,BUN
2873,Design and Construction of Elements of a Hybrid Molecular Electronic Retina-Cortex Structure,http://ipga.phys.ucl.ac.uk/research/cortex/,CORTEX
2874,Entanglement in Quantum Information Processing and Communication,http://www.equip.qipc.org/,EQUIP
2875,Platform And Software for Terminals: Operationally Re-configurAbLe,http://www.ist-pastoral.org,PASTORAL
2876,"Multibeam Ka-Band Receiving antenna for future ""Multimedia via satellite, direct to home"" systems",http://www.arttic.com/projects/multikara,MULTIKARA
2877,Smart Antenna Technology in Universal bRoadband wireless Networks,http://www.ist-saturn.org,SATURN
2878,Micromechanical widely tunable VCSEL for WDM telecommunication systems,http://www.ist-optimist.org/,TUNVIC
2879,The European Schools Treasury Browser,http://etb.eun.org,ETB
2880,European Spatio-TEmporal Data Infrastructure for high-performance computing,http://www.estedi.org,ESTEDI
2882,Socio-economics Trends Assessment for the Digital Evolution,http://www.databank.it/star,STAR
2887,NEgotiating through SPOken Language in E-commerce,http://nespole.itc.it,NESPOLE!
2889,Broadcast Restoration of Archives through Video Analysis,http://brava.ina.fr/,BRAVA
2891,Advanced Infrastructure for Pan-European Collaborative Engineering,http://www.ecolleg.org,E-COLLEG
2892,Contemporary Culture Virtual Archive in XML,http://www.covax.org/,COVAX
2894,Optoelectronic Eye-up floating DIsplay BUS,http://www.crf.it/uk/AR_CRF_2001/Documenti/G/g-img-5.pdf,OEDIBUS
2896,PortalS Of Next Generation,http://www.octaga.com/SoNG-Web/,SONG
2898,myTV: personalised services for digital television,http://www.extra.research.philips.com/euprojects/mytv/,MYTV
2899,New Techniques for Supporting Testability in Co-design Environments,http://www.ida.liu.se/~eslab/cotest.html,COTEST
2909,Advanced decision support system for chemical/petrochemical manufacturing processes,http://www.chem-dss.org/,CHEM
2966,Terahertz Frequency Imaging Systems for Biomedical & other Applications,http://teravision.org,TERAVISION
3004,"Thematic network on sustainable policies for promoting ""water conservation technologies and practices""",http://www.lu.se/IIIEE/jeep/home.htm,
3015,Strategies for temporary uses - potential for development of urban residual areas in european metropolises (URBAN CATALYSTS),http://www.templace.com,URBAN CATALYSTS
3026,Bgv-banc de couchage ? grande vitesse,http://www.ctp.inpg.fr,BGV
3027,Bergen computational physics laboratory,http://www.fi.uib.no/~bcpl/,BERGEN COMP.PHYSICS
3028,The svedberg laboratory,http://www.tsl.uu.se/,LIFE/TSL
3029,Laser matter interaction : non linear processes and high resolution spectroscopy in the time and frequency domain.,http://www.lens.unifi.it/,LIMANS IIILENS
