title,projectUrl,acronym,return_code,redirect_url
AFFORDABLE UNCOOLED TECHNOLOGY WITH HERMETIC ENCAPSULATION FOR THERMAL IMAGING CAMERA,http://www.authentic.eu.com/,AUTHENTIC,200,
Web-linking Heterogeneous Applications For Large-scale Engineering And Services,http://whales.gformula.com,WHALES,[Errno -2] Name or service not known,
Practical Tools and Methods for Corporate Knowledge Management - Sharing and Capitalising Engineering Know-How in the Concurrent Enterprise,http://www.corma.net,CORMA,301,http://www.buydomains.com/lander/corma.net?domain=corma.net&utm_source=corma.net&utm_medium=click&utm_campaign=TDFS-OO-BDLander&traffic_id=TDFS-OO-BDLander&traffic_type=tdfs
Microprobe multi-sensor for graft viability monitoring during organ preservation and transplantation,http://www.cnm.es/~mtrans/,MICROTRANS,404,
STate of the ARt Financial Services for the inHabitants of isolated areas,http://starfish.ccslab.aueb.gr,STARFISH,[Errno 111] Connection refused,
Quantum information with continuous variables,http://kerr.physik.uni-erlangen.de/quicov/,QUICOV,[Errno -5] No address associated with hostname,
An integrated microbiosensor system for patient monitoring by measurement of extremely low analyte concentrations present in the blood,http://www.imec.be/PAMELA,PAMELA,404,
Tools for content-driven knowledge management through evolving ontologies,http://www.ontoknowledge.org,ON-TO-KNOWLEDGE,403,
Enabling Technologies for Quantum Information Systems,http://www.phy.hw.ac.uk/resrev/EQUIS/index.html,EQUIS,404,
Atomics Chips for Quantum Information Research,http://www.acquire.uni-hd.de,ACQUIRE,301,http://atomchip.org/
A Logical Framework for Ethical Behaviour between Infohabitants in the Information Trading Economy of the Universal Information Ecosystem,http://www.iis.ee.ic.ac.uk/alfebiite,ALFEBIITE,404,
Information Cities,http://www.sics.se/~mahmoud/ICities/ICities.html,ICITIES,404,
Photonic Crystal Integrated Circuits,http://www.ist-optimist.org/,PCIC,301,http://noplace.com/
Distributed Resource Evolutionary Algorithm Machine,http://www.dcs.napier.ac.uk/~benp/dream/dream.htm,DREAM,301,http://www.soc.napier.ac.uk/~benp/dream/dream.htm
PAssive LOng distance Multiple Access high Radio frequency identification system,http://eu.atmel.com/atmel/randd/prod_palomar.htm,PALOMAR,[Errno -2] Name or service not known,
Microsystem awareness and dissemination (and business development),http://www.europractice.com,AWARDIS,200,
A decision-making tool for long-term efficient investment strategies in housing maintenance and refurbishment,http://international.cstb.fr/frame.asp?URL=research/european.asp,INVESTIMMO,timed out,
Diamond wire cutting system - sub bottom cutter (SBC),http://www.subbottomcutter.com,SBC,[Errno -2] Name or service not known,
Development of a genomic dna bank of iga nephropathy (igan) patients and family members. new trends in genetics for the early diagnosis of familial igan,http://www.igan.net,IGAN-CONSORTIUM,200,
"A systematic approach towards the understanding, diagnosis and treatment of cdgs, a novel group of inborn metabolic disorders caused by defects of glycosylation",http://www.euroglycan.org,EUROGLYCAN,[Errno -2] Name or service not known,
Brain plasticity and sensory substitution in human blindness,http://www.cnam.fr/handicap/,SENSUB,404,
Development standardisation and harmonisation of novel multiplex nucleic acid tests for the detection of economically important viruses of farm animals,http://www.multiplex-eu.org,MULTIPLEX PCR,[Errno -2] Name or service not known,
"A new technology for fluorescent ""cell chip"" immunotoxicity testing",http://www.immunotox.pl,IMMUNOTOX CELL CHIP,[Errno -2] Name or service not known,
The challenges of modernity for reindeer management : integration and sustainable development in europe' s subarctic and boreal regions (RENMAN),http://www.urova.fi/home/renman/,RENMAN,[Errno -2] Name or service not known,
Water catchment areas: tools for management and control of hazardous compounds (WATCH),http://www.watch-eu.org,WATCH,[Errno -2] Name or service not known,
European valuation and assessment tools supporting wetland ecosystem legislation (EVALUWET),http://www1.rhbnc.ac.uk/rhier/evaluweb/index.shtml,EVALUWET,404,
Human effects on nutrient cycling in fluvial ecosystems: development of an expert system to assess stream water quality management at reach scale (STREAMES),http://www.streames.org/,STREAMES,403,
Textile extended enterprise resource management system (TEXTERM),http://www.itv-denkendorf.de/texterm,TEXTERM,Server Error,
Machine intelligence research and application centre for learning excellence,http://cyber.felk.cvut.cz/MIRACLE/html/index.html,,404,
"Excellence centre of advanced material research and technology at the institute of solid state physics, university of latvia",http://www.cfi.lu.lv,,200,
Mathematics in information society,http://www.renyi.hu,,200,
Center for advanced manufacturing technologies,http://www.camt.pl,,200,
"Bulgarian information society center of excellence for education, science and technology in 21 century",http://saturn.acad.bg/,,[Errno -2] Name or service not known,
Centre of excellence,http://www.pan.olsztyn.pl/cenexfood/,,200,
"Function and dysfunction of blood vessels: transcytosis in normal/pathological states, alterations in atherosclerosis and diabetes; their therapeutic control",http://simionescu.instcellbiopath.ro/,,[Errno -2] Name or service not known,
European integration of the romanian mathematical research activity,http://pompeiu.imar.ro/~eurrommat/Programme.php3,,200,
Inter-disciplinary research and applications based on nuclear and atomic physics,http://www.nipne.ro/Cenex/cex_eur/Poenaru/Poenaru.htm,,404,
"Centre of excellence: institute of experimental medicine, prague",http://uemweb.biomed.cas.cz/Index.htm,,404,
"Support for transport approximation, zilina, slovakia",http://www.utc.sk/cetra,,301,http://www.utc.sk/cetra/
Centre for sustainable development and management of the black sea region,http://www.io-bas.bg/cesum-bs/,,200,
Agricultural research institute of cyprus : centre of excellence in agriculture and environment,http://www.ari.gov.cy/aricy.htm,,404,
Network of Excellence in distributed and dependable computing systems,http://www.newcastle.research.ec.org/cabernet,CABERNET,302,http://boise.namedisplay.com/wp-signup.php?new=www.newcastle.research.ec.org
Mobi-Dev: mobile devices for healthcare applications,http://www.mobi-dev.arakne.it,MOBI-DEV,timed out,
Multiple Intimate Media Environments,http://www.mimeproject.org/,MIME,200,
Health Interactive Satellite Channel,http://www.healthsat.org,HEALTHSAT,[Errno -2] Name or service not known,
Regional Secure Healthcare Networks,http://www.biomed.ntua.gr/reshen,RESHEN,404,
SOurce Drain Architecture for Advanced MOS technology,http://www.iemn.univ-lille1.fr/sites_perso/baie/index.html,SODAMOS,[Errno -2] Name or service not known,
GaAs-based emitters for fibre-optical data and telecommunication,http://www.ist-optimist.org/,GIFT,301,http://noplace.com/
"Evolution Scenarios for emerging Mobile Commerce services: New Policy, Market Dynamics, Methods of Work and Business Models",http://www.mobiforum.org/cgi-bin/mobi/mobi.cgi,MOBICOM,200,
Leveraging Knowledge in the Software Industry,http://www.kmlever.com and http://www.kmlever.org,LEVER,[Errno -2] Name or service not known,
Young People creating Active Service On Context-aware Terminals,http://www.ist-youngster.org/,YOUNGSTER,[Errno -2] Name or service not known,
NANOELECTRONIC DEVICES AND FAULT-TOLERANT ARCHITECTURES,http://www.imel.demokritos.gr/projects/fracture/fracture.htm,FRACTURE,200,
"System for the development, management and support of strategic alliances",http://www.smart-europe.org/,SMART,200,
Distributed Work support through component based SPAtial Computing Environments,http://www.daimi.au.dk/workspace/index.htm,WORKSPACE,200,
CORTEX: COoperating Real-time senTient objects: architecture and EXperimental evaluation,http://cortex.di.fc.ul.pt/,CORTEX,200,
QUANTUM IMAGES,http://quantim.dipscfm.uninsubria.it,QUANTIM,timed out,
Patterns To Adopt Knowledge Based Solutions To Software Management Problems,http://www.esi.es/Patterns,PATTERNS,timed out,
Business Integrator Dynamic Support Agents for Virtual Enterprise,http://www.ceconsulting.it/ve/bidsaver.html,BIDSAVER,403,
REAL-time SIMulation for Design of Multi-physics Systems,http://www.ida.liu.se/~pelab/projects/?REALSIM,REALSIM,301,http://www.ida.liu.se/labs/pelab/projects/?REALSIM
Tools for Process Improvements Based on Corporate Knowledge Management,http://www.atb-bremen.de/projects/pick/index.html,PICK,301,https://www.atb-bremen.de:443/projects/pick/index.html
European Knowledge Management Forum,http://www.knowledgeboard.com,KM FORUM,200,
Platform for Interactive Networked Games,http://www.pingproject.org/,PING,200,
Supporting Affective Interactions for Real-time Applications,http://gaiva.inesc.pt/safira,SAFIRA,[Errno -2] Name or service not known,
Exploiting non-Standard CSP for Leveraging Applications INtelligence,http://www.oslo.sintef.no/am/opti/projects/ecsplain/,ECSPLAIN,[Errno -2] Name or service not known,
Leveraging Operational Resource Expertise,http://lore.cezannesw.com,LORE,404,
Ultrafast all-optical signal processing in engineered quadratic nonlinear waveguides,http://www.photonik.uni-jena.de/rosa_projekt/index.htm,ROSA,[Errno 111] Connection refused,
"Innovative High-performance Motion Simulation System For Entertainment, Research And Training Applications",http://www.cps.unizar.es/~laimuz/simusys/,SIMUSYS,200,
Single electron source generating individual photons for secure optical communications,http://ntserv.fys.ku.dk/sawphoton1/Default.htm,SAWPHOTON,timed out,
Personal intelligent health mobile systems for Telecare and Tele-consultation,HTTP://www.healthmate-project.org,HEALTHMATE,[Errno -2] Name or service not known,
Information Processing by Natural Neural Networks,http://www.physik.uni-kl.de/blau/inpro.html,INPRO,404,
"Developing common standards for the integration of 3d body measurement, advanced cad, and personalised avatars in the European fashion industry",http://www.atc.gr/eT-Cluster/,E-T CLUSTER,404,
Advanced care and alert portable telemedical MONitor,http://www.md-center.net/AMON,AMON,[Errno -2] Name or service not known,
Advanced Information Technology Virtual Early Prototyping Open Platform,http://ait-vepop.oulu.fi,AIT VEPOP,[Errno -2] Name or service not known,
MObile Teamwork Infrastructure for Organisations Network,http://www.motion.softeco.it,MOTION,302,http://srvweb02.softeco.it/redmine/login?back_url=http%3A%2F%2Fsrvweb02.softeco.it%2Fredmine%2F
Integration of Public Information Systems and Statistical Services,http://www.instore.gr/ipis/,IPIS,404,
Grocery Store Commerce Electronic Resource,http://www.disappearing-computer.net/projects/GROCER.html,GROCER,403,
Avatar based Conferencing in Virtual Worlds for Business Purposes,http://www.3xodus.com/avatar_conference/,AVATAR-CONFERENCE,[Errno -2] Name or service not known,
Usability Support Network,http://www.hostserver150.com/usabilit/home.htm,USABILITYNET,404,
Training of IST Innovators to promote and support the exploitation of RTD results by starting new IST business,http://www.train-it.org/,IST-BUSINESS TRAIN-I,404,
Extrovert Gadgets,http://www.extrovert-gadgets.net,E-GADGETS,200,
FIBER COMPUTING,http://www.fibercomputing.net/public/index.php3,FICOM,[Errno -2] Name or service not known,
New Methods of Working for Information Society Technologies Programme Promotion to Commonwealth of Independent Stated,http://www.ednes.org/wistcis/,WISTCIS,200,
Video Browsing Exploration and Structuring,http://www.kth.se/forskning/pocket/project.asp?id=12362,VIBES,404,
Continuous Constraints: Updating the Technology,http://www.mat.univie.ac.at/~neum/glopt/coconut/index.html,COCONUT,200,
Achieving Sustainability by using Substitutive Information Society Technologies,http://www.ecoplan.org/assist,ASSIST,301,http://ecoplan.org/assist/
the Sounding Object,http://www.soundobject.org/,SOB,200,
"InterLiving - Designing Interactive, Intergenerational Interfaces for Living Together",http://interliving.kth.se/,INTERLIVING,200,
Paper++,http://www.paperplusplus.net/,PAPER++,200,
Intelligent Services and Tools for Concurrent Engineering,http://www.istforce.com,ISTFORCE,[Errno -2] Name or service not known,
Knowledge Based Virtual Facilitator in Team Working,http://www.angelo-project.net,ANGELO,[Errno -2] Name or service not known,
Development of harmonised tests to be used in the european approval scheme concerning construction products in contact with drinking water (CPDW),http://rea.ei.jrc.it/cpdweas/,CPDW,[Errno -5] No address associated with hostname,
Evaluation of the effect of the ippc application on the sustainable waste management in textil industries (TOWEFO),http://server1.pisa.enea.it/towefo/,TOWEFO,timed out,
An Integrated Art Analysis and Navigation Environment,http://www.ecs.soton.ac.uk/~km/projs/artiste/,ARTISTE,302,http://users.ecs.soton.ac.uk/km/projs/artiste/
European Chronicles on-Line,http://pc-erato2.iei.pi.cnr.it/echo/,ECHO,[Errno -2] Name or service not known,
Characterization of urban air quality indoor/outdoor particulate matter chemical characteristics and souce-to-inhaled dose relationships (URBAN-AEROSOL),http://www.nilu.no/projects/urban-aerosol/,URBAN-AEROSOL,404,
Development of a methodological tool to enhance the precision & comparability of solid waste analysis data (S.W.A. - TOOL),http://swa-tool.net,S.W.A. - TOOL,403,
"Ecological city transport system. demonstration, evaluation and research project of hydrogen fuel cell bus transportation system of the future (ECTOS)",http://www.ectos.is/,ECTOS,200,
Benefits of urban green space (BUGS),http://www.vito.be/bugs/,BUGS,404,
Arctic technology laboratories,http://www.arcteclab.de,ARCTECLAB,200,
European vlbi network via the joint institute for vlbi in europe,http://www.jive.nl/jive/evn,EVN-ACCESS,302,http://www.evlbi.org/
Weizmann institute of science braun centre for submicron research,http://www.weizmann.ac.il/physics/smc,WISSMC,404,
Institut de recherches subatomiques de strasbourg (IRES),http://wwwires.in2p3.fr/,IRES,[Errno -2] Name or service not known,
Virtual Renaissance Court,http://www.cultivate-int.org/issue3/renaissance/,RENAISSANCE,403,
News Agencies Multilingual Information Categorisation,http://namic.itaca.it,NAMIC,403,
Interactive Museum Tele-presence Through Robotic Avatars,http://www.ics.forth.gr/tourbot,TOURBOT,301,http://www.ics.forth.gr/tourbot/
SEMICONDUCTOR FREE NANOSCALE NON-VOLATILE ELECTRONICS AND MEMORIES BASED ON MAGNETIC TUNNEL JUNCTIONS,http://www.nanomem.u-nancy.fr,NANOMEM,[Errno -2] Name or service not known,
Nanotechnology Computer Aided Design,http://nanotcad.iet.unipi.it/,NANOTCAD,[Errno 111] Connection refused,
Production and Presentation Environment using Agents for building Information Channels,http://www.peach-eu.org,PEACH,[Errno -2] Name or service not known,
Solid State Sources for Single Photons,http://www.iota.u-psud.fr/~S4P/,S4P,404,
Personalised Services for Integrated Internet Information,http://www.psi3project.org/,PSI3,[Errno -2] Name or service not known,
"Dissemination of InFormal and Formal Useful Specifications and Experiences to research, technology development & demonstration communities",http://www.diffuse.org,DIFFUSE,301,http://www.switzerlandhotel24.com/en/diffuse.html
Intelligent Personalised Catalogues to innovate and boost Business to Business E-Commerce (applied within the domain of electrical equipment components),HTTP://www.b2b-ecom.org/,B2B-ECOM,200,
Multilingual Personalised Information Objects,http://www.ltg.ed.ac.uk/mpiro,M-PIRO,404,
Access to Scientific Space Heritage,http://www.virtualcontrolroom.org/,ASH,301,http://virtualcontrolroom.org/
Mass Market E-commerce Services Using Multi-language Natural Spoken Dialogues,http://www.sportlight.ccir.ed.ac.uk,SPOTLIGHT,[Errno -2] Name or service not known,
An Open Personalised Electronic Information Commerce System,http://www.opelix.org,OPELIX,200,
Forest fire fighting method with explosive hoses filled with an extinguishing agent (FIMEX),http://www.wagner.de,FIMEX,200,
Integrated evaluation for sustainable river basin governance (ADVISOR),http://gasa3.dcea.fct.unl.pt/ecoman/advisor/,ADVISOR,timed out,
Bottom-Up Nanomachines,http://www.bun.ucl.ac.uk/,BUN,[Errno -2] Name or service not known,
Design and Construction of Elements of a Hybrid Molecular Electronic Retina-Cortex Structure,http://ipga.phys.ucl.ac.uk/research/cortex/,CORTEX,[Errno -2] Name or service not known,
Entanglement in Quantum Information Processing and Communication,http://www.equip.qipc.org/,EQUIP,[Errno -2] Name or service not known,
Platform And Software for Terminals: Operationally Re-configurAbLe,http://www.ist-pastoral.org,PASTORAL,[Errno -2] Name or service not known,
"Multibeam Ka-Band Receiving antenna for future ""Multimedia via satellite, direct to home"" systems",http://www.arttic.com/projects/multikara,MULTIKARA,404,
Smart Antenna Technology in Universal bRoadband wireless Networks,http://www.ist-saturn.org,SATURN,200,
Micromechanical widely tunable VCSEL for WDM telecommunication systems,http://www.ist-optimist.org/,TUNVIC,301,http://noplace.com/
The European Schools Treasury Browser,http://etb.eun.org,ETB,200,
European Spatio-TEmporal Data Infrastructure for high-performance computing,http://www.estedi.org,ESTEDI,500,
Socio-economics Trends Assessment for the Digital Evolution,http://www.databank.it/star,STAR,404,
NEgotiating through SPOken Language in E-commerce,http://nespole.itc.it,NESPOLE!,301,http://www.fbk.eu/
Broadcast Restoration of Archives through Video Analysis,http://brava.ina.fr/,BRAVA,200,
Advanced Infrastructure for Pan-European Collaborative Engineering,http://www.ecolleg.org,E-COLLEG,200,
Contemporary Culture Virtual Archive in XML,http://www.covax.org/,COVAX,200,
Optoelectronic Eye-up floating DIsplay BUS,http://www.crf.it/uk/AR_CRF_2001/Documenti/G/g-img-5.pdf,OEDIBUS,404,
PortalS Of Next Generation,http://www.octaga.com/SoNG-Web/,SONG,200,
myTV: personalised services for digital television,http://www.extra.research.philips.com/euprojects/mytv/,MYTV,404,
New Techniques for Supporting Testability in Co-design Environments,http://www.ida.liu.se/~eslab/cotest.html,COTEST,404,
Advanced decision support system for chemical/petrochemical manufacturing processes,http://www.chem-dss.org/,CHEM,timed out,
Terahertz Frequency Imaging Systems for Biomedical & other Applications,http://teravision.org,TERAVISION,[Errno -2] Name or service not known,
"Thematic network on sustainable policies for promoting ""water conservation technologies and practices""",http://www.lu.se/IIIEE/jeep/home.htm,,404,
Strategies for temporary uses - potential for development of urban residual areas in european metropolises (URBAN CATALYSTS),http://www.templace.com,URBAN CATALYSTS,200,
Bgv-banc de couchage ? grande vitesse,http://www.ctp.inpg.fr,BGV,200,
Bergen computational physics laboratory,http://www.fi.uib.no/~bcpl/,BERGEN COMP.PHYSICS,404,
The svedberg laboratory,http://www.tsl.uu.se/,LIFE/TSL,200,
Laser matter interaction : non linear processes and high resolution spectroscopy in the time and frequency domain.,http://www.lens.unifi.it/,LIMANS IIILENS,200,
Charge breeding -charge breeding of intense radioactive beams,http://www.ha.physik.uni-muenchen.de/okester/eunet,CHARGE BREEDING,404,
"Re-inforced extrusion of pvc-replacement, delayed-kinking, non-collapsing tubing (NK-TUBE)",http://www.pera.com/rndprojects,NK-TUBE,302,http://perabusinesspark.co.uk/
Centre for application of ion beams in materials research,http://www.fz-rossendorf.de/LSF,AIM,[Errno -2] Name or service not known,
Prague asterix laser system joint research centre,http://www.pals.cas.cz,PALS,200,
Colour Research for Outdoor Matrix liquid crystal display Applied To Electronic Advertising and Message boards,http://www.cromateam.org/,CROMATEAM,[Errno -2] Name or service not known,
CROwd Simulation System for Emergency Situations,http://ligwww.epfl.ch/~thalmann/crosses.html,CROSSES,[Errno -2] Name or service not known,
Virtual Image-processing System for Intelligent Reconstruction of 3D Environments,http://www.eptron.es/projects/visire/,VISIRE,301,http://www.eptron.es/
Digital Film Manipulation System,http://diamant.joanneum.at,DIAMANT,200,
The European Information Society Technologies Prize 2000 and 2001,http://www.it-prize.org,EISTP,200,
Unlocking topicality in text - foreground and background information in written language,http://www.sics.se/humle/projects/llaves/,LLAVES,404,
Silicon/Glass Microstructures for innovative Gas Sensing Systems,http://www.cnm.es/imb/glassgas/index.htm,GLASSGAS,404,
An Intelligent Brokering Service for Knowledge-Component Reuse on the World Wide Web,http://www.swi.psy.uva.nl/projects/ibrow/home.html,IBROW,[Errno -2] Name or service not known,
Self-assembly of functional nanoscale elements for intramolecular electronics,http://www.sp.phy.cam.ac.uk/SPWeb/research/saneme/,SANEME,404,
Photonic Crystals Based on Opal Structures,http://www2.uni-wuppertal.de/einrichtungen/mat/nanos/phobos/,PHOBOS,403,
DYNAMIC IMAGE COMPUTING USING TERA-SPEED ANALOGIC VISUAL MICROPROCESSORS,http://www.imse.cnm.es/Proyectos/dictam/,DICTAM,404,
Hundred nm CMOS technology,http://www.imec.be/hunt,HUNT,404,
Downloadable Mobile Value-Added-Services through Software Radio and Switching Integrated Platforms,http://mobivas.cnl.di.uoa.gr,MOBIVAS,[Errno -2] Name or service not known,
Optimisation Service Provider,http://www.osp-craft.com,OSP,200,
Super Laser Array Memory,http://www.optica.tn.tudelft.nl/slam/slam.htm,SLAM,[Errno -2] Name or service not known,
Applying Java to Automotive Control Systems,http://www.ajacs.org/,AJACS,200,
GaInNAs-based Semiconductor Heterostructures for 1.5 ?m Opto-electronics,http://www.crhea.cnrs.fr/gina/,GINA 1.5,404,
DISTRIBUTED SYSTEM ENGINEERING,http://cec.to.alespazio.it/DSE/,DSE,[Errno 111] Connection refused,
Advanced Process Control for 300mm plasma production process,http://www.sea.rl.ac.uk/NewSEA/newpubs/APC300/APC300_synopsis.pdf,APC300,timed out,
Modelling Expressions and Shapes of Human heads,http://www.meshproject.com,MESH,302,http://www.hugedomains.com/domain_profile.cfm?d=meshproject&e=com
"Specification, Interaction and Reconfiguration in Dialogue Understanding Systems",http://www.ling.gu.se/projekt/siridus,SIRIDUS,302,http://www.ling.gu.se/projekt/siridus/
Tools for Innovative Publishing in Science,http://tips.sissa.it,TIPS,[Errno -2] Name or service not known,
Alert system for selective dissemination of multimedia information,http://alert.uni-duisburg.de,ALERT,[Errno -2] Name or service not known,
Speech Driven Multi-modal Automatic Directory Assistance,http://smada.rd.francetelecom.com/,SMADA,[Errno -2] Name or service not known,
Speech Driven Interfaces for Consumer Applications,http://www.speecon.com,SPEECON,Server Error,
All-optical Terabit per second LAmbda Shifted transmission,http://www.fub.it/atlas,ATLAS,404,
Photonic Integrated Circuits using Crystal Optics,http://www.intec.rug.ac.be/picco,PICCO,timed out,
SIMBIO - A Generic Environment for Bio-numerical Simulation,http://www.ccrl-nece.de/simbio/,SIMBIO,404,
Oxidation and EPItaxy pre CLEan treatments,http://www.sea.rl.ac.uk/NewSEA/newpubs/Oxepicl/Oxepicl_synopsis.pdf,OXEPICLE,timed out,
Technological and Operational Support for Car shAring,http://www.atc.bo.it/progetti/caratc/index.htm,TOSCA,404,
"The TPEG Project - achieving technical consensus and supporting standardisation of TPEG applications, targeted at rapid implementation of enhanced multi-modal information services and navigation systems for European travellers",http://www.tpeg.org,TPEG,403,
"SysTem Using Augmented Reality for Maintenance, Assembly, Training and Education",http://starmate.iff-upl.fhg.de/,STAR MATE,[Errno -2] Name or service not known,
Avion de recherche atmosph?rique et de t?l?d?tection fokker,http://www.dlr.de/FB/CAATER.html or http://www.icare.dt.insu.cnrs.fr:9000/,CAATER - ARAT FOKKER,400,
Max-born-institute for nonlinear optics and short pulse spectroscopy (MBI),http://www.mbi-berlin.de/,MBI,200,
Wageningen nmr centre,http://www.wnmrc.com/,WNMRC,403,
Facility for aerothermodynamic and propulsion studies,http://www.cnrs-orleans.fr/~webepee,FAPS,404,
Laboratori nazionali di frascati dell'infn,http://www.lnf.infn.it/cee/,LNF2000,200,
Optically Beam-formed Antennas For Adaptive Broadband Fixed And Mobile Wireless Access Networks,http://ist-obanet.upv.es,OBANET,[Errno -2] Name or service not known,
Security for Heterogeneous Access in Mobile Applications and Networks,http://www.ist-shaman.org,SHAMAN,200,
Wireless supporting agricultural and forestry information systems,http://www.lesprojekt.cz,WIRELESSINFO,200,
Plant automation based on distributed systems,http://www.pabadis.org/htdocs/home.html,PABADIS,302,http://ww2.pabadis.org/
Liquefaction around marine structures (LIMAS),http://vb.mek.dtu.dk/research/limas/limas.html,LIMAS,[Errno -2] Name or service not known,
Nutrients cycling and the trophic status of coastal ecosystems (EUROTROPH),http://www.ulg.ac.be/oceanbio/eurotroph/,EUROTROPH,302,http://labos.ulg.ac.be/oceanologie/
Biotechnologies form the deep (BIODEEP),http://www.geo.unimib.it/BioDeep/BD.htm,BIODEEP,200,
Personalised Tourist Services Using Geographic Information Systems via Internet,http://www.tourserv.com,TOURSERV,302,http://www.hugedomains.com/domain_profile.cfm?d=tourserv&e=com
Quantum Algorithms and Information Processing,http://www.cwi.nl/projects/QAIP/,QAIP,301,http://projects.cwi.nl/QAIP/
Algorithms and Complexity - Future Technologies,http://www.brics.dk/ALCOM-FT/,ALCOM-FT,404,
Superconducting Qubits : Quantum Computing with Josephson Junctions,http://fy.chalmers.se/~wendin/SQUBIT/,SQUBIT,200,
Process based integrated management of constructed and riverine wetlands for optimal control of wastewater at catchment scale (PRIMROSE),http://primrose.jordforsk.no,PRIMROSE,timed out,
"Evaluation of alternative techniques for determination of water budjet components in water-limited, heterogeneous land-use systems (WATERUSE)",http://www.isa.utl.pt/wateruse/,WATERUSE,200,
Management of the environment and resources using integrated techniques (MERIT),http://www.merit-eu.net/,MERIT,[Errno -2] Name or service not known,
Signal MAnagement in Real Time for urban traffic NETworkS,http://www.smart-nets.napier.ac.uk,SMART NETS,[Errno -2] Name or service not known,
Applications of approximate algebraic geometry in industrial computer aided geometry,http://www.math.sintef.no/gaia/,GAIA,timed out,
Quantum Information Processing and Communications Network of Excellence,http://www.quiprocone.org,QUIPROCONE,200,
Promote Chauffeur II,http://www.chauffeur2.net/,CHAUFFEUR II,[Errno -2] Name or service not known,
Quantum computation: novel algorithms and their many-body implementations,http://www.isi.it/research/2000/proposal-qacta.htm,Q-ACTA,404,
ParcelCall - An Open Architecture for Intelligent Tracing Solutions in Transport and Logistics,http://www.parcelcall.com,PARCELCALL,200,
Intelligent Transport Services over Wireless Application Protocol,http://www.ertico.com/activiti/projects/itswap/home.htm,ITSWAP,403,
"Integrated software for health, transport efficiency and artistic heritage recovery (ISHTAR)",http://www.ishtar-fp5-eu.com/,ISHTAR,200,
Biomechanical approach to the design of footwear for the elderly,http://www.ibv.org/fit4feet,ELDERLY,404,
Advanced Display for Car Information Systems,http://www.pixtech.com,ADCIS,[Errno -2] Name or service not known,
New media consumption in Extended interactive TeleVision environment,http://www.extra.research.philips.com/euprojects/nextv,NEXTV,404,
Biomolecule driven assembly of nanoparticle based electronic devices,http://www.boku.ac.at/zuf/bioand.htm,BIOAND,404,
Transport Intermodality Data sharing and Exchange NeTworks,http://www.ertico.com/links/trident.htm,TRIDENT,403,
Pre-crash Application All Around The Vehicle,http://www.chameleon-eu.org,CHAMELEON,[Errno -2] Name or service not known,
Annotated Digital Video for Surveillance and Optimised Retrieval,http://www-sop.inria.fr/orion/ADVISOR,ADVISOR,301,http://www-sop.inria.fr/orion/ADVISOR/
Fitness-for-Purpose of Person-Person Communication Technologies,http://www.informatics.sintef.no/projects/eye2eye,EYE-2-EYE,timed out,
Interconnected Embedded Technology for Smart Artefacts with Collective Awareness,http://www.smart-its.org/,SMART-ITS,200,
SHAPE - Situating Hybrid Assemblies in Public Environments,http://www.shape-dc.org/,SHAPE,[Errno -2] Name or service not known,
Ubiquitous Personalised Interactive Multimedia TV Systems and Services,http://www.uni-paderborn.de/pc2/projects/up-tv/,UP-TV,404,
Using Intranet Technologies To Support Continuous Improvement In SME's,http://www.i2s.gr/cintranet/cintranet.html,CINTRANET,404,
CARDME-4,http://www.cardme.org,CARDME-4,200,
Uncertain Knowledge Maintenance and Revision in Geographic Information Systems,http://igm.univ-mlv.fr/~jeansoul/REVIGIS/,REVIGIS,200,
Automated Verification of Infinite State Systems,http://www.informatik.uni-freiburg.de/~softech/research/projects/aviss/,AVISS,404,
Effective Computational Geometry for Curves and Surfaces,http://www-sop.inria.fr/prisme/ECG/,ECG,200,
Advanced Validation Techniques for Telecommunication Protocols,http://www.liafa.jussieu.fr/~haberm/ADVANCE/main.html,ADVANCE,200,
Metropolitan Terabit Optical Ring,http://www.ist-optimist.org,METEOR,301,http://noplace.com/
Quantum Based Information Processing and Transfer Using Single Atoms and Photons,http://www.ph.ic.ac.uk/qubits/,QUBITS,301,http://www.imperial.ac.uk/natural-sciences/departments/physics/
SUSTAINABLE LIFECYCLES IN INFORMATION ECOSYSTEMS,http://www.cisa.inf.ed.ac.uk/SLIE/,SLIE,301,http://groups.inf.ed.ac.uk/SLIE/
NANORESONATORS WITH INTEGRATED CIRCUITRY FOR HIGH SENSITIVITY AND HIGH SPATIAL RESOLUTION MASS DETECTION,http://einstein.uab.es/_c_nanomass/,NANOMASS,404,
Blind Source Separation and Applications,http://www.lis.inpg.fr/pages_perso/bliss/,BLISS,[Errno -2] Name or service not known,
Evolution and Ecology of Interacting Infohabitants,http://www.ee.ic.ac.uk/research/neural/eeii.html,EE II,404,
Study for the construction of a Quantum Information Processing Device using Doped Fullerenes,http://planck.thphys.may.ie/QIPDDF,QIPD-DF,timed out,
Administering Connected Co-Operative Residential Domains,http://www.sics.se/accord/,ACCORD,404,
Advanced unified lateral DMOS transistor model for automotive circuit simulation,http://www.automacs.org,AUTOMACS,[Errno -2] Name or service not known,
EUROPRACTICE IC service: Access to CAD tools and access to IC technologies for prototyping and small volume manufacture,http://www.imec.be/europractice/,EUROPRACTICE IC,404,
