acronym,title,projectUrl,,,,,,,,,,,,,,,,,,,,,,
NULL,"Álcool e Droga no local de Trabalho: Atitudes, Representações Sociais e Estratégias",,,,,,,,,,,,,,,,,,,,,,,
NULL,Aplicações das Câmaras de Placas Resistivas temporizadoras,,,,,,,,,,,,,,,,,,,,,,,
NULL,A Procura de Indicios de Dimensoes Suplementares em Cosmologia,,,,,,,,,,,,,,,,,,,,,,,
NULL,Resistência à radiação de detectores de SiC microcristalino (M-SIC),,,,,,,,,,,,,,,,,,,,,,,
NULL,DOSIMETRIA POR TERMOLUMINESCÊNCIA EM CAMPOS MISTOS DE FOTÕES E NEUTRÕES,,,,,,,,,,,,,,,,,,,,,,,
NULL,Irradiação com neutrões rápidos de componentes electrónicos no Reactor Português de Investigação para o LHC/CERN,,,,,,,,,,,,,,,,,,,,,,,
NULL,Violação de CP,,,,,,,,,,,,,,,,,,,,,,,
NULL,"Programa para o Reforço e Alargamento do Sistema de Informação em Ciência, Tecnologia e Inovação (2002-2004)",,,,,,,,,,,,,,,,,,,,,,,
NULL,KnowledgeAndCulture.org,,,,,,,,,,,,,,,,,,,,,,,
NULL,Assimilação do sulfato e sintomas da carência de enxofre em videira (Vitis vinifera L.): abordagem funcional e molecular,,,,,,,,,,,,,,,,,,,,,,,
NULL,VARIA-LESSONS - Variabilidade na tolerância de populações naturais de cladóceros aos poluentes. Implicações na avaliação de risco ecológico.,,,,,,,,,,,,,,,,,,,,,,,
NULL,A Semântica Extensional Avaliada,,,,,,,,,,,,,,,,,,,,,,,
NULL,Mecanismos de Libertação Controlada de Fármacos de Microsferas,,,,,,,,,,,,,,,,,,,,,,,
NULL,"Abordagem genomica e proteomica para estudar a interação entre linfocitos T, astrocitos, microglia e células endoteliais durante a neuropatogenese de",,,,,,,,,,,,,,,,,,,,,,,
NULL,Agentes de Contraste Vectorizados para Imagem por Ressonância Magnética (IRM) e Cintigrafia Nuclear (ACV),,,,,,,,,,,,,,,,,,,,,,,
NULL,Improvement of fracture toughness tests,,,,,,,,,,,,,,,,,,,,,,,
NULL,Dicionário Crítico de Filosofia da Religião,,,,,,,,,,,,,,,,,,,,,,,
NULL,Turismo étnico: uma oportunidade para os imigrantes e um 'new deal' para as cidades?,,,,,,,,,,,,,,,,,,,,,,,
NULL,PPC-VM: Computação Paralela Portável baseada em Máquinas Virtuais,,,,,,,,,,,,,,,,,,,,,,,
NULL,Deterioração de vinhos brancos. Aspectos sensoriais. Desenvolvimento de métodos de controlo e de prevenção,,,,,,,,,,,,,,,,,,,,,,,
NULL,Biossensores electroquímicos com DNA - Caracterização da superfície por microscopia atómica (SPM),,,,,,,,,,,,,,,,,,,,,,,
NULL,PURe - Análise e Recuperação de Programas: Cálculo e Aplicações,,,,,,,,,,,,,,,,,,,,,,,
NULL,"Celulose: propriedades de superfície, interação com domínios de ligação e modificação enzimática",,,,,,,,,,,,,,,,,,,,,,,
NULL,Jornalismo e actos de democracia,,,,,,,,,,,,,,,,,,,,,,,
NULL,Biorecuperação de Solos Contaminados com Metais Pesados,,,,,,,,,,,,,,,,,,,,,,,
NULL,GENEDIS - Análise do impacto da pequena geração dispersa sob diferentes directivas de regulação,,,,,,,,,,,,,,,,,,,,,,,
NULL,Energética da Ligação Azoto-Oxigénio em Compostos Orgânicos: Estudo Experimental e Teórico,,,,,,,,,,,,,,,,,,,,,,,
NULL,Dinâmica e controlo de doenças transmissíveis em populações humanas,,,,,,,,,,,,,,,,,,,,,,,
NULL,Desenvolvimento de detectores de silício resistentes à radiação,,,,,,,,,,,,,,,,,,,,,,,
NULL,Sistemas de Informação e Aquisição de Dados para ATLAS,,,,,,,,,,,,,,,,,,,,,,,
NULL,Desenvolvimento de detectores de xénon líquido e árgon líquido para a detecção de WIMPs e para o projecto n-TOF no CERN,,,,,,,,,,,,,,,,,,,,,,,
NULL,Aceleradores de particulas de segunda geração II: Optimização e aplicação de canais plasma para aceleração de electrões.,,,,,,,,,,,,,,,,,,,,,,,
NULL,Evolução Galáctica através de um Censo Completo de Formação Estelar,,,,,,,,,,,,,,,,,,,,,,,
NULL,Construção e validação da Câmara de Infravermelhos CAMCAO para o Very Large Telescope do European Southern Observatory (ESO),,,,,,,,,,,,,,,,,,,,,,,
NULL,Acesso ao ferro por parte de patogénios intracelulares do macrófago,,,,,,,,,,,,,,,,,,,,,,,
NULL,"Aminoácidos em Solução Aquosa: Efeito de Sais, do pH e do Conteúdo de Álcool no Equilíbrio de Fases",,,,,,,,,,,,,,,,,,,,,,,
NULL,Comportamento Mecânico de Compósitos de Matriz Polimérica Reforçados com Fibras Naturais,,,,,,,,,,,,,,,,,,,,,,,
NULL,TRAFFIMPACT - Modelação do impacte ambiental do tráfego em corredores de acesso lineares para grandes regiões urbanas,,,,,,,,,,,,,,,,,,,,,,,
NULL,Combinação de dados filogeográficos autossómicos e do cromossoma Y para o estudo do fluxo génico mediado pelos machos no coelho Europeu,,,,,,,,,,,,,,,,,,,,,,,
NULL,Formação de complexos de Abeta: papel na agregação ou eliminação de Abeta.,,,,,,,,,,,,,,,,,,,,,,,
NULL,A Qualidade da Amizade e o Desenvolvimento Social em Crianças de Idade Pré-Escolar,,,,,,,,,,,,,,,,,,,,,,,
NULL,Territórios europeus numa perspectiva comparada,,,,,,,,,,,,,,,,,,,,,,,
NULL,Optimização do processo de descarga de reservatórios de água de instalações sanitárias,,,,,,,,,,,,,,,,,,,,,,,
NULL,Levantamento digital de património musical manuscrito (antes de 1600),,,,,,,,,,,,,,,,,,,,,,,
NULL,MICROTEST - Máquina miniatura de ensaios mecânico para monitorização in-situ da variação da morfologia durante a deformação de polímeros,,,,,,,,,,,,,,,,,,,,,,,
NULL,Fenómenos deTransporte em Células de Combustível com Alimentação Directa de Metanol: Modelização e Estudos Experimentais.,,,,,,,,,,,,,,,,,,,,,,,
NULL,GREASE - Raciocício Geográfico para Motores de Busca,,,,,,,,,,,,,,,,,,,,,,,
NULL,Contribuição para o estudo de factores modificadores da expressão clínica de doenças com sobrecarga de ferro: MHC classe I e número de linfocitos,,,,,,,,,,,,,,,,,,,,,,,
NULL,CAMBADA - Robôs Autónomos Cooperativos com Arquitectura Distribuida Avançada,,,,,,,,,,,,,,,,,,,,,,,
NULL,FC Portugal - Novas Metodologias de Coordenação Aplicadas na Liga de Simulação,,,,,,,,,,,,,,,,,,,,,,,
NULL,6MNet - Extensões SSM para redes IPv6 Multicast,,,,,,,,,,,,,,,,,,,,,,,
NULL,AdapChem: Aperfeiçoamento e aplicação do conceito de cinética química adaptativa ao cálculo CFD de chamas laminares,,,,,,,,,,,,,,,,,,,,,,,
NULL,Combustão e Transferência de Calor em Leitos Fluidizados Circulantes,,,,,,,,,,,,,,,,,,,,,,,
NULL,Controlo Robusto de Sistemas Híbridos,,,,,,,,,,,,,,,,,,,,,,,
NULL,Padrões de Reactividade Vistos pelo Modelo de Intersecção de Estados,,,,,,,,,,,,,,,,,,,,,,,
NULL,MUV - Navegação e Controlo Integrados de Múltiplos Veículos Submarinos,,,,,,,,,,,,,,,,,,,,,,,
NULL,"'Folding', Processamento e Função da Proteína CFTR Normal e Mutada: Implicações Estruturais",,,,,,,,,,,,,,,,,,,,,,,
NULL,Modulation of the immunogenic and antigenic properties of HIV envelope polypeptides by sialylation,,,,,,,,,,,,,,,,,,,,,,,
NULL,Epidemiologia e Evolução de Doencas Transmissíveis: Gripe A e Malária,,,,,,,,,,,,,,,,,,,,,,,
NULL,Regulação do 'splicing' alternativo da pequena GTPase Rac1,,,,,,,,,,,,,,,,,,,,,,,
NULL,"Mecanismo de acção do ""Hepatocyte Growth Factor"" libertado por hepatocitos atravessados por esporozoitos durante uma infecção de malaria",,,,,,,,,,,,,,,,,,,,,,,
NULL,SURFLAS - Modelização e Tratamento de Superfícies Cerâmicas por Laser,,,,,,,,,,,,,,,,,,,,,,,
NULL,Biofilmes em Lentes de Contacto: Formação e Controlo,,,,,,,,,,,,,,,,,,,,,,,
NULL,"Novas tecnologias e magistrados: interacções, mediações e ambivalências",,,,,,,,,,,,,,,,,,,,,,,
NULL,Farmacogenética da terapêutica com risperidona nos disturbios do espectro do autismo,,,,,,,,,,,,,,,,,,,,,,,
NULL,Neuroprotecção por antagonistas de receptores A2A para a adenosina: de in vitro a in vivo,,,,,,,,,,,,,,,,,,,,,,,
NULL,Reutilização catalítica de biossorventes suportados em zeólitos,,,,,,,,,,,,,,,,,,,,,,,
NULL,"Listeria monocytogenes em queijo: incidência, fontes de contaminação, controlo e riscos para a saúde pública",,,,,,,,,,,,,,,,,,,,,,,
NULL,Kant - (1804-2004): Posteridade e Actualidade,,,,,,,,,,,,,,,,,,,,,,,
NULL,O Processo de Transição em Timor Leste: 1998-2005,,,,,,,,,,,,,,,,,,,,,,,
NULL,Jovens descendentes de migrantes africanos em Portugal: transição para a integração ou para a exclusão social?,,,,,,,,,,,,,,,,,,,,,,,
NULL,Vias de sinalização envolvidas na protecção da morte celular induzida pelo péptido beta-amilóide: Papel do ácido tauro-ursodesoxicólico,,,,,,,,,,,,,,,,,,,,,,,
NULL,"Estrutura, Tropismos e Dinâmica Molecular da Matriz Lipídica do Stratum Corneum. Um Estudo em Sistemas Modelo.",,,,,,,,,,,,,,,,,,,,,,,
NULL,Síntese de Catalisadores Suportados para Reacções de Polimerização de Olefinas. Estudos Cinéticos e de Modelação,,,,,,,,,,,,,,,,,,,,,,,
NULL,COLABORAÇÃO NA EXPERIÊNCIA NA50 DO CERN,,,,,,,,,,,,,,,,,,,,,,,
NULL,Resistência à radiação de detectores de SiC microcristalino (M-SIC),,,,,,,,,,,,,,,,,,,,,,,
NULL,Violação de CP,,,,,,,,,,,,,,,,,,,,,,,
NULL,Estudo Comparativo de Alternativas de Controlo Automático e de Gestão de Sistemas de Canais de Rega com Recurso à Modelação Hidráulica,,,,,,,,,,,,,,,,,,,,,,,
NULL,Modelação Estatística de Dados Ambientais e de Genética - MEDAG,,,,,,,,,,,,,,,,,,,,,,,
NULL,"Novos surfactantes gemini biocompatíveis: síntese, propriedades interfaciais/auto-agregação e modelação teórica",,,,,,,,,,,,,,,,,,,,,,,
NULL,Identificação e caracterização funcional de genes determinantes da compatibilidade sexual na levedura não-convencional Rhodosporidum,,,,,,,,,,,,,,,,,,,,,,,
NULL,Física de Neutrinos,,,,,,,,,,,,,,,,,,,,,,,
NULL,"Arquivos Digitais do Direito e do Estado (Portugal, séc. XIX) - ARDIES XIX",,,,,,,,,,,,,,,,,,,,,,,
NULL,MESHLESS FORM - DESENVOLVIMENTO DE MÉTODOS SEM MALHA APLICADOS À TECNOLOGIA DA DEFORMAÇÃO PLÁSTICA,,,,,,,,,,,,,,,,,,,,,,,
NULL,Estrutura e reactividade de complexos organometálicos imobilizados em argilas com pilares,,,,,,,,,,,,,,,,,,,,,,,
NULL,Drosophila como modelo para o estudo dos mecanismos moleculares da tumorigenesis induzidos por mutações da Caderina-E,,,,,,,,,,,,,,,,,,,,,,,
NULL,Imunopatogenia da leishmaniose canina: caracterização fenotípica da população linfocitária e análise da actividade macrofágica,,,,,,,,,,,,,,,,,,,,,,,
NULL,Desenvolvimento de um novo sensor químico de fibra óptica para monitoração in situ de VOCs (VOCSENSOR),,,,,,,,,,,,,,,,,,,,,,,
NULL,"O Douro Contemporâneo. Sociedade, Economia e Instituições",,,,,,,,,,,,,,,,,,,,,,,
NULL,Dinâmica de oxigénio acoplada à mineralização do carbono orgânico em zonas intertidais arenosas (O-DOIS),,,,,,,,,,,,,,,,,,,,,,,
NULL,Desenvolvimento de Métodos sem Malha de Galerkin para problemas com superfície livre e descontinuidades em movimento,,,,,,,,,,,,,,,,,,,,,,,
NULL,Remoção de Carbono Orgânico Assimilável de Águas para Consumo Humano em Filtros de Carvão Activado com e sem Actividade Biológica,,,,,,,,,,,,,,,,,,,,,,,
NULL,Transdutores de estado finito ponderados aplicados ao processamento da língua falada,,,,,,,,,,,,,,,,,,,,,,,
NULL,Complexos de Pt(II) com Poliaminas Biogénicas como Novos Agentes Anticancerígenos: Relações Estrutura-Actividade,,,,,,,,,,,,,,,,,,,,,,,
NULL,"Vivências, Percursos e Produção em Ciências da Educação: Contributo para o Conhecimento de uma Experiência em Formação e Investigação",,,,,,,,,,,,,,,,,,,,,,,
NULL,Extracção Supercrítica de Óleo de Grainha de Uva: Aumento da Recuperação por Meio de Pré-Tratamento Enzimático da Grainha.,,,,,,,,,,,,,,,,,,,,,,,
NULL,Externalidades do Capital Humano e a Localização da Actividade Económica,,,,,,,,,,,,,,,,,,,,,,,
NULL,Desenvolvimento Integrado de Abordagens Multiescala em Engenharia dos Processos Químicos,,,,,,,,,,,,,,,,,,,,,,,
NULL,Detectores para imagiologia com radiações ionizantes,,,,,,,,,,,,,,,,,,,,,,,
NULL,Previsão a longo prazo do tempo de vida útil de tubagens em plástico reforçado com fibra de vidro,,,,,,,,,,,,,,,,,,,,,,,
NULL,Caracterização e diversidade genética de Botryosphaeria stevensii e de outras espécies de Botryosphaeria associadas ao sobreiro (Quercus suber).,,,,,,,,,,,,,,,,,,,,,,,
NULL,Metodologias para controlo de solos contaminados com pesticidas,,,,,,,,,,,,,,,,,,,,,,,
NULL,Produção de hidrogénio por steam-reforming do metano em reactores adsorptivos com modulação de pressão,,,,,,,,,,,,,,,,,,,,,,,
NULL,Produção de p-xileno por adsorção selectiva/isomerização num reactor de leito móvel simulado,,,,,,,,,,,,,,,,,,,,,,,
NULL,O Conselho de Guerra durante a Guerra da Restauração,,,,,,,,,,,,,,,,,,,,,,,
NULL,Redução do óxido nítirico em procariotas: novas vias metabólicas,,,,,,,,,,,,,,,,,,,,,,,
NULL,Desenvolvimento de novas membranas de poliureia-poliuretana para dispositivos extracorporais de oxigenação do sangue,,,,,,,,,,,,,,,,,,,,,,,
NULL,Análise Funcional de Genes do Micobacteriófago Ms6 Envolvidos na Lise celular de Micobactérias,,,,,,,,,,,,,,,,,,,,,,,
NULL,SIGN - Assinaturas de mudança ambiental nas séries de observações dos Institutos Geofísicos,,,,,,,,,,,,,,,,,,,,,,,
NULL,POLÍMEROS E COLOIDES TERMOSENSIVEIS,,,,,,,,,,,,,,,,,,,,,,,
NULL,Transição de fase de Streptococcus pneumoniae da colonização à infecção,,,,,,,,,,,,,,,,,,,,,,,
NULL,Caracterização da transferência de impurezas para os cristais em processos industriais,,,,,,,,,,,,,,,,,,,,,,,
NULL,Caracterização genética de carcinomas ductais in situ (DCIS),,,,,,,,,,,,,,,,,,,,,,,
NULL,Optimização de processos de absorção para o tratamento de gases de combustão,,,,,,,,,,,,,,,,,,,,,,,
NULL,Caracterização Molecular de Streptococcus do Grupo A em Colonização e Doença,,,,,,,,,,,,,,,,,,,,,,,
NULL,Construção de um discurso sobre práticas informatizadas em Ciências Sociais e Humanas em Portugal 1993-2003,,,,,,,,,,,,,,,,,,,,,,,
NULL,AGILMAT- Geração Automática de Exercícios Interactivos para Ensino de Matemática,,,,,,,,,,,,,,,,,,,,,,,
NULL,Análise dos circuitos regulatórios que ligam a segregação do cromossoma à divisão celular assimétrica durante o desenvolvimento de esporos em B. subtilis,,,,,,,,,,,,,,,,,,,,,,,
NULL,Novos regimes e descontinuidades em Óptica não-linear ultra-rápida,,,,,,,,,,,,,,,,,,,,,,,
NULL,O fogo na Amazónia Brasileira: cartografia multi-anual da área queimada e estimativa de emissões pirogénicas usando detecção remota,,,,,,,,,,,,,,,,,,,,,,,
NULL,Optimização de Sistemas Logísticos de DIstribuição de Mercadorias em Meio Urbano,,,,,,,,,,,,,,,,,,,,,,,
NULL,Monitorização e modelação ecológica da diversidade de briófitos e líquenes em Portugal utilizando estatística espacial,,,,,,,,,,,,,,,,,,,,,,,
NULL,Sintese de heterociclos de azoto com potencial actividade antioxidante,,,,,,,,,,,,,,,,,,,,,,,
NULL,Imagens das línguas na comunicação intercultural: contributos para o desenvolvimento da competência plurilingue,,,,,,,,,,,,,,,,,,,,,,,
NULL,Caracterização estrutural e funcional de inibidores específicos de trombina,,,,,,,,,,,,,,,,,,,,,,,
NULL,Tecnologia para a obtenção de filmes e revestimentos comestíveis para alimentos a partir de recursos nacionais de baixo valor,,,,,,,,,,,,,,,,,,,,,,,
NULL,Pobreza e exclusão social em Portugal,,,,,,,,,,,,,,,,,,,,,,,
NULL,Estudo da acção concertada da dopamina no transporte de sódio renal e intestinal no síndroma nefrótico,,,,,,,,,,,,,,,,,,,,,,,
NULL,DESIRE - Avaliação Dinâmica de Risco Sísmico,,,,,,,,,,,,,,,,,,,,,,,
NULL,Planeamento Urbano Saudável. Desenvolvimento e aplicação de um modelo ao caso da Amadora.,,,,,,,,,,,,,,,,,,,,,,,
NULL,Aumentando o realismo na modelação de proteínas: inclusão de efeitos de pH e de oxi-redução em simulações de dinâmica molecular,,,,,,,,,,,,,,,,,,,,,,,
NULL,Síntese de Dietilacetal num Reactor em Leito Móvel Simulado,,,,,,,,,,,,,,,,,,,,,,,
NULL,A influência dos compostos fenólicos no crescimento e metabolismo de bactérias lácticas do vinho,,,,,,,,,,,,,,,,,,,,,,,
NULL,Respostas de uma comunidade dunar a alterações do nível freático,,,,,,,,,,,,,,,,,,,,,,,
NULL,Matriz extracelular e somitogénese: causas e consequências,,,,,,,,,,,,,,,,,,,,,,,
NULL,Hidrogeologia Física e Química: Modelação em Maciços Cristalinos e Meios Porosos.,,,,,,,,,,,,,,,,,,,,,,,
NULL,História da Hidráulica em Portugal,,,,,,,,,,,,,,,,,,,,,,,
NULL,Evolução Varisca de um Segmento Crustal Ibérico. Modelação Litogeoquímica e Estrutural - LITHOSTRUMODEL,,,,,,,,,,,,,,,,,,,,,,,
NULL,Produção de marcadores importantes para monotorização da resposta imune em robalo (Dicentrarchus labrax),,,,,,,,,,,,,,,,,,,,,,,
NULL,"Padrões espacio-temporais do fogo em Portugal Continental (1984-2003). Impactes, avaliação de risco e dinâmica dos combustíveis.",,,,,,,,,,,,,,,,,,,,,,,
NULL,Estructuras no contínuo,,,,,,,,,,,,,,,,,,,,,,,
NULL,"Uma Nova Abordagem para as Reacções de ""Water-Gas Shift"" (WGS) e WGS no Sentido Inverso Através de Reactores de Membrana Catalítica",,,,,,,,,,,,,,,,,,,,,,,
NULL,Microecologia e Dinâmica Litoral: Definição de Indicadores com Aplicação na Reconstituição Paleogeográfica e Paleoclimática do Quaternário - MicroDyn,,,,,,,,,,,,,,,,,,,,,,,
NULL,Memorias Magneticas Nao Volateis ( MRAM) e novos dispositivos electronicos utilizando o spin do electrao como elemento funcional.,,,,,,,,,,,,,,,,,,,,,,,
NULL,Estudo da dinâmica folicular em caprinos da raça Serrana,,,,,,,,,,,,,,,,,,,,,,,
NULL,TISSUENG - Engenharia de Tecidos Ósseos e de Cartilagem com Recurso a Suportes à base de Amido e a Stem Cells Mesenquimais,,,,,,,,,,,,,,,,,,,,,,,
NULL,Evolução de praias em zonas de fetch restrito: análise experimental e numérica,,,,,,,,,,,,,,,,,,,,,,,
NULL,Isolamento e clonagem de genes associados à tolerancia de Populus euphratica a condições de temperaturas extremas,,,,,,,,,,,,,,,,,,,,,,,
NULL,O ESTADO DA ARTE EM INVESTIGAÇÃO EM EDUCAÇÃO EM CIÊNCIA: UM ESTUDO DE ÕNDOLE META-ANALITICA,,,,,,,,,,,,,,,,,,,,,,,
NULL,Televisão e Imagens da Diferença,,,,,,,,,,,,,,,,,,,,,,,
NULL,Inventário do Património em Azulejo do Século XVIII em Território Continental:Constituição de Repertórios Iconográficos,,,,,,,,,,,,,,,,,,,,,,,
NULL,Prosseguimento de objectivos em individuos minoritarios: deficiencias na performance segundo uma perspectiva de auto-regulacao,,,,,,,,,,,,,,,,,,,,,,,
NULL,Impacte na qualidade do ar e na saúde das grandes linhas de tráfego urbano; O caso da VCI - Projecto ImpactAir,,,,,,,,,,,,,,,,,,,,,,,
NULL,VENUS - Valor da Energia de Fontes Distribuídas,,,,,,,,,,,,,,,,,,,,,,,
NULL,Análise da deposição de partículas em caldeiras,,,,,,,,,,,,,,,,,,,,,,,
NULL,Mecanismos da regulação de Nodal durante o desenvolvimento do eixo esquerdo-dereito,,,,,,,,,,,,,,,,,,,,,,,
NULL,A aplicação de métodos de coalescencia a análises populacionais com microssatélites,,,,,,,,,,,,,,,,,,,,,,,
NULL,Desenvolvimento de Sistemas Baseado em Contratos,,,,,,,,,,,,,,,,,,,,,,,
NULL,Buracos Negros e Ondas Gravitacionais II,,,,,,,,,,,,,,,,,,,,,,,
NULL,Elites discriminadas. Uma abordagem interdisciplinar das desigualdades de género.,,,,,,,,,,,,,,,,,,,,,,,
NULL,Revestimentos espessos compositos para dispositivos piezoelectricos,,,,,,,,,,,,,,,,,,,,,,,
NULL,Efeitos biológicos dos isómeros do ácido linoleico conjugado (CLA) da dieta e de suplementação na população Portuguesa,,,,,,,,,,,,,,,,,,,,,,,
NULL,Concepção e projecto de processos de polimerização radicalar não linear em reactor semi-fechado,,,,,,,,,,,,,,,,,,,,,,,
NULL,Auto-incompatibilidade gametofítica: genética molecular e evolução de populações de Prunus spinosa (Rosaceae),,,,,,,,,,,,,,,,,,,,,,,
NULL,Clarificação do papel biológico da variabilidade da mucina MUC1 na carcinogénese gástrica,,,,,,,,,,,,,,,,,,,,,,,
NULL,Caracterização funcional de um novo gene Delta (mDll4) por transgénese condicional em ratinho,,,,,,,,,,,,,,,,,,,,,,,
NULL,Caracterização funcional de espermatozóides equinos. Avaliação molecular da fertilidade de garanhões.,,,,,,,,,,,,,,,,,,,,,,,
NULL,Levantamento dos Fortes Açorianos e das Fontes Açorianas existentes no Archivo General de Simancas,,,,,,,,,,,,,,,,,,,,,,,
NULL,"Desenvolvimento de uma Ferramenta Computacional para Prever a Composição de Novas Formulações ""Sem Açúcar"" para a Indústria de Doçaria Tradicional Portuguesa",,,,,,,,,,,,,,,,,,,,,,,
NULL,Mecanismos moleculares e celulares no metabolismo de lipoproteinas e de transtirretina,,,,,,,,,,,,,,,,,,,,,,,
NULL,Avaliação de Alterações dos Usos do Solo: o caso do Douro,,,,,,,,,,,,,,,,,,,,,,,
NULL,COLABORAÇÃO NA EXPERIÊNCIA COMPASS DO CERN,,,,,,,,,,,,,,,,,,,,,,,
NULL,Influência da foto estimulação ocular e cutânea na organização circadiária do ciclo sono-vigília em humanos cegos e normovisuais,,,,,,,,,,,,,,,,,,,,,,,
NULL,"Arquitectura Vulcânica, Reservatórios Crustais e Hibridismo Metalogenético nos Depósitos de Sulfuretos Maciços da Faixa Piritosa Ibérica - Arquimedes",,,,,,,,,,,,,,,,,,,,,,,
NULL,"Toxicodependentes: trajectórias, perfis socio-psicológicos, padrões familiares e processos mentais",,,,,,,,,,,,,,,,,,,,,,,
NULL,Estudo do granito como material de construção numa perspectiva de recuperação do património histórico e urbano - GRANMAT,,,,,,,,,,,,,,,,,,,,,,,
NULL,Simulação de Processos Cíclicos de Separação usando Computação em Paralelo.,,,,,,,,,,,,,,,,,,,,,,,
NULL,"Aumento de Rendimento de Produção de Pasta Kraft de Eucalyptus globulus: Estratégia, Mecanismos e Impacto na Qualidade da Pasta.",,,,,,,,,,,,,,,,,,,,,,,
NULL,Reconhecimento químico entre as espécies crípticas de Podarcis. Seguem os sinais químicos a história evolutiva?,,,,,,,,,,,,,,,,,,,,,,,
NULL,Hopanóides em sedimentos da Bacia Inferior do Tejo,,,,,,,,,,,,,,,,,,,,,,,
NULL,MULTIPLAN - Planeamento celular multi-serviço para sistemas de comunicações móveis após a 3G,,,,,,,,,,,,,,,,,,,,,,,
NULL,Delimitação de Zonas de Afectação de Tráfego (TAZ),,,,,,,,,,,,,,,,,,,,,,,
NULL,Termodinâmica da estabilidade e folding de metaloproteinas,,,,,,,,,,,,,,,,,,,,,,,
NULL,SEDIMENTAÇÃO EM ALBUFEIRAS POR CORRENTES DE TURBIDEZ,,,,,,,,,,,,,,,,,,,,,,,
NULL,Interacção pluma-litosfera no Arquipélago de Cabo Verde: PLINT,,,,,,,,,,,,,,,,,,,,,,,
NULL,"Mutações germinais da caderina-E e carcinoma difuso hereditário do estômago: caracterização funcional, bioquimica e molecular.",,,,,,,,,,,,,,,,,,,,,,,
NULL,Importância do carso na interpretação da evolução geomorfológica e das variações do nível do mar na Cadeia da Arrábida - KARSTAC,,,,,,,,,,,,,,,,,,,,,,,
NULL,Cooperação Entre Robots Móveis Semi-autónomos - SACOR,,,,,,,,,,,,,,,,,,,,,,,
NULL,Jogos estratégicos na gestão quantitativa e qualitativa de águas subterrâneas,,,,,,,,,,,,,,,,,,,,,,,
NULL,Modelação de Soldadura por Fricção Linear de Ligas de Alumínio,,,,,,,,,,,,,,,,,,,,,,,
NULL,MAREFISH - Estudos experimentais para testar os benefícios das áreas marinhas protegidas,,,,,,,,,,,,,,,,,,,,,,,
NULL,Microfabricação de materiais poliméricos nano-estruturados (micro-nano),,,,,,,,,,,,,,,,,,,,,,,
NULL,Desenvolvimento de um novo ensaio de toxicidade para sedimentos baseado no comportamento de quironomídeos e oligoquetas,,,,,,,,,,,,,,,,,,,,,,,
NULL,Papel da segregação membranar em rafts na modulaçã/alteração das vias de transdução de sinal em tireoide normal e em carcinoma papilar da tireoi.,,,,,,,,,,,,,,,,,,,,,,,
NULL,"Instituiçoes, Economia Política e Crescimento Económico",,,,,,,,,,,,,,,,,,,,,,,
NULL,Política Orçamental e o Mercado de Trabalho do Sector Público,,,,,,,,,,,,,,,,,,,,,,,
NULL,Identificação e caracterização de elementos em cis e factores em trans envolvidos no decaimento do mRNA nonsense da beta-globina humana,,,,,,,,,,,,,,,,,,,,,,,
NULL,"Análise da Onda P em Alta Resolução com Wavelets, para o diagnóstico da Fibrilhação Auricular",,,,,,,,,,,,,,,,,,,,,,,
NULL,Sólidos simulados por primeiros princípios,,,,,,,,,,,,,,,,,,,,,,,
NULL,Padrões filogeográficos na bacia Mediterrânica,,,,,,,,,,,,,,,,,,,,,,,
NULL,Alteração da rede hidrográfica no Algarve ao longo do Quaternário,,,,,,,,,,,,,,,,,,,,,,,
NULL,Biogeoquímica da rizosfera e sua relevância para índices de toxicidade e fitoremediação,,,,,,,,,,,,,,,,,,,,,,,
NULL,"Conteúdo em proteases asparticas do genoma de Arabidopsis. identificação,expressão e caracterização",,,,,,,,,,,,,,,,,,,,,,,
NULL,"Relação entre polimorfismos genéticos, estrutura proteíca e actividade enzimática do CYP3A4 e suas implicações em terapeutica.",,,,,,,,,,,,,,,,,,,,,,,
NULL,Pesquisa de inibidores da via D-ala-D-ala na biossíntese do peptidoglicano como medicamentos potencias para o tratamento da tuberculose,,,,,,,,,,,,,,,,,,,,,,,
NULL,Episódios singulares e limites estratigráficos: pesquisa de registos de alta-resolução no Jurássico da Bacia Lusitânica (Portugal),,,,,,,,,,,,,,,,,,,,,,,
NULL,"PORENET-Medição, Visualização e Modelagem da Estrutura Porosa de alguns Calcários Ornamentais Portugueses",,,,,,,,,,,,,,,,,,,,,,,
NULL,Fontes para a História do Direito Português: Lei e Jurisprudência.,,,,,,,,,,,,,,,,,,,,,,,
NULL,Transdução de energia numa bacteria simbionte de plantas: Reductases de oxigénio de Sinerhizobium meliloti,,,,,,,,,,,,,,,,,,,,,,,
NULL,Reavaliação da diversidade mitocondrial europeia: distribuições das linhagens femininas no presente e no passado,,,,,,,,,,,,,,,,,,,,,,,
NULL,Estudos termodinâmicos de sistemas envolvendo substâncias com propriedades anestésicas,,,,,,,,,,,,,,,,,,,,,,,
NULL,Condutas sedimentares profundas da margem oeste portuguesa,,,,,,,,,,,,,,,,,,,,,,,
NULL,"Regulação intracellular durante o desenvolvimento do cérebro, da via de sinal FGF8 pela fosfatase MKP3.",,,,,,,,,,,,,,,,,,,,,,,
NULL,Da Braga romana à Braga medieval. A transformação de uma paisagem urbana,,,,,,,,,,,,,,,,,,,,,,,
