acronym,title,projectUrl
DIADOM,Marine inspired biosilica-filled hydrogels,
FLUOPET,Late Stage Fluorination for Positron Emission Tomography Applications,
ETHNOGRAPHYOFRISK,Interdisciplinary advances on behavioural theories of financial risk-taking: Innovative insights from a video-ethnography of live trading in global reinsurance markets,
IMECAJ,The implementation of international criminal justice: Deciphering a (more effective) way forward through the competing tensions,
ARTHEROSPACE,Arthero-Space project: A model based exploration of the regulatory mechanism of the microcirculation for the prevention of orthostatic intolerance,
SATCELLOMICS,Integrated signalling networks in muscle stem cells: cell fate regulation by heparan sulfates,
NOUS,Probabilistic Inverse Models for Assessing the Predictive Accuracy of Inelastic Seismic Numerical Analyses,
MESA,MESA - Maritime Europe Strategy Action - FOSTER Waterborne,
UNISEC,Universal Influenza Vaccines Secured,
SIGNAL,Unravelling the immune signature of natural malaria transmission blocking immunity by protein microarray,
BIVALBI,Biotechnologies to Valorise the regional food Biodiversity in Latin America,
STEM-ACTIVATION,"""Perivascular meningeal stem cells: a new player in the Neurovascular Unit.
 Characterization, modulation and therapeutic potential of perivascular meningeal stem cell activation in neurological disord""",
PROTRO,Dynamical processes in the tropopause region and their impact on the distribution of atmospheric trace gases,
HYCODE,Atom chips on the submicron scale: Routes to hybrid cold atom-quantum electronics devices,
BIOSTEM,The development of biologically active metal implants for improved osseointegration,
ROBO-PARTNER,"""Seamless Human-Robot Cooperation for Intelligent, Flexible and Safe Operations in the Assembly Factories of the Future""",
SMART NANOGELS,Stimuli-responsive theranostic nanogels based on hyperbranched polyglycerol,
INTEGRAGEING,Modelling human ageing: developing and interrogating an integrated model of ageing to identify causal relationships between hormonal changes and gene expression changes,
SYNAPTOCHOL,Role of cholesterol in neurotransmitter receptor trafficking and synaptic plasticity,
AMST,Advanced Multi-physics Simulation Technology,
ECCP,Electrical Control of Cell Polarization,
S(P)EEDKITS,Rapid deployable kits as seeds for self-recovery,http://www.speedkits.eu/
BRAINVECTORS,"""From Brain Gene Transfer Towards Gene Therapy: Pharmacological Assessment of AAV, CAV and LVV""",
EJOLT,"""Environmental Justice Organizations, Liabilities and Trade""",
PANACEA,Predicting and monitoring the long-term behavior of CO2 injected in deep geological formations,
MEMOQUAT,Man and Environments in Morocco during Quaternary,
ARC,Adaptive Responses to Climate Change,
COGNITSIMS,Simulating Brains: Cognition Grounded in the Simulation of Sensorimotor Processes in the Human Neocortex,
GREAT,Gaia Research for European Astronomy Training - ITN,
ENITEP,Experimental and Numerical Investigation of Turbulent Boundary Layer Effects on Noise Propagation in High Speed Conditions,
IBIAL,Integrative Biology of insects affecting human life,
SAWSOC,Situation AWare Security Operations Center,http://www.sawsoc.eu/
NET-GENESIS,NET-GENESIS: Network Micro-Dynamics in Emerging Technologies,
FUELSYSTEM3000,Simulation of cavitation and erosion in fuel injection systems of medium/heavy duty Diesel engines at injection pressures reaching 3000bar,
SPACE TRIPS,Space Thermoacoustic Radio-Isotopic Power System,
COLTHERES,Modelling and predicting sensitivity to targeted therapies in colorectal cancers,http://www.coltheres.eu/
ANULOID,"""Investigation of novel vertical take-off and landing (VTOL) aircraft concept, designed for operations in urban areas""",
MICRONM,Microscopic derivation of non Markovian dynamics,
LISGENOMICS,Study of the Listeria monocytogenes gene expression profile in ready-to-eat foods of animal origin by the application of the omics and the bioinformatics/biostatistics disciplines,
ANOCAP,COMPARATIVE EVOLUTIONARY AND FUNCTIONAL GENOMICS OF DISEASE-VECTOR ANOPHELES MOSQUITOES,
BIOFECTOR,Resource Preservation by Application of BIOefFECTORs in European Crop Production,
CULTURAL ENCOUNTERS,Cross-cultural Encounters – the Travels of Gender Theory and Practice to China and the Nordic Countries,
STREAMER,Semantics-driven Design through Geo and Building Information Modelling for Energy-efficient Buildings Integrated in Mixed-use Healthcare Districts,
DIALECT EVOLUTION,Principles of dialect evolution in killer whales,
OPTIMORE,Optimised Modular Range Extender for every day customer usage,
TRITON,Trusted Vessel Information from Trusted On-board Instrumentation,
CELNIC,Role of gene silencing pathways in C. elegans nicotine dependence,
MAG(NET)ICFUN,Functionalized Magnetic Nanoparticles and their Application in Chemistry and Biomedicine,
PROMERC,Protection Measures for Merchant Ships,http://www.promerc.eu/
BATTERIES2020,BATTERIES2020: TOWARDS REALISTIC EUROPEAN COMPETITIVE AUTOMOTIVE BATTERIES,
MULTITUDES,MULTIfuncTional organic electronics throUgh nanoscale controlleD bottom-up tailoring of interfacES: an Intra-European Fellowship for career development,
INTERACT,Interactive Manual Assembly Operations for the Human-Centered Workplaces of the Future,
BIOCASCADE,Biocatalytic cascades to access valuable building blocks,
CANCERGENE,Identification and functional characterization of genetic cancer risk variants,
FLEXPAKRENEW,Design and development of an innovative ecoefficient low-substrate flexible paper packaging from renewable resources to replace petroleum based barrier films,http://www.flexpakrenew.eu
SYSNORM,Systems Networks Norms,
PROBESENS,PROBESENS – PRessure Optical fibre BiomEdical SENSor,
EKRUCAMI,Europe-Korea Research on Ubiquitous Computing and Ambient Intelligence,
BIOIMPROVE,Lessons from the genome of Escherichia coli: understanding heterologous expression of eukaryotic internal membrane proteins in bacterial cells,
GPCR EVOLUTION,Directed evolution of class B G-protein coupled receptors,
DETECH21,Developing New Technologies to meet 21st Century Demands in Animal Forensics,
BAYESIANMETAFLATS,Spatial organization of species distributions: hierarchical and scale-dependent patterns and processes in coastal seascapes,
GROWINGRODS,Mathematics and Mechanics of growth and remodelling of bio-filaments,
HARMOFIRE,Harmonic Mode-locked Fibre Lasers,
FIBRO-TARGETS,Targeting cardiac fibrosis for heart failure treatment,http://www.fibrotargets.eu
KIBINDING,Improving the selectivity of kinase inhibitors: Characterizing binding mechanisms of inhibitors targeting inactive states and allosteric sites,
ASTROSYN,Roles of astrocytes in synaptic transmission and plasticity,
GRAFIEST,Graphene-Ferroelectric Interface for Electronic and Spintronic Technologies,
DREAM,Distributed Renewable resources Exploitation in electric grids through Advanced heterarchical Management,
FOAM-BUILD,Functional Adaptive nano-Materials and technologies for energy efficient BUILDings,
RSDYN,Ribosome dynamics analysed by novel cross-linking/mass spectrometry,
QUAESITUM,Quantifying Environmental and Social Interactions for Tuna fisheries Management,
IISEMG,Investigating Intermediate Structures in the Economy of Mycenaean Greece (c. 1400 - 1200 BC) Through Archaeological and Textual Data,
SYRTO,"""SYstemic Risk TOmography: Signals, Measurements, Transmission Channels, and Policy Interventions""",http://www.syrtoproject.eu
B-FUN,Bit-interleaved Coded Modulation: Fundamental Understandings,
SCIENTIX 2,Scientix 2,
ROBO-MATE,Intelligent exoskeleton based on human-robot interaction for manipulation of heavy goods in Europe’s factories of the future,
HI-C,Novel in situ and in operando techniques for characterization of interfaces in electrochemical storage systems,
MATESA,Advanced Materials and Electric Swing Adsorption Process for CO2 Capture,
GRAFFOLUTION,Awareness and Prevention Solutions against Graffiti Vandalism in Public Areas and Transport,
HYPSTAIR,Development and validation of hybrid propulsion system components and sub-systems for electrical aircraft,
IRENA,Indium replacement by single-walled carbon nanotube thin films,http://irena.aalto.fi/
ATHERO-FLUX,Targeting novel lipid pathways for treatment of cardiovascular disease,http://www.atheroflux.eu
CULPRIT-SHOCK,Multivessel versus culprit lesion only percutaneous revascularization in patients with acute myocardial infarction complicated by cardiogenic shock,http://www.culprit-shock.eu
GLASS,Global Lakes Sentinel Services,http://www.glass-project.eu/
CELLCOM-GBS,Control of Streptococcus agalactiae virulence genes via peptide-based cell to cell communication,
RHOMBOID SUBSTRATES,"""Substrate specificity, mechanism and biological roles of rhomboid intramembrane proteases.""",
DEV LANG COMPRHNSN,Development of spoken language comprehension processes in a verb-final language: Incremental interpretation of case marking cues in Turkish speaking children,
EUTRANSGOV,Transferring Good Governance in the EU´s Neighbourhood,
NEIGHBOURING,"""Neighbouring China. Ancient crossroads, new connections, and the dynamics of Asian Regionalism.""",
OPENLABCAMPUS,Neglected Diseases Tres Cantos Open Lab Campus,
OPTIMISC,Optimizing Miscanthus Biomass Production - OPTIMISC,
ADVISE,Advanced Video Surveillance archives search Engine for security applications,http://www.advise-project.eu/
RECOPHOS,Recovery of Phosphorus from Sewage Sludge and Sewage Sludge Ashes with the thermo-reductive RecoPhos-Process,
EUROMEDICAT,EUROmediCAT: Safety of Medication use in Pregnancy in Relation to Risk of Congenital Malformations,
VUELCO,"""Volcanic unrest in Europe and Latin America: Phenomenology, eruption precursors, hazard forecast, and risk mitigation""",http://www.vuelco.net
ENSAR,European Nuclear Science and Applications Research,
EUROCONDOR,European Consortium for the Early Treatment of Diabetic Retinopathy,http://eurocondor.eu/
Z DAMPER,Z-Coupled Full System for Attenuation of Vibrations,
NOVACAM,NOVel cheap and Abundant Materials for catalytic biomass conversion,http://novacam.eu/
ECOMISE,Enabling Next Generation Composite Manufacturing by In-Situ Structural Evaluation and Process Adjustment,http://www.ecomise.eu/
OLF-STOM,Stomatin proteins and olfactory transduction,
BARLEYBOOST,Boosted barley utilisation and consumption in the EU for better health,
LEGATO,LEGumes for the Agriculture of TOmorrow,
PEP,Public Empowerment Policies for Crisis Management,
OMNISCIENTIS,Odour MoNitoring and Information System based on CItizEN and Technology Innovative Sensors,
COCONET,"""Towards COast to COast NETworks of marine protected areas ( from the shore to the high and deep sea), coupled with sea-based wind energy potential.""",
NONTHERMTRANSIENTS,Understanding the variable and transient non-thermal emission of Galactic sources,
VIDEOSENSE,Virtual Centre of Excellence for Ethically-guided and Privacy-respecting Video Analytics,http://www.videosense.eu/
RAPIDHEAT,The development of a high power density RAPID response on demand water HEATing technology,
QUINOA,Dynamic aspects of biodiversity management of Quinoa,
ECOTOOL,"""Improving Life Cycle analysis tools for sustainability assessment in forestry, agriculture and environment technologies""",
CLIMED,"""Climate Change, Water and Productivity in the Mediterranean: Capacity Building for Geospatial Modelling""",
COMPSENSE,COMPRESSIVE DATA ACQUISITION AND PROCESSING TECHNIQUES FOR SENSING APPLICATIONS,
GOVMNC,"""A longitudinal multilevel investigation of the influence of top management team, board of directors and CEO characteristics on firm strategy and performance of European MNCs""",
CCCM,Cooperative Communications with Confidential Messages,
EUROTALENTS,Eurotalents: a European programme for transnational mobility of experimented researchers managed by CEA,
PGC PROLIFERATION,Somatic control of primordial germ cell proliferation,
NANOBARRIER,Extended shelf-life biopolymers for sustainable and multifunctional food packaging solutions,
DRIVERS,"""DRIVERS:  Addressing the strategic Determinants to Reduce health Inequality Via 1) Early childhood development, 2) Realising fair employment, and 3) Social protection""",http://www.health-gradient.eu
COALINE,Development of an innovative manufacturing process for the in-LINE COAting of pultruded composites,
STARPI4K,Structural targeting of PI4 kinases,
FAIERA,FOSTERING AIMEN RESEARCH POTENTIAL IN LASER TECHNOLOGY FOR MATERIALS PROCESSING,
IMPALA,IMProved multivariate frequency Analysis of flood extremes by copuLAs in a non-stationary environment,
ARCHER,Advanced High-Temperature Reactors for Cogeneration of Heat and Electricity R&D,
CARD,Contribution to Analysis of Rotor Hub Drag Reduction,
EBTP-SABS,European Biofuels Technology Platform – Support for Advanced Biofuels Stakeholders,
TRANSACT,Transforming Magnetic Resonance Spectroscopy into a Clinical Tool,
DYNAMIX,DYNAmic policy MIXes for absolute decoupling of environmental impact of EU resource use from economic growth,
EBIODIP,The emergence of bioenergetic diversity in prokaryotes,
GREEN-CC,Graded Membranes for Energy Efficient New Generation Carbon Capture Process,
SPEED,Silicon Carbide Power Technology for Energy Eficient Devices,
INCOM,Industrial Production Processes for Nanoreinforced Composite Structures,http://www.incomproject.eu
FUNCEVODUPLIGENES,Probing the evolution of promiscuity and functional diversification among ancient gene duplicates,
OPENNESS,OPERATIONALISATION OF NATURAL CAPITAL AND ECOSYSTEM SERVICES: FROM CONCEPTS TO REAL-WORLD APPLICATIONS,
NANOFORART,Nano-materials for the conservation and preservation of movable and immovable artworks,
ELECTRICAL,NOVEL AERONAUTICAL MULTIFUNCTIONAL COMPOSITE STRUCTURES WITH BULK ELECTRICAL CONDUCTIVITY AND SELF-SENSING CAPABILITIES,
BAMI,The effect of intracoronary reinfusion of bone marrow-derived mononuclear cells (BM-MNC) on all-cause mortality  in acute myocardial infarction,http://www.bami-fp7.eu/
NANOMATCH,"Nano-systems for the conservation of immoveable and moveable
polymaterial Cultural Heritage in a changing environment",
CRESTAR,Pharmacogenomic biomarkers as clinical decision making tools for clozapine treatment of schizophrenia,http://www.crestar-project.eu/
BALI,Biofilm Alliance,
FAST TRACK,Accelerated development and prototyping of nano-technology-based high-efficiency thin-film silicon solar modules,
GENDERCIT,Gender and Citizenship,
SEMCMER,Sex in the Early Modern City: Musical Eroticism in Rome,
IT-LIVER,STRATEGY TO INHIBIT TGF-Beta IN LIVER DISEASE,
HIGH V.LO-CITY,Cities speeding up the integration of hydrogen buses in public fleets,
DIAGMAL,Translation of the direct-on-blood PCR-NALFIA system into an innovative near point-of-care diagnostic for malaria,
LEAP,Lean Development – new principles for innovation management and a more time and cost efficient development of novel products,
RUMINOMICS,"""Connecting the animal genome, gastrointestinal microbiomes and nutrition to improve digestion efficiency and the environmental impacts of ruminant livestock production""",
WAKE-UP,"""Efficacy and safety of MRI-based thrombolysis in wake-up stroke: a randomised, double-blind, placebo-controlled trial""",http://www.wakeup-stroke.eu/
FUTUREROOTS,FUTUREROOTS: Redesigning root architecture for improved crop performance,
SURPRISE,"""Surveillance, Privacy and Security: A large scale participatory assessment of criteria and factors determining acceptability and acceptance of security technologies in Europe""",http://surprise-project.eu/
FLUENTBRAND,"""“No Risk, No Innovation?” - The Effects of the Fluency of Brand Names on Consumers’ Responses to Innovations""",
REACTAFIRE,Advanced Systems for Wood Fire Protection,
ELECTROACROSS,Electrokinetics across disciplines and continents: an integrated approach to finding new strategies to sustainable development,
ABC4EU,ABC GATES FOR EUROPE,http://abc4eu.com/
SPARKS OF REASON,"""Sparks of Reason. Urban Culture, Vernacular Rationalism and New Perspectives on the Enlightenment.""",
D-CODE,DC/DC COnverter-based Diagnostics for PEM systems,
CATALYTIC METHODS,New Catalytic Methods for the Synthesis of Peptides and Peptide Conjugates,
RECONASS,"""Reconstruction and REcovery Planning: Rapid and Continuously Updated COnstruction Damage, and Related Needs ASSessment""",
HERCULES-C,"""HIGHER EFFICIENCY, REDUCED EMISSIONS, INCREASED RELIABILITY AND LIFETIME, ENGINES FOR SHIPS""",http://www.hercules-c.com
EVOTAR,Evolution and Transfer of Antibiotic Resistance,
MARATHON,Make Rail The Hope for protecting Nature,
HYPOMAP,New materials for hydrogen powered mobile applications,http://www.jacobs-university.de/ses/theine/projects/HYPOMAP
BUCOLIC,Buffet Control of Transonic Wings,
SOPHY,"""Development of a SOftware tool for Prediction
of ready-to-eat food product sHelf life, quality and safetY""",http://www.sophy-project.eu/
SAVEMED,Microstructure secured and self-verifying medicines,
BIOSTRENGTH,Strengthening Regional Bioresearch Potential in Greece: Advanced scientific performance at the Department of Molecular Biology and Genetics in Thrace,
NPMIMETIC,Biomimetic nano-fiber-based nucleus pulposus regeneration for the treatment of degenerative disc disease,
CF-THREAD,Composites under Fatigue: Temperature and Humidity Related Environmental Ageing Damage,
TROPOS,"""Modular Multi-use Deep Water Offshore Platform Harnessing and Servicing Mediterranean, Subtropical and Tropical Marine and Maritime Resources""",
ICARUS,Integrated Components for Assisted Rescue and Unmanned Search operations,http://www.fp7-icarus.eu/
AEROCEPTOR,UAV BASED INNOVATIVE MEANS FOR LAND AND SEA NON-COOPERATIVE VEHICLES STOP,
FISHBOOST,Improving European aquaculture by advancing selective breeding to the next level for the six main finfish species,
FLEXIFAB,Flexible fabrication of lightweight aluminium transport structures,
DOHIP,Training Program for the Design of Resource and Energy Efficient Products by High Pressure Processes,
CONSIDER,CIVIL SOCIETY ORGANISATIONS IN DESIGNING RESEARCH GOVERNANCE,
PLAPROVA,Plant Production of Vaccines,
SCALENANO,Development and scale-up of nanostructured based materials and processes for low cost high efficiency chalcogenide based photovoltaics,
BIOCHEMLIG,Bio-Orthogonal Chemo-Specific Ligation,
DISAP,Displacement Synthetic Aperture Antenna Advanced Technology Demonstrator,
CREW,Cognitive Radio Experimentation World,
STABLE,STable high-capacity lithium-Air Batteries with Long  cycle life for Electric cars,
MISAFE,The Development and Validation of  Microbial Soil Community Analyses for Forensics Purposes,https://sites.google.com/site/fp7misafe/
SOAR,diStributed Open-rotor AiRcraft,
MICROMECH,Microstructure Based Material Mechanical Models for Superalloys,
WHIM,The What-If Machine,
BIOREFINE-2G,Development of 2nd Generation Biorefineries – Production of Dicarboxylic Acids and Bio-based Polymers Derived Thereof,
EURHEALTHAGEING,"""European ResearcH on DevElopmentAL, BirtH and Genetic Determinants of Ageing""",http://eurhealth.org/
AGFORWARD,AGFORWARD,
AMBER-ULV,Automotive Mechatronic Baseline for  Electric Resilient Ultra Light Vehicle,
GRABGAS,Green roofs that clean SME industrial gas containing low and variable concentrations of Volatile Organic Compounds,
REPLAY,REDUCING POST-HARVEST LOSSES TO INCREASE FOOD SUSTAINABILITY,
COMMFABNET,"""Communication of Food, Fisheries, Agriculture and Biotechnologies research – a network to support EU-funded research projects""",
TFAST,Transition Location Effect on Shock Wave Boundary Layer Interaction,
CCQED,Circuit and Cavity Quantum Electrodynamics,
LIBRALATO,Libralato Engine Prototype,
BIOOX,Developing a validated technology platform for the application of oxygen dependent enzymes in synthesis and transformation of alcohols,
ACORN,Advanced Coatings for Offshore Renewable ENergy,
TOXDTECT,Innovative Packaging for the Detection of Fresh Meat Quality and Prediction of Shelf-Life,
STIMULAIS,A novel muscular micro-electro-stimulation device for the enhanced treatment of adolescent idiopathic scoliosis avoiding bracing and invasive open surgery,
PROSEC,Production of Sustainable Self-Compacting Concrete,
PARFUZGENQ,Paraconsistent Fuzzy Logic with Generalized Quantifiers,
DINAMIT,Dual-Imaging Nano/Micro-sized Theranostics (against cancer),
TRUCK-SAFE,Development of an Automated System for Safely Securing Cargo on Haulage Trucks Using High Tensile Multi-layer Fabric,
MAGHRENOV,Convergence between EU and MAGHREB MPC innovation systems in the field of Renewable Energy and Energy Efficiency (RE&EE) – A test-bed for fostering Euro-Mediterranean Innovation Space (EMIS),
PARCIVAL,Partner Network for a Clinically Validated Multi-Analyte Lab-on-a-Chip Platform,
NEFREX,New Zealand Estonian French Research Exchange Scheme,
CRCINTERMPHEN,FUNCTIONAL CHARACTERISATION OF COLORECTAL CANCER PREDISPOSITION GENES AND DEVELOPMENT OF INTERMEDIATE BIOMARKERS OF DISEASE RISK,
TRI-VALUE,Ex-post evaluation of Transport Research and Innovation in the FP7 ‘Cooperation’ Programme,
POLIMP,Mobilizing and transferring knowledge on post-2012 climate policy implications,
BEESPATNET,Mapping Spatial Interaction Networks in Honeybee Colonies,
BE WISER,Building Enterprises – Wireless and Internet Security in European Regions,
SAFEWIRE,Long Range Ultrasonic Inspection of Aircraft Wiring,
LOBOS,LOw time critical BOrder Surveillance,http://lobos.bordersurveillance.security-copernicus.eu.185-4-133-10.reseller14.grserver.gr/
REMO,Online Remote Condition Monitoring of Tidal Stream Generators,
IMCONET,Interdisciplinary Modelling of Climate Change in Coastal Western Antarctica - Network for Staff Exchange and Training,
GREENET,An early stage training network in enabling technologies for GREEN radio,
TIRAMISU,"""Toolbox Implementation for Removal of Anti-personnel Mines, Submunitions and UXO""",http://www.fp7-tiramisu.eu/‎
MERLIN,Development of Aero Engine Component Manufacture using Laser Additive Manufacturing,
AOS,Asymptotics of Operator Semigroups,
ONSITE,Operation of a Novel Sofc-battery Integrated hybrid for Telecommunication Energy systems,
SKELGEN,Establishment of a cross continent consortium for enhancing regenerative medicine in skeletal tissues,
IMOSHION,IMproving Occupational Safety & Health in European SMEs with help of simulatION and Virtual Reality,
GEOWOW,"""GEOSS interoperability for Weather, Ocean and Water""",
PLACES,Platform of Local Authorities and Cities Engaged in Science,
TRENTINO,"""The research, training and mobility programme in Trentino""",
OPTICON,Optical Infrared Coordination Network for Astronomy,
GENIS LAB,The Gender in Science and Technology LAB – GENIS LAB,
MG STEM,Stem Cells and Cancer Stem Cells in Mouse Mammary Glands,
SIMCHAIN,Development of physically based simulation chain for microstructure evolution and resulting mechanical properties focused on additive manufacturing processes,
ERA-NET NEURON II,Network of European funding for Neuroscience research,http://www.neuron-eranet.eu
EERA-DTOC,EERA Design Tools for Offshore Wind Farm Cluster,
GREENGELAIR,"""Application of a new “green” sol-gel product using an original, versatile, accurate and in-line mixing device that improves the adhesion of paint on aeronautical sector products.""",
METAFLUX,Mire Ecosystem Transition Area Flux,
ICE^2,ICEphobicity for severe ICing Environments,
GREENECONET,GREENECONET: A best practice platform to support the transition towards a green economy,
URGENCHE,Urban Reduction of GHG Emissions in China and Europe,
HPC-BLADE,HPC-Blade,
STAGES,Structural Transformation to Achieve Gender Equality in Science,http://www.stages.csmcd.ro
HIPERDRY,A Novel Microwave-Enhanced Superheated Steam Process for High Performance Drying of Hygroscopic Polymers,
HIGHTRUSTWALLET,A framework for mobile wallets that provides the security levels QAA1-4 in a TSM architecture supporting the use of e-Identity cards on the mobile phone,
LIMOWOOD,Advanced wood plastic composite material for the production of bath furniture resistant to moisture and free of coatings,
PULCHER,Pulsed Chemical Rocket with Green High Performance Propellants,http://www.alta-space.com/pulcher/
GAMALINK,Generic SDR-bAsed Multifunctional spAce LINK,
CONSORTIS,Concealed Objects Stand-Off Real-Time Imaging for Security,
TRANSIT,Transnationality at Large: The Transnational Dimension of Hispanic Culture in the 20th and 21st Centuries,
IRBPOSTPRO,IRB Barcelona International Postdoctoral Programme,
SCINTILLA,Scintillation Detectors And New Technologies For Nuclear Security,http://www.scintilla-project.eu/
ARTRAC,Advanced Radar Tracking and Classification for Enhanced Road SafetyAdvanced Radar Tracking and Classification for Enhanced Road Safety,
BIOMEDBRIDGES,Building data bridges between biological and medical infrastructures in Europe,http://www.biomedbridges.eu
OPEC,OPerational ECology: Ecosystem forecast products to enhance marine GMES applications,http://marine-opec.eu/
DISKOMICE,DISKOmice,
E-PREDICE,Early Prevention of Diabetes Complications in people with Hyperglycaemia in Europe,http://www.epredice.eu
SYNSYS,Synaptic Systems: dissecting brain function in health and disease,http://www.synsys.eu/
FTIBOUNDARY,Boundary theories of fractional topological insulators,
FISSA,"The Invisible made Visible:
Far-Infrared Spectroscopy in Support of Astrochemistry",
EXCHARGEHYD,The origin of excess charge at the water/hydrophobic interfaces,
DISCANALYSIS,Analysis and Modelling of Multi-wavelength Observational Data from Protoplanetary Discs,http://www.diana-project.com/
GREENLAND,Gentle remediation of trace element contaminated land,
MAGMOLIB,Modelica library of detailed magnetic effects in rotating machinery,
ETIME,Engineering Technology-based Innovation in Medicine,
ACROSS,Advanced Cockpit for Reduction Of StreSs and workload,
FRAILOMIC,"""Utility of omic-based biomarkers in characterizing older individuals at risk for frailty, its progression to disability and general consequences to health and well-being - The FRAILOMIC Initiative""",
CC AND MARINE LIFE,The influence of multiple global change stressors on marine communities: a novel field approach,
CELLSTATETRANSITIONS,Capturing transition states associated with lineage decisions in the early mouse embryo,
HRS EAT,Epicardial adipose tissue as a regulator of myocardial biology: adiponectin signaling pathways,
ALAMSA,A Life-cycle Autonomous Modular System for Aircraft Material State Evaluation and Restoring System,http://www.bath.ac.uk/rdso/alamsa/
GLOBASOL,Global solar spectrum harvesting through highly efficient photovoltaic and thermoelectric integrated cells,
E-SIGNAGE-D,Viability verification and market launch preparations for outdoor electronic message board displays,
IONELECTRO,Molecular origins of electrochemical energy storage properties in lithium-ion batteries and supercapacitors,
SPACEKIDS,Kinetic Inductance Detectors – a New Imaging Technology for Observations In and From Space,
BIO-COMET,"""Bioreactor-based, clinically oriented manufacturing of engineered tissues""",
CONTEST,Collaborative Network for Training in Electronic Skin Technology,
GETAWAY,(Generating simulations to Enable Testing of Alternative routes to improve WAYinding in evacuation of over-ground and underground terminals),
EVOCODE,Evolutionary Conservation of Regulatory Network Controlling Flower Development,
LINKED2MEDIA,"""AN OPEN LINKED DATA PLATFORM FOR SEMANTICALLY-INTERCONNECTING ONLINE, SOCIAL MEDIA LEVERAGING THE CORPORATE BRAND AND MARKET SECTOR REPUTATION ANALYSIS AND RESPONSE OPTIMIZATION SERVICES""",
ACHEON,Aerial Coanda High Efficiency Orienting-jet Nozzle,
PRACTICE,Preparedness and Resilience against CBRN Terrorism using Integrated Concepts and Equipment PRACTICE,http://www.practice-fp7-security.eu/
GLUCOMINERALORET,THE GLUCO- AND MINERALO-CORTICOID PATHWAYS IN RETINA: MOLECULAR CARACTERISATION AND THERAPEUTIC IMPLICATION,
ICARENET,"""Intelligent Context-Aware Systems for Healthcare, Wellness, and Assisted Living""",
PUREFOOD,"""Urban, peri-urban and regional food dynamics: toward an integrated and territorial approach to food""",
SEEK,Semantic EnrichmEnt of trajectory Knowledge discovery,http://www.seek-project.eu
ASAM,Advanced Simulation of Aircraft Mechanisms,
HERBAL PROTECTION,Studies on some herbal additives giving partial protection against toxic or immunosuppressive effects of some mycotoxins and improving wound granulation,
GM_NCD_IN_CO,"""Reinforcing IPT capacities in Genomic Medicine, Non Communicable Diseases Investigation and international cooperation""",
METASTASIS SYS MOD,System level modelling of metastasis from signalling to cell motility,
HI-POTENTIAL,Higly Innovative Isothermal Forging of Gamma TIAL Alloy for LPT blades,
HIGHPMAAC,High Performance Modular Architecture of Acquisition and Control command system dedicated to test Electrical systems for Aeronautics,
CARE,Clean Aerospace Regions,
AMBER,AMerican Bridge for the Excellence in Research with Europe,
ENCORE,Environmentally-friendly solutions for Concrete with Recycled and natural components,
INTRASME,Innovative Transport SME Support Action,http://www.intrasme.eu/
SILER,Seismic-Initiated events risk mitigation in LEad-cooled Reactors,
LISSEN,Lithium Sulfur Superbattery Exploitating Nanotechnology,
DOCKINGMONITOR,"""DockingMonitor - development of automated combined berthing aid and drift monitoring system for large ships, particularly oil and LNG gas tankers""",
ENCCA,EUROPEAN NETWORK for CANCER research in CHILDREN and ADOLESCENTS,http://www.encca.org/
WHEYLAYER 2,WHEYLAYER2: barrier biopolymers for sustainable packaging,
ENHANCED WISETRIP,"""Enhancing Intermodality of Content, Personalised Information and Functionality of WISETRIP Network of Journey Planning Engines""",
AMISS,Active and Passive MIcrowaves for Security and Subsurface imaging,
HIGHGLYCAN,Methods for high-throughput (HTP) analysis of protein glycosylation,
VR-HYPERSPACE,The innovative use of virtual and mixed reality to increase human comfort by changing the perception of self and space,http://www.vr-hyperspace.eu/
INTERPREGGEN,Genetic studies of pre-eclampsia in Central Asian and European populations,
CARING,CAncer Risk and INsulin analoGues,
EURHYTHDIA,Chronotherapeutic lifestyle intervention for diabetes and obesity to reset the circadian rhythm and improve cardiometabolic risk in the European working population,http://www.eurhythdia.eu/
CANTOGETHER,Crops and ANimals TOGETHER,
NEO-CIRC,Dobutamine for NEOnatal CIRCulatory failure defined by novel biomarkers,http://www.neocirculation.eu/
QUASINANO,Quantum-mechanical simulations for the nanoscale,
IPERCOOL,Interpretation and Parameterization of Extremely Red COOL dwarfs,
SARISTU,Smart Intelligent Aircraft Structures,
PHARMACHILD,Long-term PHARMacovigilance for Adverse effects in Childhood arthritis focussing on Immune modulatory drugs,
PORRSCON,New tools and approaches to control Porcine Reproductive and Respiratory Syndrome (PRRS) in the EU and Asia,
ENVISION,European NoVel Imaging Systems for ION therapy,
DOUBLENANOMEM,Nanocomposite and Nanostructured Polymeric Membranes for Gas and Vapour Separations,http://www.itm.cnr.it/data/DoubleNanoMem/
RESGEN,RES Generation-From Infrastructure to Sustainable Energy and Reduction of CO2 Emissions,
MEMSCON,"""Radio Frequency Identification Tags Linked to on Board Micro-Electro-Mechanical Systems in a Wireless, Remote and Intelligent Monitoring and Assessment System for Maintenance of CONstructed Facilities""",
MAPICC 3D,One-shot Manufacturing on large scale of 3D up graded panels and stiffeners for lightweight thermoplastic textile composite structures,
ECEFA,Eco-efficient aluminium for Aircraft,
CROSSINGBOUNDARIES,Crossing Boundaries: Knowledge and Technology Transfer and Innovation,
