,title,projectUrl,acronym
1351,"Assessment and dissemination of strategies for the extraction of BIOACTIVE-NET compounds from tomato, olive and grape processing residues",http://www.bioactive-net.com,BIOACTIVE-NET
1352,Global Platform on EMERGING RISK in the Food and Feed chain,http://www.goglobalnetwork.eu,GO-GLOBAL
1353,Healthy feed for safety - Dissemination of research results of EC funded research on feed quality,http://www.feed-seg.net/,FEED - SEG
1354,"EU-Western Balkans network for training and the promotion of cooperation in research activities within the Food, Agriculture and Biotechnology area of FP7",http://www.balkan-fabnet.eu/,EU-BALKAN-FABNET
1355,Operational Management and Geo-decisional Prototype to track and trace agricultural production,http://www.otag-project.org/,OTAG
1356,Safe and high quality supply chains and networks for the citrus industry between Mediterranean partner Countries and Europe,http://www2.spi.pt/euromedcitrusnet,EUROMEDCITRUSNET
1357,European Technology Platform for the Agro-Food Sector: Food for Life,http://etp.ciaa.eu/asp/index.asp,EUFOOD4LIFE
1368,Functional Metal Organic Frameworks as Heterogeneous Catalysts,http://www.mofcat.com,MOFCAT
1373,Emerging Users Demands for Sustainable Solutions,http://www.sustainable-everyday.net/EMUDE/?page_id=85,EMUDE
1376,Enlarging fuel cells and hydrogen research co-operation,http://www.enfugen.net/,ENFUGEN
1379,New Energy Externalities Development for Sustainability,http://www.needs-project.org/,NEEDS
1388,"Realising Reliable, Durable, Energy Efficient and Cost Effective SOFC Systems (REAL-SOFC)",http://www.real-sofc.org/,REAL-SOFC
1389,A new PV wave making more efficient use of the solar spectrum (FULLSPECTRUM),http://www.fullspectrum-eu.org/,FULLSPECTRUM
1403,Seamless Public Urban Rail Transport (SPURT),http://www.lbf.fraunhofer.de/spurt,SPURT
1404,"Safe abandoning of ships, Improvement of current Life Saving Appliances Systems (SAFECRAFTS)",http://www.safecrafts.org,SAFECRAFTS
1408,European Concentrated Solar Thermal Road-Mapping (ECOSTAR),http://www.promes.cnrs.fr/ACTIONS/Europeenes/ecostar.htm,ECOSTAR
1409,Co-ordination action on Indoor Air Quality and Health Effects,http://www.envie-iaq.eu,ENVIE
1410,Scenarios for the transport system and energy supply and their potential effects (STEPS),http://www.steps-eu.com,STEPS
1412,Coordination Action on Advanced Sandwich Structures in the Transportation Industry (SANDCORE),http://www.sandcore.net/,SAND.CORE
1416,Methods and Tools for Evaluating the Contribution of Cohesion Policies to Sustainable Regional Development (SRD),http://www.srdtools.info/,SRDTOOLS
1420,Network of Excellence on Advanced Passive Safety (APSN),http://www.passivesafety.com/,APSN
1421,The KTH cluster of research infrastructures in sustainable thermal power generation,http://www.energy.kth.se,SUSPOWER
1426,Undocumented Worker Transitions: Compiling evidence concerning the boundaries and processes of change in the status and work of undocumented workers in Europe,http://www.undocumentedmigrants.eu/home.cfm,UWT
1428,Evaluation of the promotion of Offshore Aquaculture Through a Technology Platform,http://www.offshoreaqua.com/,OATP
1432,Flexible electricity networks to integrate the expected 'energy evolution',http://www.fenix-project.org/,FENIX
1436,Seismic Analysis of the Lithosphere Via Advanced processing techniques and access to Deep Ocean Recorders during Exploration,http://www.ifm-geomar.de/,SALVADORE
1438,Extreme ecosystems studies in the deep ocean: technological developments,http://w3.Ifremer.fr/exocetd,EXOCET/D
1440,A Regional Model for Integrated Water Management in Twinned River Basins,http://www.rivertwin.de/,RIVERTWIN
1441,Implementation of high-throughput genomic approaches to investigate the functioning of marine ecosystems and the biology of marine organisms,http://www.marine-genomics-europe.org,MARINE GENOMICS
1449,Visual and acoustical impact of wind farms on residents,http://www.rug.nl/wewi/dewetenschapswinkels/natuurkunde/onderzoek/windfarmperceptionproject/index?lang=en,WINDFARMPERCEPTION
1451,Intelligent Materials for Active Noise Reduction,http://www.inmar.info/start.htm,INMAR
1454,Health monitoring of aircraft by Nonlinear Elastic Wave Spectroscopy,http://www.kuleuven-kortrijk.be/aeronews/,AERO-NEWS
1455,Coordinating energy security of supply actions,http://www.cessa.eu.com/,CESSA
1456,Competiveness effects of environmental tax reforms,http://www2.dmu.dk/cometr/,COMETR
1457,CAse Study Comparisons And Development of Energy Models for INtegrated Technology Systems (CASCADE MINTS),http://www.e3mlab.ntua.gr/cascade.html,CASCADE MINTS
1458,Co-ordinated Action on Ocean Energy,http://www.wave-energy.net/,CA-OE
1467,Aircraft Reliability Through Intelligent Materials Application,http://www.aero.upm.es/artima/,ARTIMA
1468,Assessment of biorefinery concepts and the implications for agricultural and forestry policy,http://www.biorefinery.nl/biopol/,BIOPOL
1470,Mapping and Comparing Oils,http://www.mac-oils.eu,MAC-OILS
1471,Further Improvement and System Integration of High Temperature Polymer Electrolyte Membrane Fuel Cells (FURIM),http://www.furim.com/,FURIM
1472,Improved Material Exploitation at Safe Design of Composite Airframe Structures by Accurate Simulation of Collapse,http://www.cocomat.de/,COCOMAT
1474,World Energy Technology Outlook - 2050 (WETO-H2),http://www.enerdata.fr/enerdatauk/news/weto.html,WETO-H2
1479,European geothermal project for the construction of a scientific pilot plant based on an Enhanced Geothermal System (EGS PILOT PLANT),http://www.soultz.net/,EGS PILOT PLANT
1483,Seminars preventive conservation and monitoring of the architectural heritage,http://www.sprecomah.eu,SPRECOMAH
1487,Policy pathways to promote the development and adoption cleaner technologies,http://www.popa-ctda.net/,POPA-CTDA
1490,Overcoming Barriers to Bioenergy (NOE-BIOENERGY),http://www.bioenergynoe.org/,NOE-BIOENERGY
1493,Advanced Interactive Materials by Design,http://www.aims-eu.de/,AIMS
1494,Secure and Harmonised European Electronic Logbook,http://ipsc.jrc.ec.europa.eu/showca.php?id=22,SHEEL
1496,Renewable fuels for advanced powertrains (RENEW),http://www.renew-fuels.com,RENEW
1498,FUNCTIONALISED ADVANCED MATERIALS ENGINEERING OF HYBRIDS AND CERAMICS,http://www.famenoe.org/,FAME
1499,High Temperature Thermochemical Cycles (HYTHEC),http://www.hythec.org/,HYTHEC
1500,Automated Repair and Overhaul System for Aero Turbine Engine Components (AROSATEC),http://www.arosatec.com/front_content.html,AROSATEC
1504,SOFC Fuel cell fueled by biomass gasification gas,http://gfc.force.dk/cms/site.aspx?p=2408,GREEN-FUEL-CELL
1507,Improved Methods for the Assessment of the Generic Impact of Noise in the Environment,http://www.imagine-project.org/,IMAGINE
1514,Sustainable Electrical & Electronic System for the Automotive Sector ( SEES),http://www.sees.eu.com,SEES
1515,New elemental and molecular depth profiling analysis of advanced materials by modulated radio frequency glow discharge time of flight mass spectrometry,http://www.emdpa.eu/,EMDPA
1516,"Competition Policy Foundations for Trade Reform, Regulatory Reform, and Sustainable Development",http://www.cpftr.org/cpftr/,CPFTR
1517,Tax/benefit systems and growth potential of the EU,http://www.taxben.org/,TAXBEN
1518,"Ageing, Health Status and Determinants of Health Expenditure",http://www.enepri.org/ahead,AHEAD
1519,"Biology, health and environmental education for better citizenship",http://projectos.iec.uminho.pt/projeuropa/,BIOHEAD-CITIZEN
1520,Pan-European research infrastructure on high performance computing for the science of 21st century,http://www.hpc-europa.org,HPC-EUROPA
1524,Systems biology for medical applications,http://www.sysbiomed.org,SYSBIOMED
1525,Development of new therapeutic substances and strategies for treatment of pain in patients with advanced stages of cancer,http://www.normolife.eu/,NORMOLIFE
1526,Self-Assembled semiconductor Nanostructures for new Devices in photonics and Electronics,http://www.sandie.org/,SANDIE
1527,The flexible professional in the knowledge society new demands on higher education in Europe,http://www.reflexproject.org,REFLEX
1529,Training program for future Bioentrepreneurs,http://www.eurobiobiz.com,BIOBIZ 4
1531,Integrating Research and Standardisation,http://www-i4.informatik.rwth-aachen.de/Interest/home.html,INTEREST
1532,Replacement of Copper Fungicides in Organic Production of Grapevine and Apple in Europe,http://www.rep-co.nl,REPCO
1534,IMPACTS OF AGRICULTURAL TRADE LIBERALIZATION BETWEEN THE EU AND MEDITERRANEAN COUNTRIES,http://eumed-agpol.iamm.fr/,EU-MED AGPOL
1535,Emerging Nanopatterning Methods,http://www.NaPaIP.org,NAPA
1539,"Risk analysis for Phytophthora ramorum, a newly recognised pathogen threat to Europe and the cause of Sudden Oak Death in the USA",http://rapra.csl.gov.uk/,RAPRA
1541,Integrated Tyre and Road Interaction (ITARI),http://www.ta.chalmers.se/research.php?page=vibgrptyre,ITARI
1543,Novel ceramic thin Film based Scintillator for high resolution X-Ray imaging,http://www.scintax.eu/,SCINTAX
1545,Market and Trade Policies for Mediterranean Agriculture: the case of fruit/vegetable and olive oil,http://medfrol.maich.gr/,MEDFROL
1546,Pro-active management of the Impact of Cultural Tourism upon Urban Resources and Economies,http://www.picture-project.com,PICTURE
1547,Knowledge Economy Indicators: Development of Innovative and Reliable Indicator Systems,http://www.uni-trier.de/index.php?id=27413,KEI
1548,Network of European Brain and Tissue Banks for Clinical and Basic Neuroscience,http://www.brainnet-europe.org,BRAINNET EUROPE II
1550,"Platform of information services for the coordination of rare disease research with various stakeholders from research, SMEs and patient organisations and the coordination of early clinical trials",http://www.orpha.net,ORPHANPLATFORM
1552,Impact of Environmental Agreements of the CAP,http://www.ieep.eu/projectminisites/meacap/index.php,MEACAP
1553,THE IMPACTS OF THE RULES IPR RULES ON SUSTAINABLES DEVELOPMENT,http://ecologic.eu/1357,IPDEV
1554,"The acquisition of nationality in EU Member states: rules, practices and quantitative developments",http://www.imiscoe.org/index.php?option=com_content&view=category&layout=blog&id=26&Itemid=31,NATAC
1555,A European Multimedia Repository of Science,http://www.eusem.com,EMRS
1556,Consensus networking on alternative methods within Europe,http://www.ecopa.eu,CONAM
1559,Power generation during loading and unloading,http://www.sintef.no/plug,PLUG
1566,The Political Economy of Governance in the Euro-Mediterranean Partnership,http://www.go-euromed.org/,GO-EUROMED
1568,IConnectEU - Developing and testing a model for integrated dissemination of outcomes from complementary research projects,http://www.iconnecteu.org,ICONNECTEU
1569,Governance for Sustainability,http://www.gfors.eu,G-FORS
1570,Towards Sustainable Sugar Industry in Europe,http://www.tossie.pw.plock.pl/,TOSSIE
1573,Major Ageing and Gender Issues in Europe,http://www.maggie-project.org,MAGGIE
1575,Understanding Privatisation Policy: Political Economy and Welfare Effects,http://www.privatizationbarometer.net/upp/,UPP
1576,Transnational Learning through Local Experimenting - The creation of Dynamic Complementarities between Economy and Society,http://www.hse.fi/translearn,TRANSLEARN
1577,Fostering the rebirth of social sciences and humanities in the Central Asia,http://phoenix.irc.ee/?menu=about,PHOENIX
1578,EU Eastern Neighborhood: Economic Potential and Future Development,http://www.enepo.case.com.pl/ ,ENEPO
1579,Global Migration From the Eastern Mediterranean and Eurasia: Security and Human Rights Challenges to Europe,http://www.kora.metu.edu.tr/glomig/,GLOMIG
1582,CONverging TECnologies and their impact on Social Sciences and Humanities,http://www.contecs.fraunhofer.de,CONTECS
1584,Think and Act,http://www.think-and-act.eu/,THINK AND ACT
1587,Promoting comparative quantitative research in the field of migration and integration in Europe,http://www.prominstat.eu,PROMINSTAT
1588,Supporting International Networking and Cooperation in Educational REsearch,http://www.sincere-network.org,SINCERE
1589,Social Knoledge for e-Governance,http://www.tinyurl.com/eRepProject,EREP
1592,Project on Social Sciences and European Research Capacities,http://www.techresp.eu/,SS-ERC
1594,Growing Inequality and Social Innovation: Alternative Knowledge and Practice in Overcoming Social Exclusion in Europe,http://katarsis.ncl.ac.uk/index.html,KATARSIS
1595,Improvement and spatial extension of the European Fish Index,http://efi-plus.boku.ac.at/,EFI+
1597,Safe Management of Mining Waste and Waste Facilities,http://www.safemanmin.eu,SAFEMANMIN
1600,Policy incentives for climate change mitigation techniques,http://www.climatechangeintelligence.baastel.be/piccmat/index.php,PICCMAT
1602,Science-Policy Interfacing in support of the water framework directive implementation,http://www.spi-water.eu,SPI-WATER
1603,Measuring ECO-innovation: ecological and economic performance and derived indicators,http://www.eco-innovation.eu/,ECODRIVE
1604,Measuring Eco-innovation,http://www.merit.unu.edu/MEI/,MEI
1609,Roll-to-roll manufacturing technology for high efficient multi-junction thin film silicon flexible photovoltaic modules,http://www.se-powerfoil.eu/,SE-POWERFOIL
1610,"Raising citizens and shakeholders awareness, acceptance and use of new regional and urban sustainibilty approaches in Europe",http://www.raise-eu.org,RAISE
1611,Biological procedures for diagnosing the status and predicting evolution of polluted environments,http://www.helmholtz-hzi.de/de/forschung,BIOTOOL
1613,Thresholds of Environmental Sustainability,http://www.thresholds-eu.org/,THRESHOLDS
1619,Knowledge and need assessment on pharmaceutical product in environmental waters,http://www.knappe-eu.org/,KNAPPE
1622,Coordination Action towards stable and low-cost organic solar cell technologies and their application,http://www.orgapvnet.eu/about/addedvalue.htm,ORGAPVNET
1624,Coordination Action on Risk Based Management of River Basins,http://www.riskbase.info/content.php?_document[ID]=5091&pageId=3349,RISK-BASE
1629,Low cost water test for developing countries - a preparatory study,http://www.aquatest-research.org/,AQUATEST
1630,Participatory multi-Level EO-assisted tools for irrigation water management and agricultural Decision-Support,http://www.pleiades.es,PLEIADES
1631,Network for the development of sustainable approaches for large-scale implementation of sanitation in Africa,http://www.netssaf.net/,NETSSAF
1632,"Resolving the impact of climatic processes on ecosystems of the North Atlantic basin and shelf seas: Integrating and advancing observation, monitoring, and prediction",http://www.globec.org/,BASIN
1634,Incorporation of Aquaporins in Membranes for Industrial Applications,http://www.membaq.eu/,MEMBAQ
1635,Integrating basic and applied knowledge on finfish reproduction,http://www.reprofish.eu/,REPROFISH
1637,A framework for fleet and area based fisheries management,http://www.azti.es/proyectos/aframe-un-marco-de-trabajo-para-la-flota-basado-en-el-area-de-gestion-de-la-pesca.html,AFRAME
1638,The future of European fisheries and aquaculture research,http://www.feufar.eu/,FEUFAR
1639,Interaction between environment and fisheries - a challenge to management,http://www.environment.fi/syke/ibefish,IBEFISH
1642,Assessment of Air Pollution Effects on Cultural Heritage - Management Strategies,http://www.corr-institute.se/cultstrat/web/page.aspx,CULT-STRAT
1643,GLOBAL CLIMATE CHANGE IMPACT ON BUILT HERITAGE AND CULTURAL LANDSCAPES,http://noahsark.isac.cnr.it,NOAHS ARK
1644,Adaptation of agriculture in European regions at environmental risk under climate change,http://www.adagio-eu.org/,ADAGIO
1646,Co-production on European research and future studies targeted at young people,http://www.futuredetectives.com,FUTURE DECTECTIVES
1647,Automated fish ageing,http://www.ifremer.fr/lasaa/anglais/aafisa.htm,AFISA
1648,Relationships between ecological and chemical status of surface waters,http://www.rebeca-net.de/,REBECCA
1649,EFFECTS OF THE EXPOSURE TO ELECTROMAGNETIC FIELDS: FROM SCIENCE TO PUBLIC HEALTH,http://web.jrc.ec.europa.eu/emf-net/,EMF-NET
1652,Permanent network to strengthen expertise on infectious diseases of aquaculture species and scientific advice to EU policy,http://www.europanda.net,PANDA
1653,"Horizontal Standards on Organic Micropollutants for Implementation of EU Directives on Sludge, Soil and Treated Bio-waste",http://www.ecn.nl/horizontal,HORIZONTAL-ORG
1658,Nephrops and CEtacean Species Selection Information and Technology,http://www.rivo.dlo.nl/sites/necessity/,NECESSITY
1659,WELFARE AND HEALTH IN SUSTAINABLE AQUACULTURE,http://wealth.imr.no/,WEALTH
1660,HArmonised environmental Indicators for pesticide Risk (HAIR),http://www.rivm.nl/rvs/risbeoor/modellen/hair.jsp,HAIR
1661,Integrated Tools to design and implement Agro Environmental Schemes,http://merlin.lusignan.inra.fr/itaes/website,ITAES
1662,Critical Interactions BEtween Species and their Implications for a PreCAUtionary FISheries Management in a variable Environment- a Modelling Approach,http://www.uni-hamburg.de/ihf/because.html,BECAUSE
1663,Screening method for Water data Information in support of the implementation of the Water Framework Directive,http://www.swift-wfd.com/,SWIFT-WFD
1664,Operational evaluation tools for fisheries management options,http://www.efimas.org/,EFIMAS
1667,FISHERIES INDEPENDENT SURVEY BASED OPERATIONAL ASSESSMENT TOOLS,http://www.ifremer.fr/drvecohal/fisboat/,FISBOAT
1668,"Highly efficient, High temperature, Hydrogen Production by Water Electrolysis",http://www.hi2h2.com/,HI2H2
1672,Monitoring and verification of CO2 storage and ECBM in Poland,http://www.movecbm.eu,MOVECBM
1673,CO2 capture using amine processes: International cooperation and exchange,http://www.caprice-project.eu/site/en/about02.php,CAPRICE
1676,Enhanced Capture of CO2 (ENCAP),http://www.encapco2.org/,ENCAP
1678,Network of Excellence on Geological Sequestration of CO2 (CO2GEONET),http://www.co2geonet.com,CO2GEONET
1681,Renewable energy from crops and agrowastes (CROPGEN),http://www.cropgen.soton.ac.uk/,CROPGEN
1690,Optimized Procedures and Techniques for IMprovement of Approach and Landing,http://www.optimal.isdefe.es/,OPTIMAL
1692,Towards European Collective Management of Public Intellectual Property for Agricultural Biotechnologies,http://www.epipagri.org/,EPIPAGRI
1693,Innovative non-thermal processing technologies to improve the quality and safety of ready-to-eat (RTE) meals,http://www.highqrte.eu,HIGHQ RTE
1694,East European Co-operation Network for International Joint Training in FP6/FP7 Food Quality and Safety for EU-Russia-Ukraine-Armenia-Belarus (R-U-A-B) Countries,http://ec.europa.eu/research/biosociety/food_quality/projects/110_en.html,INJOY AND TRAIN
1701,"Social quality and the changing relationships between work, care and welfare in Europe",http://www.abdn.ac.uk/socisci/research/nec/workcare,WORKCARE
1703,Support for sustainable transport research in Slovenia,http://www.transslo.com,TRANSSLOVRTD
1704,Véhicule Innovants d'Avenir,http://www.si-nos-villes-avaient-des-ailes.com/,VIA
1705,"Promoting and facilitating the participation of SMEs in FP7 EU RTD projects in Surface Transport - automotive, railways, waterborne",http://www.euro-trans.info/,EURO-TRANS_DAYS
1706,Sustainable mobility days,http://www.mobidays.eu/,MOBIDAYS
1707,Visualisation of the exposure of cyclists to traffic on roads,http://www.vectorproject.eu,VECTOR
1708,Development of a coherent approach to human biomonitoring in Europe,http://www.eu-humanbiomonitoring.org/,ESBIO
1712,Realising the economic potential of renewable resources - bioproducts from non-food crops,http://epobio.net/,EPOBIO
1713,Social Services in Multifunctional Farms - Social Farming,http://sofar.unipi.it/,SOFAR
1715,Safeguarded Cultural Heritage-Understanding and Viability for the Enlarged Europe,http://www.arcchip.cz,SAUVEUR
1716,"Agriculture for sustainable development: A dialogue on societal demand, pressures and options for policy",http://www.mtt.fi/sasspo/,SASSPO
1717,Registration of Biological Control Agents,http://www.rebeca-net.de,REBECA
1718,"Methodology Development towards a Label for Environmental, Social and Economic Buildings",http://www.LEnSEbuildings.com,LENSE
1719,Cross-compliance network,http://www.ieep.eu/projectminisites/crosscompliancenetworkproj/index.php,CC NETWORK
1721,"Acceptance of CO2 Capture, Storage - Economics, Policy, and Technology",http://www.accsept.org/,ACCSEPT
1722,Mapping and foresight of agricultural and food research capacity in the new member states and in the candidate countries,http://www.agrifoodresearch.net,EU-AGRI MAPPING
1725,European food consumption validation,http://www.efcoval.eu,EFCOVAL
1726,"Eating Out: Habits, Determinants and Recommendations for Consumers and the European Catering Sector",http://www.nut.uoa.gr/hector/about.asp,HECTOR
1727,READY-TO-EAT FOOD FOR BREAKFAST AND SPORT ACTIVITY WITH HIGH CONTENT OF NUTRACEUTICS PREVENTING DISEASE AND PROMOTING PUBLIC HEALTH,http://www.nutra-snacks.com/,NUTRA-SNACKS
1728,NOvel Vegetal-based Extracts Additives for CHEMical-Free FOOD,http://www.nochemfood.eu,NOCHEMFOOD
1732,Measuring the dynamics of organisations and work: proposed guidelines for collecting and interpreting data on organisational change and its economic and social impacts,http://www.MEADOW-project.eu,MEADOW
1733,European Social Survey Round 4 - Improving Social Measurement in Europe.,http://ess.nsd.uib.no/ess/round4/,ESS4
1735,Accurate Income Measurement for the Assessment of Public Policies,http://www.iser.essex.ac.uk/research/euromod/aim-ap-project,AIM-AP
1736,Understanding the Relationship between Knowledge and Competitiveness in the Enlarging European Union,http://www.iwh-halle.de/projects/uknow/index.html,U-KNOW
1737,"Research Infrastructure Wageningen NMR Centre: NMR in Agriculture, Food and Biology",http://www.wnmrc.wur.nl  ,WNMRC
1738,Researching Inequality through Science and Technology,http://www.resist-research.net,RESIST
1743,European Science Festival: Itinerant Exhibitions,http://esciential.festivalscienza.it/,ESCIENTIAL - I.E.
1744,Europe Science and the City: Promoting Scientific Culture at local level,http://www.escity.org,ESCITY
1748,NEw Standby Lidar InstrumEnt,http://neslie.iti.gr/index.php?page=about,NESLIE
1751,Networking on conservation and use of plant genetic resources in Europe and Asia,http://www.diverseeds.eu/,DIVERSEEDS
1752,European Union-Developing Countries Laser Processing Initiative,http://www.laser-zentrum-hannover.de/en/projects/index.php,EUDEVLAS
1754,Sustainable Pavements for European New Member States,http://spens.fehrl.org/,SPENS
1761,FORUM FOR ALLERGY PREVENTION,http://www.forallvent.info,FORALLVENT
1764,European research for the Latin-American Seafood industry,http://www.eurolatseaproject.eu,EUROLATSEA
1766,Current situation and potential of the bio-refinery concept in the EU : strategic framework and guidelines for its development,http://www.biorefinery-euroview.eu/biorefinery/public/index.html,BIOREFINERY EUROVIEW
1768,Hydrogen Railway Applications International Lighthouse,http://www.hyrail.eu/pages/introduction.html,HYRAIL
1769,New Materials for Extreme Environments,http://www.extremat.org/,EXTREMAT IP
1771,"Development of a harmonised ""European Hydrogen Energy RoAdmap"" by a balanced group of partners from industry, European regions and technical and socio-economic sceanario and modelling experts",http://www.hyways.de/,HYWAYS
1772,In-situ R&D Laboratory for Geological Storage of CO2 (CO2SINK),http://www.co2sink.org,CO2SINK
1773,Safety of Hydrogen as an Energy Carrier (HYSAFE),http://www.hysafe.org/,HYSAFE
1780,Integrated System for driver TRaining and Assessment using Interactive education tools and New training curricula for ALL modes of road transport,http://www.trainall-eu.org,TRAIN-ALL
1781,Automotive Chassis Development for 5-Days Cars,http://www.acdc-project.org/public/,AC-DC
1782,ECONOMICAL AND SUSTAINABLE PAVEMENT INFRASTRUCTURE FOR SURFACE TRANSPORT,http://dspace-unipr.cilea.it/bitstream/1889/728/1/Musacchi.pdf,ECOLANES
1785,LITEBUS-MODULAR LIGHTWEIGHT SANDWICH BUS CONCEPT,http://www.litebus.com/,LITEBUS
1786,Powered Two-wheelers (PTW) Integrated Safety,http://www.pisa-project.eu,PISA
1787,Non-noble catalysts for proton exchange membrane fuel cell anodes,http://fcanode.jrc.ec.europa.eu/participants.php,FCANODE
1788,Intelligent Route Guidance of Heavy Vehicles,http://heavyroute.fehrl.org/,HEAVYROUTE
1789,TAILORED ON-BOARD ACTIVATED AGENTS PRODUCTION FOR EXHAUST AFTERTREATMENT PERFORMANCE ENHANCEMENT,http://www.crf.it,TOP EXPERT
1791,Supervised implementation of sustainable urban transport concepts,http://www.transpower-rp6.org,TRANSPOWER
1792,Technology Platform for European Road Transport Research,http://www.ertrac.org/,ERTRAC II
1794,Design of improved and competitive products using an integrated decision support system for ship production and operation,http://www.anast-eu.ulg.ac.be,IMPROVE
1795,Strengthening road transport research cooperation between Europe and emerging international markets,http://www.simbaproject.org,SIMBA
1796,Central European Research in TrAnsport INfrastructure,http://certain.fehrl.org/,CERTAIN
1800,ASSESSMENT OF LIFE-CYCLE EFFECT OF REPAIRS ON TANKERS,http://alert.ncl.ac.uk/,ALERT
1810,Gender mainstreaming European transport research and policies; building the knowledge basis and mapping good practices,http://koensforskning.soc.ku.dk/projekter/transgen/,TRANSGEN
1812,Container Handling in Intermodal Nodes - Optimal and Secure,http://www.chinos-rfid.eu/,CHINOS
1813,Integration of two-component ceramic injection moulding for large-scale production of novel multifunctional ceramic components for automotive and railway applications,http://www.carcim.eu/,CARCIM
1814,Benchmarking of the European Hydrogen Energy Roadmap HyWays with International Partners,http://www.hyways-iphe.org/,HYWAYS-IPHE
1815,Installation permitting guidance for hydrogen and fuel cells stationary applications,http://www.hyperproject.eu/,HYPER
1816,"Form - it ""Take part in research""",http://www.form-it.eu,FORM-IT
1818,HOP! - Macro-economic impact of High Oil Price in Europe,http://www.hop-project.eu/,HOP!
1820,Establishment of an international strategic development between leading european technical universities with the aim of increasing the number of female professors in natural science and engineering,http://www.idealeague.org/tandemplus,TANDEMPLUS IDEA
1821,Survey of the University Career of Female Scientists at Life Sciences versus Technical Universities,http://www.unicafe.ee,UNICAFE
1822,Information for a choice: Empowering young women through learning for technical professions and science careers,http://www.ifac-project.eu,IFAC
1825,Assessing the Toxicity and Hazard of Non-dioxin-like PCBs present in food,http://ki.se/ki/jsp/polopoly.jsp?d=8551&a=30551&l=sv,ATHON
1826,Speeding collaborations in the life science and health domain of the European research area and beyond,http://www.spidera.eu/,SPIDERA FOR LIFE
1829,A pan-European women ambassadors programme bringing role models to schools and universities to stimulate and mobilise girls and young women for studies and careers in SET,http://www.set-routes.org,SET-ROUTES
1830,Science popularisation TV bringing those the knoweldge society to those not yet participating.,http://xlab.tv,XJENZA-TV
1831,Supporting SME-academia collaboration in the area of biomedical research in FP7 through efficient matching facilities and tailor-made information with special focus on NMS and ACC,http://www.smesgohealth.org,SMES GO HEALTH
1832,Training of young ScanBalt LSH Scientists in project and innovation management and economic exploitation,http://www.scanbalt.org/projects/finalised+projects/trayss+prime,TRAYSS PRIME
1833,Bio entrepreneur boot camp: starting life science companies,http://www.eurobiobiz.com,BIOBOOTCAMP
1834,Mapping health research in Europe,http://www.research4health.eu/,HR4E
1836,Development of research management training for doctoral research students,http://www.remat-project.eu,REMAT
1837,Intellectual property rights and assets management course,http://www.mci.edu/ipram,IPRAM
1839,Boost AUTOmotive SMEs participation IN FP7,http://www.auto-in-fp7.org,AUTO-IN
1844,Cellular Structures for Impact Performance,http://www.easn.net/supported-projects/celpact/,CELPACT
1846,Coordination Action of the European Network of Territorial Intelligence,http://www.territorial-intelligence.eu/caenti/,CAENTI
1847,Safety In Motion,http://www.sim-eu.org,SIM
1848,Post-treAtment for the next Generation Of Diesel Engines,http://www.transport-research.info/web/projects/project_details.cfm?id=28337&backlink=browse_funding.cfm&referer=europeanorigin*6%7cparentprogrammes*36084%7cispostback*true,PAGODE
1849,Information Network for Quiet European Road Surface Technologies,http://www.fehrl.org/?m=89,INQUEST
1850,Innovative particle trap system for future diesel engines,http://www.fev.com,IPSY
1853,Assessment and rehabilitation of Central European highway structures,http://www.transport-research.info/upload/documents/201002/20100215_124858_91224_trs%20road%20transport.pdf,ARCHES
1855,Hydrogen storage in carbon cones,http://www.hycones.eu,HYCONES
1856,Nanotechnology for advanced rechargeable polymer lithium batteries,http://www.nanopolibat.org/public/,NANOPOLIBAT
1858,Testing network for verification of air emissions abatement technologies,http://www.airtv.eu,AIRTV
1864,TRENDS AND INDICATORS FOR MONITORING THE EU THEMATIC STRATEGY ON SUSTAINABLE DEVELOPMENT OF URBAN ENVIRONMENT,http://cic.vtt.fi/projects/tissue/index2.html,TISSUE
1865,Sustainable batteries,http://www.battery-electric.com/,SUBAT
1866,Clean Hydrogen-rich Synthesis Gas,http://www.chrisgas.com/,CHRISGAS
1867,Action plan for high-priority renewable energy initiatives in Southern and Eastern Mediterranean area,http://www.remap-ec.eu/FR/Page_accueil_remap.php,REMAP
1870,Design of Effective and sustainable control strategies for LIVER fluke in Europe,http://www.deliver-project.eu/,DELIVER
1876,Europe - China Cooperation in Green Electronics Production Research,http://www.ecgepro.eu/,EC-GEPRO
1878,The smart Bio-adaptive Hand prosthesis,http://www.elmat.lth.se/~smarthand/,SMARTHAND
1882,Support for Sustainable Transport Research in Slovakia (SURFTRAN),http://www.utc.sk/cetra/cetraen/popisprojektusurftranen.htm,SURFTRAN
1884,Diamond to retina artificial micro-interface structures,http://www.neurons-on-diamond.org,DREAMS
1886,Freshly baked breads with improvement of nutritional quality and low energy demanding for the benefit of the consumer and of the environment.,http://eu-freshbake.eu/eufreshbake,EU-FRESHBAKE
1894,Composites-on-Tour-2,http://www.compositesontour.be,COT-2
1897,Opening channels of communication between the associated candidate countries and the EU in ecological farming,http://www.channel.uni-corvinus.hu/,CHANNEL
1899,Central European Centre for Women and Youth in Science,http://www.cec-wys.org,CEC-WYS
1901,"Towards functional foods for oral health care ? isolation, identification and evaluation of beverage and food components with anti-caries and/or anti-gingivitis activities",http://www.ucl.ac.uk/eastman/nutrident/index.php,NUTRIDENT
