title,projectUrl,acronym,return_code,redirect_url
Support for development and utilisation of Galileo applications in Poland and other accession countries (GALILEOAPP),http://galileo.kosmos.gov.pl,GALILEOAPP,200,
"Discovering Quorum sensing in industrially useful Fungi, a novel approach at molecular level for scaling-up in white biotech",http://www.quorumsensing.eu,QUORUM,403,
Harmonisation of standards and regulations for a sustainable hydrogen and fuel cell technology,http://www.harmonhy.com/,HARMONHY,200,
Immunomodulation and autoimmunity in cardiovascular disease and atherosclerosis,http://www.cvdimmune.com/,CVDIMMUNE,200,
Networking in the application of biosensors to pesticide detection in fruits and vegetables,http://www.biodet.eu/index.htm,BIODET,404,
Integrating social science research into cotton reform implementation lined with the international outlook,http://www.isscri.org/,ISSCRI2,[Errno -2] Name or service not known,
Irregular Migration: Counting the uncountable. Data and trends across Europe,http://clandestino.eliamep.gr/,CLANDESTINO,200,
Biomass fluidised bed gasification with in situ hot gas cleaning,http://www.aer-gas.de/index.php?l=B,AER-GAS II,200,
Assessing European capacity for geological storage of carbon dioxide,http://www.geocapacity.eu,EU GEOCAPACITY,200,
Priorities and strategies to support cultural heritage research activities within ECTP and future FP7 activities,http://www.ectp.org/chraf/default.htm,CHRAF,200,
Sustainable farm animal breeding and reproduction technology platform,http://www.fabretp.org/,FABRE-TP,301,http://www.fabretp.eu/
"Identification and assessment of training needs, methods and activities for the wider use of environmental technologies in key sectors",http://www.ettar.eu,ETTAR,301,http://ettar.eu/
Enlarging the theoretical understanding of rural development,http://www.etuderd.eu,ETUDE,[Errno -2] Name or service not known,
"Rural areas, people and innovative development",http://www.rapido-fp6.eu/,RAPIDO,403,
Hybrid High Energy Electrical Storage,http://wwwa.vito.be/hyheels/,HYHEELS,Server Error,
Holistic assessment of waste management technologies,http://holiwast.brgm.fr,HOLIWAST,200,
European Sustainable Electricity; Comprehensive Analysis of Future European Demand and Generation of European Electricity and its Security of Supply,http://www.eusustel.be/index.php,EUSUSTEL,302,https://www.eusustel.be/index.php
Reducing food processing waste,http://ec.europa.eu/research/biosociety/food_quality/projects/081_en.html,REPRO,200,
Crime repression costs in context,http://www.tsd.unifi.it/CRCC/,CRCC,404,
Free movement and equal living opportunities for all,http://www.livingall.eu,LIVINGALL,Server Error,
Novel Nanoscale Devices based on functional Oxide Interfaces,http://www.nanoxide.infm.it/,NANOXIDE,[Errno -2] Name or service not known,
Synthesis and nanotechnologial application of tethered silicates,http://www.sants-nanosilicates.com/,SANTS,200,
Glycans in body fluids - potential for disease diagnostics,http://www.lifecompetence.eu/index.php/kb_1/io_736/io.html,GLYFDIS,404,
"Life history transformations among HAB species, and the environmental and physiological factors that regulate them",http://www.icm.csic.es/bio/projects/seed,SEED,301,http://www.icm.csic.es/bio/projects/seed/
INTEGRATION OF MANUFACTURING SYSTEMS FOR MASS-MANUFACTURE OF MINIATURE/MICRO-PRODUCTS,http://www.masmicro.net,MASMICRO,200,
"NoE Research and facilities directed at instrumentation for manufacturing and analysis of single molecules and individual nanoclusters, targeted at life sciences",http://www.frontiers-eu.org/,FRONTIERS,200,
Biotechnology for Metal bearing materials in Europe,http://biomine.brgm.fr/,BIOMINE,200,
Micro-economic instruments for impact assessment of multifunctional agriculture to implement the Model of European Agriculture,http://www.mea-scope.org/,MEA-SCOPE,200,
The future for Patients in Europe,http://www.iese.edu/en/events/projects/health/home/home.asp,EUROPE FOR PATIENTS,200,
Health benefits and service costs in Europe,http://www.ehma.org/index.php?q=node/81,HEALTHBASKET,200,
Towards a Policy Model of Multifunctional Agriculture and Rural Development [TOP-MARD],http://ec.europa.eu/research/fp6/ssp/top_mard_en.htm,TOP-MARD,200,
CAPRI-DynaSpat - Common Agricultural Policy Regional Impact Assessment - The Dynamic and Spatial Dimension,http://www.agp.uni-bonn.de/agpo/rsrch/dynaspat/dynaspat_e.htm,CAPRI-DYNASPAT,404,
Sustainable introduction of GMO's into European Agriculture,http://www.inra.fr/sigmea/,SIGMEA,301,http://www6.inra.fr/sigmea/
European Dairy Industry Model,http://edim.vitamib.com,EDIM,200,
The Impact of Decoupling and Modulation in the Enlarged Union : a sectoral and farm level assessment,http://www.sli.lu.se/idema/idemahome.asp,IDEMA,[Errno -2] Name or service not known,
"A quantitative and qualitative assessment of the socio-economic and environmental impacts of decoupling of direct payments on agricultural production, markets and land use in the EU.",http://www.grignon.inra.fr/economie-publique/genedec/,GENEDEC,200,
Creation of Multinatiannual Management Plans for Commitment,http://www.cefas.co.uk/projects/creation-of-multi-annual-management-plans-for-commitment-(commit).aspx,COMMIT,404,
Research to support revision of the EU Regulation on organic agriculture,http://www.organic-revision.org,EEC 2092/91 REVISION,200,
Towards new generations of neuro-implantable devices: engineering NEUROns/carbon NANOtubes integrated functional units,http://www.NEURONANO.net,NEURONANO,200,
Synergetic Process Integration for Efficient Micro and Nano Manufacture,http://microsapient.tekniker.es/WebPartPages/Roadmapping.aspx,SAPIENT,timed out,
Nano-engineering biomimetic tactile sensors,http://www.nanobiotact.org,NANOBIOTACT,200,
Organic-Ferromagnetic hybrid interfaces for Spintronic applications,http://www.bo.ismn.cnr.it/spin/projects/ofspin,OFSPIN,301,http://www.bo.ismn.cnr.it/spin/projects/ofspin/
"ARCHAIA. Training seminars on research planning, conservation, characterisation and management in archaeological sites",http://www.archaia.eu,ARCHAIA,200,
"Types of interaction between economy, rural society, environment and agricultural activities in European regions",http://www.teresa-eu.info,TERESA,200,
Task 14 - New methods for calculating premiums in the rural development measures,http://www.macaulay.ac.uk/agrigrid/,AGRIGRID,200,
"Promoting and protecting mental health, supporting policy through integration of research, current approaches and practice",http://www.mentalhealthpromotion.net/,PROMENPOL,200,
Mainstreaming methodology for estimating the costs of crime,http://www.costsofcrime.org,MMECC,200,
EU bioenergy policies and their effects on rural areas and agriculture policies,http://agrinergy.ecologic.eu/index.html,AGRINERGY,[Errno -2] Name or service not known,
Mediterranean and Eastern European Countries as new immigration destinations in the European Union,http://www.idea6fp.uw.edu.pl/,IDEA,200,
Environmental change and forced migration scenarios,http://www.each-for.eu/,EACH-FOR,[Errno -5] No address associated with hostname,
Strengthening innovation processes for growth and development,http://www.insightproject.net/,IN-SIGHT,200,
Space weather and Europe and education tool with the Sun,http://sweets2007.eu/,SWEETS,200,
"Welcome to observations, news and demonstrations of European Research and Science 2007",http://www.playdecide.eu,WONDERS07,200,
Capacity-building for patient organisations to participate in Research Activities,http://www.eurordis.org/fr/content/capoira-renforcer-limplication-des-patients-dans-la-recherche,CAPOIRA,200,
The Behaviour of Aerosols Released to Ambient Air from Nanoparticle Manufacturing - A Pre-normative Study,http://research.dnv.com/nanotransport/,NANOTRANSPORT,200,
European Embryonal tumour Pipeline,http://www.eet-pipeline.eu/,E.E.T.-PIPELINE,[Errno -2] Name or service not known,
Neuroinformatics,http://www.incf.org,INCF,200,
International Structural Assessment Monitoring and Control,http://www.samco.org/isamco,I-SAMCO,301,http://www.samco.org/isamco/
European focus on red biotechnology with China,http://www.efbicred.com,EFBIC RED,[Errno -2] Name or service not known,
Effective and Acceptable Strategies for the Control of SARS in China and Europe,http://www.sarscontrolproject.org/,SARSCONTROL,200,
Cooperation Action within CCS China-EU,http://www.co2-coach.com/ ,COACH,200,
SUPPORTING THE PARTICIPATION OF ENVIRONMENTAL SMES FROM ASSOCIATED CANDIDATE COUNTRIES IN THE 6TH FRAMEWORK PROGRAMME,http://www.sme-environment.org/,SME ENVIRONMENT,timed out,
Exploring the ground - Fostering scientific understanding in primary schools,http://www.teaching-soil.eu/,EFSUPS,200,
Regions for research,http://www.regions4research.com/,R4R,200,
Coordination of RDI policies and their coherence with other policies in newly acceded countries,http://www.cognacproject.eu,COGNAC,403,
"CERTIFIED TRANS-NATIONAL TT- MANAGER"" - Building up a framework to qualify TT- Managers on a trans-national level and with mutual recognition",http://www.ttt-manager.eu,CERT-TTT-M,200,
"Best practices to bring research and innovation in European SME through the ""peer review"" method",http://www.europeer-sme-rp6.org/,EUROPEER SME,200,
European research infrastructures development watch,http://www.eridwatch.eu/,ERID-WATCH,[Errno -2] Name or service not known,
"Healthy and safe food for the future - A technology foresight Project in Bulgaria, Croatia, Czech Republic, Hungary, Romania and Slovakia",http://www.futurefood6.com,FUTUREFOOD6,[Errno -2] Name or service not known,
Biosafety Research Communication Network,http://www.gmo-safety.eu/en/biosafenet_navigator/562.docu.html,BIOSAFENET,[Errno -2] Name or service not known,
New materials with Ultra high k dielectric constant fOr TOmorrow wireless electronics,http://Nuoto.imm.cnr.it,NUOTO,200,
Bio-inspired assembly process for Micro- and Nano- Products,http://www.golem-project.eu/,GOLEM,[Errno -2] Name or service not known,
"Switchable multifunctional materials for quantitative monitoring temperature, ambient, and liGth exposure",http://www.bo.ismn.cnr.it/STAG/index,STAG,200,
Archive's tissues: improving molecular medicine research and clinical practice,http://www.impactsnetwork.eu/home.aspx?section=1,IMPACTS,200,
Sino-European Project on SARS Diagnostics and Antivirals,http://www.sepsda.eu,SEPSDA,200,
"Assessment and dissemination of strategies for the extraction of BIOACTIVE-NET compounds from tomato, olive and grape processing residues",http://www.bioactive-net.com,BIOACTIVE-NET,200,
Global Platform on EMERGING RISK in the Food and Feed chain,http://www.goglobalnetwork.eu,GO-GLOBAL,301,http://www.goglobalnetwork.eu/en/goglobal.htm
Healthy feed for safety - Dissemination of research results of EC funded research on feed quality,http://www.feed-seg.net/,FEED - SEG,[Errno -2] Name or service not known,
"EU-Western Balkans network for training and the promotion of cooperation in research activities within the Food, Agriculture and Biotechnology area of FP7",http://www.balkan-fabnet.eu/,EU-BALKAN-FABNET,[Errno -2] Name or service not known,
Operational Management and Geo-decisional Prototype to track and trace agricultural production,http://www.otag-project.org/,OTAG,[Errno -2] Name or service not known,
Safe and high quality supply chains and networks for the citrus industry between Mediterranean partner Countries and Europe,http://www2.spi.pt/euromedcitrusnet,EUROMEDCITRUSNET,301,http://www2.spi.pt/euromedcitrusnet/
European Technology Platform for the Agro-Food Sector: Food for Life,http://etp.ciaa.eu/asp/index.asp,EUFOOD4LIFE,timed out,
Functional Metal Organic Frameworks as Heterogeneous Catalysts,http://www.mofcat.com,MOFCAT,[Errno -2] Name or service not known,
Emerging Users Demands for Sustainable Solutions,http://www.sustainable-everyday.net/EMUDE/?page_id=85,EMUDE,302,http://www.sustainable-everyday-project.net/emude/2013/04/02/exchange-corner-in-radio-krakow/
Enlarging fuel cells and hydrogen research co-operation,http://www.enfugen.net/,ENFUGEN,403,
New Energy Externalities Development for Sustainability,http://www.needs-project.org/,NEEDS,200,
"Realising Reliable, Durable, Energy Efficient and Cost Effective SOFC Systems (REAL-SOFC)",http://www.real-sofc.org/,REAL-SOFC,200,
A new PV wave making more efficient use of the solar spectrum (FULLSPECTRUM),http://www.fullspectrum-eu.org/,FULLSPECTRUM,401,
Seamless Public Urban Rail Transport (SPURT),http://www.lbf.fraunhofer.de/spurt,SPURT,404,
"Safe abandoning of ships, Improvement of current Life Saving Appliances Systems (SAFECRAFTS)",http://www.safecrafts.org,SAFECRAFTS,[Errno -2] Name or service not known,
European Concentrated Solar Thermal Road-Mapping (ECOSTAR),http://www.promes.cnrs.fr/ACTIONS/Europeenes/ecostar.htm,ECOSTAR,404,
Co-ordination action on Indoor Air Quality and Health Effects,http://www.envie-iaq.eu,ENVIE,200,
Scenarios for the transport system and energy supply and their potential effects (STEPS),http://www.steps-eu.com,STEPS,200,
Coordination Action on Advanced Sandwich Structures in the Transportation Industry (SANDCORE),http://www.sandcore.net/,SAND.CORE,200,
Methods and Tools for Evaluating the Contribution of Cohesion Policies to Sustainable Regional Development (SRD),http://www.srdtools.info/,SRDTOOLS,200,
Network of Excellence on Advanced Passive Safety (APSN),http://www.passivesafety.com/,APSN,timed out,
The KTH cluster of research infrastructures in sustainable thermal power generation,http://www.energy.kth.se,SUSPOWER,302,http://www.kth.se/itm/inst/energiteknik
Undocumented Worker Transitions: Compiling evidence concerning the boundaries and processes of change in the status and work of undocumented workers in Europe,http://www.undocumentedmigrants.eu/home.cfm,UWT,200,
Evaluation of the promotion of Offshore Aquaculture Through a Technology Platform,http://www.offshoreaqua.com/,OATP,200,
Flexible electricity networks to integrate the expected 'energy evolution',http://www.fenix-project.org/,FENIX,500,
Seismic Analysis of the Lithosphere Via Advanced processing techniques and access to Deep Ocean Recorders during Exploration,http://www.ifm-geomar.de/,SALVADORE,200,
Extreme ecosystems studies in the deep ocean: technological developments,http://w3.Ifremer.fr/exocetd,EXOCET/D,timed out,
A Regional Model for Integrated Water Management in Twinned River Basins,http://www.rivertwin.de/,RIVERTWIN,200,
Implementation of high-throughput genomic approaches to investigate the functioning of marine ecosystems and the biology of marine organisms,http://www.marine-genomics-europe.org,MARINE GENOMICS,timed out,
Visual and acoustical impact of wind farms on residents,http://www.rug.nl/wewi/dewetenschapswinkels/natuurkunde/onderzoek/windfarmperceptionproject/index?lang=en,WINDFARMPERCEPTION,302,http://www.rug.nl/society-business/science-shops/beta-wetenschapswinkel/kennisdossiers-beta/windfarmperceptionproject/?lang=en
Intelligent Materials for Active Noise Reduction,http://www.inmar.info/start.htm,INMAR,200,
Health monitoring of aircraft by Nonlinear Elastic Wave Spectroscopy,http://www.kuleuven-kortrijk.be/aeronews/,AERO-NEWS,404,
Coordinating energy security of supply actions,http://www.cessa.eu.com/,CESSA,200,
Competiveness effects of environmental tax reforms,http://www2.dmu.dk/cometr/,COMETR,200,
CAse Study Comparisons And Development of Energy Models for INtegrated Technology Systems (CASCADE MINTS),http://www.e3mlab.ntua.gr/cascade.html,CASCADE MINTS,200,
Co-ordinated Action on Ocean Energy,http://www.wave-energy.net/,CA-OE,[Errno -2] Name or service not known,
Aircraft Reliability Through Intelligent Materials Application,http://www.aero.upm.es/artima/,ARTIMA,200,
Assessment of biorefinery concepts and the implications for agricultural and forestry policy,http://www.biorefinery.nl/biopol/,BIOPOL,200,
Mapping and Comparing Oils,http://www.mac-oils.eu,MAC-OILS,[Errno -2] Name or service not known,
Further Improvement and System Integration of High Temperature Polymer Electrolyte Membrane Fuel Cells (FURIM),http://www.furim.com/,FURIM,302,http://www.hugedomains.com/domain_profile.cfm?d=furim&e=com
Improved Material Exploitation at Safe Design of Composite Airframe Structures by Accurate Simulation of Collapse,http://www.cocomat.de/,COCOMAT,200,
World Energy Technology Outlook - 2050 (WETO-H2),http://www.enerdata.fr/enerdatauk/news/weto.html,WETO-H2,301,http://www.enerdata.net/enerdatauk/press-and-publication/enerdata-actualities/weto-h2-project.php
European geothermal project for the construction of a scientific pilot plant based on an Enhanced Geothermal System (EGS PILOT PLANT),http://www.soultz.net/,EGS PILOT PLANT,403,
Seminars preventive conservation and monitoring of the architectural heritage,http://www.sprecomah.eu,SPRECOMAH,200,
Policy pathways to promote the development and adoption cleaner technologies,http://www.popa-ctda.net/,POPA-CTDA,[Errno -2] Name or service not known,
Overcoming Barriers to Bioenergy (NOE-BIOENERGY),http://www.bioenergynoe.org/,NOE-BIOENERGY,200,
Advanced Interactive Materials by Design,http://www.aims-eu.de/,AIMS,200,
Secure and Harmonised European Electronic Logbook,http://ipsc.jrc.ec.europa.eu/showca.php?id=22,SHEEL,301,https://ec.europa.eu/jrc/en/institutes/ipsc/?id=22
Renewable fuels for advanced powertrains (RENEW),http://www.renew-fuels.com,RENEW,200,
FUNCTIONALISED ADVANCED MATERIALS ENGINEERING OF HYBRIDS AND CERAMICS,http://www.famenoe.org/,FAME,[Errno -2] Name or service not known,
High Temperature Thermochemical Cycles (HYTHEC),http://www.hythec.org/,HYTHEC,200,
Automated Repair and Overhaul System for Aero Turbine Engine Components (AROSATEC),http://www.arosatec.com/front_content.html,AROSATEC,[Errno -2] Name or service not known,
SOFC Fuel cell fueled by biomass gasification gas,http://gfc.force.dk/cms/site.aspx?p=2408,GREEN-FUEL-CELL,timed out,
Improved Methods for the Assessment of the Generic Impact of Noise in the Environment,http://www.imagine-project.org/,IMAGINE,200,
Sustainable Electrical & Electronic System for the Automotive Sector ( SEES),http://www.sees.eu.com,SEES,[Errno -2] Name or service not known,
New elemental and molecular depth profiling analysis of advanced materials by modulated radio frequency glow discharge time of flight mass spectrometry,http://www.emdpa.eu/,EMDPA,200,
"Competition Policy Foundations for Trade Reform, Regulatory Reform, and Sustainable Development",http://www.cpftr.org/cpftr/,CPFTR,[Errno -2] Name or service not known,
Tax/benefit systems and growth potential of the EU,http://www.taxben.org/,TAXBEN,200,
"Ageing, Health Status and Determinants of Health Expenditure",http://www.enepri.org/ahead,AHEAD,404,
"Biology, health and environmental education for better citizenship",http://projectos.iec.uminho.pt/projeuropa/,BIOHEAD-CITIZEN,[Errno -2] Name or service not known,
Pan-European research infrastructure on high performance computing for the science of 21st century,http://www.hpc-europa.org,HPC-EUROPA,200,
Systems biology for medical applications,http://www.sysbiomed.org,SYSBIOMED,200,
Development of new therapeutic substances and strategies for treatment of pain in patients with advanced stages of cancer,http://www.normolife.eu/,NORMOLIFE,[Errno -2] Name or service not known,
Self-Assembled semiconductor Nanostructures for new Devices in photonics and Electronics,http://www.sandie.org/,SANDIE,200,
The flexible professional in the knowledge society new demands on higher education in Europe,http://www.reflexproject.org,REFLEX,200,
Training program for future Bioentrepreneurs,http://www.eurobiobiz.com,BIOBIZ 4,200,
Integrating Research and Standardisation,http://www-i4.informatik.rwth-aachen.de/Interest/home.html,INTEREST,200,
Replacement of Copper Fungicides in Organic Production of Grapevine and Apple in Europe,http://www.rep-co.nl,REPCO,301,http://www.wageningenur.nl/nl/Expertises-Dienstverlening/Onderzoeksinstituten/Plant-Research-International.htm
IMPACTS OF AGRICULTURAL TRADE LIBERALIZATION BETWEEN THE EU AND MEDITERRANEAN COUNTRIES,http://eumed-agpol.iamm.fr/,EU-MED AGPOL,200,
Emerging Nanopatterning Methods,http://www.NaPaIP.org,NAPA,200,
"Risk analysis for Phytophthora ramorum, a newly recognised pathogen threat to Europe and the cause of Sudden Oak Death in the USA",http://rapra.csl.gov.uk/,RAPRA,[Errno -2] Name or service not known,
Integrated Tyre and Road Interaction (ITARI),http://www.ta.chalmers.se/research.php?page=vibgrptyre,ITARI,200,
Novel ceramic thin Film based Scintillator for high resolution X-Ray imaging,http://www.scintax.eu/,SCINTAX,[Errno -2] Name or service not known,
Market and Trade Policies for Mediterranean Agriculture: the case of fruit/vegetable and olive oil,http://medfrol.maich.gr/,MEDFROL,302,http://medfrol.maich.gr/pages/main
Pro-active management of the Impact of Cultural Tourism upon Urban Resources and Economies,http://www.picture-project.com,PICTURE,200,
Knowledge Economy Indicators: Development of Innovative and Reliable Indicator Systems,http://www.uni-trier.de/index.php?id=27413,KEI,200,
Network of European Brain and Tissue Banks for Clinical and Basic Neuroscience,http://www.brainnet-europe.org,BRAINNET EUROPE II,200,
"Platform of information services for the coordination of rare disease research with various stakeholders from research, SMEs and patient organisations and the coordination of early clinical trials",http://www.orpha.net,ORPHANPLATFORM,301,http://www.orpha.net/consor/cgi-bin/index.php
Impact of Environmental Agreements of the CAP,http://www.ieep.eu/projectminisites/meacap/index.php,MEACAP,404,
THE IMPACTS OF THE RULES IPR RULES ON SUSTAINABLES DEVELOPMENT,http://ecologic.eu/1357,IPDEV,200,
"The acquisition of nationality in EU Member states: rules, practices and quantitative developments",http://www.imiscoe.org/index.php?option=com_content&view=category&layout=blog&id=26&Itemid=31,NATAC,404,
A European Multimedia Repository of Science,http://www.eusem.com,EMRS,[Errno -2] Name or service not known,
Consensus networking on alternative methods within Europe,http://www.ecopa.eu,CONAM,200,
Power generation during loading and unloading,http://www.sintef.no/plug,PLUG,200,
The Political Economy of Governance in the Euro-Mediterranean Partnership,http://www.go-euromed.org/,GO-EUROMED,200,
IConnectEU - Developing and testing a model for integrated dissemination of outcomes from complementary research projects,http://www.iconnecteu.org,ICONNECTEU,200,
Governance for Sustainability,http://www.gfors.eu,G-FORS,200,
Towards Sustainable Sugar Industry in Europe,http://www.tossie.pw.plock.pl/,TOSSIE,200,
Major Ageing and Gender Issues in Europe,http://www.maggie-project.org,MAGGIE,[Errno -2] Name or service not known,
Understanding Privatisation Policy: Political Economy and Welfare Effects,http://www.privatizationbarometer.net/upp/,UPP,200,
Transnational Learning through Local Experimenting - The creation of Dynamic Complementarities between Economy and Society,http://www.hse.fi/translearn,TRANSLEARN,302,http://www.aalto.fi/translearn
Fostering the rebirth of social sciences and humanities in the Central Asia,http://phoenix.irc.ee/?menu=about,PHOENIX,200,
EU Eastern Neighborhood: Economic Potential and Future Development,http://www.enepo.case.com.pl/ ,ENEPO,301,http://www.case-research.eu/en/node/57048
Global Migration From the Eastern Mediterranean and Eurasia: Security and Human Rights Challenges to Europe,http://www.kora.metu.edu.tr/glomig/,GLOMIG,301,http://kora.metu.edu.tr/glomig/
CONverging TECnologies and their impact on Social Sciences and Humanities,http://www.contecs.fraunhofer.de,CONTECS,[Errno -2] Name or service not known,
Think and Act,http://www.think-and-act.eu/,THINK AND ACT,301,http://think-and-act.eu/
Promoting comparative quantitative research in the field of migration and integration in Europe,http://www.prominstat.eu,PROMINSTAT,302,http://www.prominstat.eu/drupal/node/64
Supporting International Networking and Cooperation in Educational REsearch,http://www.sincere-network.org,SINCERE,[Errno -2] Name or service not known,
Social Knoledge for e-Governance,http://www.tinyurl.com/eRepProject,EREP,301,http://megatron.iiia.csic.es/eRep/?q=node/93
Project on Social Sciences and European Research Capacities,http://www.techresp.eu/,SS-ERC,200,
Growing Inequality and Social Innovation: Alternative Knowledge and Practice in Overcoming Social Exclusion in Europe,http://katarsis.ncl.ac.uk/index.html,KATARSIS,200,
Improvement and spatial extension of the European Fish Index,http://efi-plus.boku.ac.at/,EFI+,200,
Safe Management of Mining Waste and Waste Facilities,http://www.safemanmin.eu,SAFEMANMIN,200,
Policy incentives for climate change mitigation techniques,http://www.climatechangeintelligence.baastel.be/piccmat/index.php,PICCMAT,200,
Science-Policy Interfacing in support of the water framework directive implementation,http://www.spi-water.eu,SPI-WATER,[Errno -2] Name or service not known,
Measuring ECO-innovation: ecological and economic performance and derived indicators,http://www.eco-innovation.eu/,ECODRIVE,200,
Measuring Eco-innovation,http://www.merit.unu.edu/MEI/,MEI,301,http://www.merit.unu.edu/meide-conference-9/
Roll-to-roll manufacturing technology for high efficient multi-junction thin film silicon flexible photovoltaic modules,http://www.se-powerfoil.eu/,SE-POWERFOIL,200,
"Raising citizens and shakeholders awareness, acceptance and use of new regional and urban sustainibilty approaches in Europe",http://www.raise-eu.org,RAISE,200,
Biological procedures for diagnosing the status and predicting evolution of polluted environments,http://www.helmholtz-hzi.de/de/forschung,BIOTOOL,301,https://www.helmholtz-hzi.de/
Thresholds of Environmental Sustainability,http://www.thresholds-eu.org/,THRESHOLDS,200,
Knowledge and need assessment on pharmaceutical product in environmental waters,http://www.knappe-eu.org/,KNAPPE,301,http://knappe-eu.org/
Coordination Action towards stable and low-cost organic solar cell technologies and their application,http://www.orgapvnet.eu/about/addedvalue.htm,ORGAPVNET,timed out,
Coordination Action on Risk Based Management of River Basins,http://www.riskbase.info/content.php?_document[ID]=5091&pageId=3349,RISK-BASE,200,
Low cost water test for developing countries - a preparatory study,http://www.aquatest-research.org/,AQUATEST,[Errno -2] Name or service not known,
Participatory multi-Level EO-assisted tools for irrigation water management and agricultural Decision-Support,http://www.pleiades.es,PLEIADES,200,
Network for the development of sustainable approaches for large-scale implementation of sanitation in Africa,http://www.netssaf.net/,NETSSAF,302,http://www.hugedomains.com/domain_profile.cfm?d=netssaf&e=net
"Resolving the impact of climatic processes on ecosystems of the North Atlantic basin and shelf seas: Integrating and advancing observation, monitoring, and prediction",http://www.globec.org/,BASIN,200,
Incorporation of Aquaporins in Membranes for Industrial Applications,http://www.membaq.eu/,MEMBAQ,[Errno -2] Name or service not known,
Integrating basic and applied knowledge on finfish reproduction,http://www.reprofish.eu/,REPROFISH,200,
A framework for fleet and area based fisheries management,http://www.azti.es/proyectos/aframe-un-marco-de-trabajo-para-la-flota-basado-en-el-area-de-gestion-de-la-pesca.html,AFRAME,404,
The future of European fisheries and aquaculture research,http://www.feufar.eu/,FEUFAR,[Errno -2] Name or service not known,
Interaction between environment and fisheries - a challenge to management,http://www.environment.fi/syke/ibefish,IBEFISH,404,
Assessment of Air Pollution Effects on Cultural Heritage - Management Strategies,http://www.corr-institute.se/cultstrat/web/page.aspx,CULT-STRAT,200,
GLOBAL CLIMATE CHANGE IMPACT ON BUILT HERITAGE AND CULTURAL LANDSCAPES,http://noahsark.isac.cnr.it,NOAHS ARK,timed out,
Adaptation of agriculture in European regions at environmental risk under climate change,http://www.adagio-eu.org/,ADAGIO,200,
Co-production on European research and future studies targeted at young people,http://www.futuredetectives.com,FUTURE DECTECTIVES,[Errno -2] Name or service not known,
Automated fish ageing,http://www.ifremer.fr/lasaa/anglais/aafisa.htm,AFISA,404,
Relationships between ecological and chemical status of surface waters,http://www.rebeca-net.de/,REBECCA,200,
EFFECTS OF THE EXPOSURE TO ELECTROMAGNETIC FIELDS: FROM SCIENCE TO PUBLIC HEALTH,http://web.jrc.ec.europa.eu/emf-net/,EMF-NET,404,
Permanent network to strengthen expertise on infectious diseases of aquaculture species and scientific advice to EU policy,http://www.europanda.net,PANDA,200,
"Horizontal Standards on Organic Micropollutants for Implementation of EU Directives on Sludge, Soil and Treated Bio-waste",http://www.ecn.nl/horizontal,HORIZONTAL-ORG,301,http://horizontal.ecn.nl/
Nephrops and CEtacean Species Selection Information and Technology,http://www.rivo.dlo.nl/sites/necessity/,NECESSITY,[Errno -2] Name or service not known,
WELFARE AND HEALTH IN SUSTAINABLE AQUACULTURE,http://wealth.imr.no/,WEALTH,200,
HArmonised environmental Indicators for pesticide Risk (HAIR),http://www.rivm.nl/rvs/risbeoor/modellen/hair.jsp,HAIR,404,
Integrated Tools to design and implement Agro Environmental Schemes,http://merlin.lusignan.inra.fr/itaes/website,ITAES,[Errno -2] Name or service not known,
Critical Interactions BEtween Species and their Implications for a PreCAUtionary FISheries Management in a variable Environment- a Modelling Approach,http://www.uni-hamburg.de/ihf/because.html,BECAUSE,404,
Screening method for Water data Information in support of the implementation of the Water Framework Directive,http://www.swift-wfd.com/,SWIFT-WFD,200,
Operational evaluation tools for fisheries management options,http://www.efimas.org/,EFIMAS,[Errno -2] Name or service not known,
FISHERIES INDEPENDENT SURVEY BASED OPERATIONAL ASSESSMENT TOOLS,http://www.ifremer.fr/drvecohal/fisboat/,FISBOAT,301,http://wwz.ifremer.fr/emh
"Highly efficient, High temperature, Hydrogen Production by Water Electrolysis",http://www.hi2h2.com/,HI2H2,200,
Monitoring and verification of CO2 storage and ECBM in Poland,http://www.movecbm.eu,MOVECBM,403,
CO2 capture using amine processes: International cooperation and exchange,http://www.caprice-project.eu/site/en/about02.php,CAPRICE,200,
Enhanced Capture of CO2 (ENCAP),http://www.encapco2.org/,ENCAP,200,
Network of Excellence on Geological Sequestration of CO2 (CO2GEONET),http://www.co2geonet.com,CO2GEONET,200,
Renewable energy from crops and agrowastes (CROPGEN),http://www.cropgen.soton.ac.uk/,CROPGEN,200,
Optimized Procedures and Techniques for IMprovement of Approach and Landing,http://www.optimal.isdefe.es/,OPTIMAL,200,
Towards European Collective Management of Public Intellectual Property for Agricultural Biotechnologies,http://www.epipagri.org/,EPIPAGRI,403,
Innovative non-thermal processing technologies to improve the quality and safety of ready-to-eat (RTE) meals,http://www.highqrte.eu,HIGHQ RTE,403,
East European Co-operation Network for International Joint Training in FP6/FP7 Food Quality and Safety for EU-Russia-Ukraine-Armenia-Belarus (R-U-A-B) Countries,http://ec.europa.eu/research/biosociety/food_quality/projects/110_en.html,INJOY AND TRAIN,200,
"Social quality and the changing relationships between work, care and welfare in Europe",http://www.abdn.ac.uk/socisci/research/nec/workcare,WORKCARE,404,
Support for sustainable transport research in Slovenia,http://www.transslo.com,TRANSSLOVRTD,[Errno -2] Name or service not known,
