,title,projectUrl,acronym
3258,Multi-disciplinary engineering design via unitary software applications,http://www/telecall.co.uk/~srcbae/medusa,MEDUSA
3260,Efficient handling of large matrices on high parallel computer systems with the Permas code,http://www.intes.de/parmat.html,PARMAT
3261,Optimizing compilers for embedded applications,http://www.wi.leidenuniv.nl/Oceans/,OCEANS
3264,Conductive characteristics and mass fabrication of nanoscale integrated circuit nanowires,http://www.zurich.ibm.com/pub/Other/Pronano/,NANOWIRES
3274,Object oriented and automated design and management of tools and manufacturing components,http://www.ait.org.uk/,ODEM
3275,Corba validation,http://www.opengroup.org/public/corval/,CORVAL
3278,Scientific computing and algebraic abstractions,http://www.ii.uib.no/saga,SAGA
3282,Randomized algorithms,http://cs.uni-bonn.de/info5/projects/rand-rec-en.html,RAND2
3283,Innovative signal processing exploiting chaotic dynamics,http://vdp.ucd.ie/research/INSPECT.html,INSPECT
3284,Kaizen information system and management support,http://www.txt.it/txtii-eng/sia/kiss.html,KISS
3285,Co-operative evaluation and dissemination of user group requirement by a European technology transfer and education network,http://www.lar.ee.upatras.gr/comind/index.html,CO-MIND
3288,Strategic research network systems for multimedia mobile computing,http://www.ele.kth.se/~taw,MEDIA
3289,Computational understanding of multiple images,http://www.inrialpes.fr/cumuli,CUMULI
3290,Visual intelligent recognition for secure banking services,http://www.dist.unige.it/virsbs/home-a.htm,VIRSBS
3291,Production planning and management in an extended enterprise,http://www.uninova.pt/~prodnet,PRODNET-II
3293,European framework initiative,http://www.nimblesite.com/euroframe,EUROFRAME
3295,Advanced man-machine interfaces for robot system applications,http://www.cee.etnoteam.it/amira/,AMIRA
3296,Electronic data interchange for the European maritime industry,http://www.biba.uni-bremen.de/projects/edimar,EDIMAR
3303,Mechanism for enabling HPCN technology transfer in Europe 1,http://www.hpcn-ttn.org,METIER1
3304,Mechanism for enabling HPCN technology transfer in Europe 2,http://www.hpcn-ttn.org,METIER2
3306,Novel approaches to Finnish industrial computing,http://www.csc.fi/ttn,FINNOVA
3308,Best practice for information technology in the textile industry,http://www.eurabxl.com/,BIT
3312,Application of new technologies in the field of CAD/CAM and rapid prototyping within the toys sector,http://www.dip-alicante.es/cenj/aiju.htm,TOYS-CIM
3316,MMP system for simulated nmr data analysis,http://www.rebeca-net.de,FAST-SIM
3318,Effectiveness in the virtual enterprise through the information infrastructure,http://net.onion.it/event/,EVENT
3322,Silicon quantum integrated circuits,http://www.sp.phy.cam.ac.uk/~dp109/SIQUIC.html,SIQUIC
3323,Exploiting HPCN in an engineering consultancy environment,http://www.man.ac.uk/MVC/research/RCNET/rcnet/,RCNET
3324,Technology transfer node Thuringia,http://www.tzm.de,TTN-T
3328,Nodo di transferimiento tecnologico a sistemi di operatori del manifatturiero e dei servizi,http://www.notsomad.org,NOTSOMAD
3329,Swedish HPCN technology transfer node at PDC,http://www.pdc.kth.se/pdcttn,PDC TTN
3333,Technology transfer node of machine vision in Finland,http://www.vtt.fi/ttn,TTNMV-SF
3336,Exploitation of synergies and co-operative actions leading to accelerated take-up and effectiveness,http://www.pac.soton.ac.uk/escalate.html,ESCALATE
3337,Irish centre for proactive transfer of advanced computing,http://www.icetact.tcd.ie,ICETACT
3338,CD-ROM embedded auditing tool and educational material,http://www.ime.nl/create,CREATE
3339,Intelligent actuation and measurements-pilot,http://www.pea.enel.it,IAM-PILOT
3341,Opportunities for re-engineering business processes through advanced it,http://www.prima-europe-wkshp.com/,ORBIT
3344,The Coulomb Blockade Applied to the Realisation of Electronics,http://qt.tn.tudelft.nl/CHARGE/,CHARGE
3350,An inspection technology transfer node,http://www2.y-net.gr/inno/,INNO
3357,Integrated modular solution for handling of flexible materials in an industrial environment,http://wwwipr.ira.uka.de/~paro/HANDFLEX/,HANDFLEX
3396,Biology and management in the control of lice on fish farms,http://www.ecoserve.ie/projects/sealice/,
3400,Commercial fish and European estuaries - priorities for management and research,http://www.hull.ac.uk/iecs/,
3405,"The influence of competitive interactions on the abundance of early benthic stage European lobster (Homarus gammarus (l.)), and hence on the carrying capacity of lobster habitat",http://www.anzwers.org/trade/lear/index.htm,LEAR (1)
3452,Safer and ecologically sound roadside safety systems through novel design with advanced polymeric composite,http://www.clc.tno.nl/projects/recent/ecosafe,ECOSAFE
3480,Standard software infrastructure for SCI-based parallel systems,http://www.dolphinics.no,SISCI
3482,Redistribution and activation phenomena in integrated circuit and device manufacturing,http://www.leb.e-technik.uni-erlangen.de/forsch/techsim/rapid1.html,RAPID
3483,Verifying industrial reactive systems,http://radon.ics.ele.tue.nl/~vires/,VIRES
3484,Dynamic task migration execution environment,http://www.esi.fr,DYNAMITE
3485,Fortran integrated tool set,http://www.vcpc.univie.ac.at/activities/projects/FITS,FITS
3486,Image processing operations for forensic support,http://www.esat.kuleuven.ac.be/~konijn/improofs.html,IMPROOFS
3494,Multimedia educational innovation network,http://www.lrf.gr/menon,MENON
3500,Software automated testing in a real time environment,http://en.wikipedia.org/wiki/Askja,SWAT
3516,Feature integration in requirements engineering,http://www.cs.bham.ac.uk/~mcp/fireworks/,FIREWORKS
3517,Computer algebra tools for handling ordinary differential equations,http://www-lmc.imag.fr/cathode2,CATHODE 2
3518,Working group in neuroinformatics and computational neuroscience,http://neuropeline.forwiss.tu-muenchen.de/wg.html,NEURO
3519,High brightness and novel waveguide laser diodes for information technology,http://www.femipol.uni-frankfurt.de,TRUE-BLUE
3520,Design framework for interactive story systems,http://www.dsclab.ece.ntua.gr/~defacto/default.htm,DEFACTO
3522,Miniaturized robot for micro manipulation,http://wwwipr.ira.uka.de/~santa/microrob.html,MINIMAN
3535,Spoken language dialogue systems and components - best practice development and evaluation,http://www.dit.ou.dk,DISC
3537,Traineeship for electronic publishing,http://www.y-net.gr/archimed,TREP
3544,Collaborative automotive network,http://www.expertel.fr/CANET/,CANET
3548,European multimedia educational software network,http://www.ermesnet.org/,ERMES
3549,Multimedia support network for fashion and style,http://www.modatrend.com,MULTIFAST
3641,STATE OF THE EARTH,http://www.cat.dk/earth,SOE
3644,IN-LINE PROCESS FOR THE ELECTROPICKLING OF STEEL WIRE ROD BY INTEGRATED RECYCLING MACHINE,http://www.otomec.it,
3645,INTEGRATED OPTICAL SENSOR FOR TRAFFIC LIGHT CONTROLLER,http://www.imec.be/bo/cmos/watchbird.html,WATCHBIRD
3647,Foundations of data warehouse quality,http://www.dbnet.ece.ntua.gr/~dwq/,DWQ
3648,High-performance computing and networking for technological and environmental risk management,http://www.ess.co.at/HITERM/,HITERM
3649,High performance parallel computing for medium sized retailers,http://137.251.53.228/hpretail/,HP-RETAIL
3816,Magnetic switching in submicron dots,http://homer.phy.cam.ac.uk/TFM_Home.html,MASSDOTS
3913,Applications of graph transformation,http://www.informatik.uni-bremen.de/grp/ag-ti/appligraph/home.html,APPLIGRAPH
3920,It tools for the manufacturing supply chain integration in the virtual corporation,http://www.carsa.es/car/virtualq/virtualq.htm,VIRTUALQ
3922,"Centre for accessing HPCN best practice information, technology and application environments",http://www.eurofast.de/ttn/,CAPRICE
3923,CEPBA-TTN,http://www.cepba.upc.es/ttn,CEPBA-TTN
3924,Danish HPCN technology transfer node,http://www.danhit.dk,DANHIT
3926,Economic design and construction with light weight aggregate concrete,http://www.sintef.no/bygg/sement/elcon,
3987,Financial assistance for transport integration in metropolitan areas,http://www.its.leeds.ac.uk/projects/fatima,FATIMA
4086,Electronic landscapes,http://escape.lancs.ac.uk,ESCAPE
4256,Ocean Margin Exchange II - Phase II,http://www.nbi.ac.uk/bodc/omex.html,OMEX II-II
4272,The establishment of an agricultural multimedia network,http://www.agrimmedia.org/,AGRIMMEDIA
4276,Model based and qualitative reasoning systems network,http://monet.aber.ac.uk/,MONET
4280,Reconfigurable optical processing for training and execution of large scale neural networks,http://www.cs.may.ie/staff/jkeating/,ROPE
4289,Modelling evaluating and formalising interactive systems using tasks and interaction objects,http://giove.cnuce.cnr.it/mefisto.html,MEFISTO
4291,"Electronic arenas for culture, performance, arts and entertainment",http://www.nada.kth.se/erena/,ERENA
4301,Populating inhabited information spaces,http://www.3dscanners.com,POPULATE
4307,Personalised and social navigation,http://www.sics.se/humle/projects/persona/web/index.html,PERSONA
4316,Sistema basico para patronaje de calzado,http://www.inescop.es,SIPECO
4318,Trans-European information dissemination on maritime industry related ICT projects,http://www.balance-bremen.de/marexpo,MAREXPO
4319,Working group on quality and information technology,http://www.produtec.de/r&d/q+it2,Q+IT2
4338,Graphical event driven interface specification and compilation,http://www.elet.polimi.it/people/crespi/gedisac.html,GEDISAC
4389,Train Crashworthiness for Europe Railway Vehicle Design and Occupant Protection,http://europa.eu.int/comm/research/growth/gcc/projects/safe-train.html or http://www.safetrain-project.com,SAFETRAIN
4399,Surf and Swash Zone Mechanics,http://www.wldelft.nl/sasme/sasme.htm,SASME
4400,Operational modelling for coastal zone management,http://www.pi.shuttle.de/hydromod/projects/OPCOM/OPCOM.html,OPCOM
4401,Scour Around Coastal Structures,http://www.isva.dtu.dk/Scarcost/scarcost.html,SCARCOST
4429,Making seismic reflection profiles available to the wider scientific community,http://www.soc.soton.ac.uk/CHD/seisweb/SEISCAN.html,SEISCAN
4433,Dynamic re-allocation of meshes for parallel finite element applications,http://www.cs.kuleuven.ac.be/cwis/research/natw/DRAMA.html,DRAMA
4435,Parallel crew rostering,http://www.ilog.fr,PARROT
4443,Power line communication ASIC,http://sminchisescu.ins.uni-bonn.de,POLICOM
4454,SEWER TECHNOLOGY FOR EUROPE,http://www.wrcplc.co.uk/rschnet/imug.com,STEAM
4455,CONSOLIDATION OF THE USE OF WALLINGFORD PROCEDURE IN FOUR MEMBER STATES,http://www.hrwallingford.co.uk,WALLINGFORD
4535,Wider dimension for best practice in engineering and manufacturing,http://ourworld.compuserve.com/homepages/peter_burton,WIDEBEAM
4536,Proposal for an additional WP to the Trans2000 TBP pilot,http://www.circle-era.net/,TRANS2000-AUS
4545,Enhance process modelling system for lean operations management,http://www.epsylon.democenter.it,EPSYLON
4546,Network for development and evaluation of numerically reliable software in control engineering and its implementation in production technologies,http://www.win.tue.nl/niconet/,NICONET
4547,Training Industry in StresS Measurement,http://www.isis.rl.ac.uk/engineering/trainss,
4550,Global Ocean Storage of Anthopogenic Carbon,http://www.ipsl.jussieu.fr/OCMIP,GOSAC
4615,Urban and periurban small and medium-sized enterprise development for sustainable vegetable production and marketing systems,http://www.puvep.com,
4635,High Resolution In-Situ Holographic Recording and Analysis of Marine Organisms and Particles,http://www.brunel.ac.uk/~phstprh/holopub/sld001.htm,HOLOMAR
4636,Automated identification and characterization of marine microbial populations,http://www.flowcytometry.org/,AIMS
4637,Prediction of Cohesive Sediment Transport and Bed Morphodynamics in Estuaries and Coastal Zones with Integrated Numerical Simulation Models,http://sun-hydr-01.bwk.kuleuven.ac.be/COSINUS/cosinus.html,COSINUS
4638,Ocean Colour for the Determination of Water Column Biological Processes,http://abyss.iopan.gda.pl/biocolor/,BIOCOLOR
4639,Coastal Study of Three-dimensional Sand Transport Processes and Morphodynamics,http://www.hrwallingford.co.uk/projects/COAST3D/index.html,COAST3D
4641,Characterization and observation of the seafloor with a new multi-beam front-scan sonar system,http://www.ccr.jussieu.fr/cosmos/,COSMOS
4667,Scale dependence of groundwater flow and contaminant transport in fractured rock,http://www.nrsc.no/SCALFRAC/index.html,
4683,Tantalum pentoxide photodeposition on silicon,http://nmrc.ucc.ie/projects/tops,TOPS
4689,Interactive music tuition,http://www.ilsp.gr/mustutor/MusTutor.htm,MUSTUTOR
4691,The characterization of flotation froth structure and colour by machine vision,http://www.hut.fi/HUT/Control/research_projects.html,CHACO
4692,Automated generalisation new technology,http://agent.ign.fr,AGENT
4693,Automatic radiosity simulation for complex and dynamic environments,http://www-imagis.imag.fr/ARCADE/ARCADE.html,ARCADE
4694,Inverse methods for wave propagation applications in time domain,http://www.arttic.com/projects/IMPACT/,IMPACT
4702,Step with intelligence for software engineering,http://www.stepwise.org/,STEPWISE
4719,Methodology and software tools oriented to KBE applications,http://www.kbe.coventry.ac.uk/moka,MOKA
4728,Standards for safety related complex electronic systems,http://www.safetynet.de,STSARCES
4737,AIT integration platform second phase,http://www.ait.renault.com/,AIT-IP2
4747,Supply chain management in construction industry,http://www.exnorm.com/r&d/summit/,SUMMIT
4749,Campiello - interacting in collaborative environments to promote and sustain the meeting between inhabitants and tourists,http://www.dsi.unimi.it/~campiello,CAMPIELLO
4753,Advanced distributed control system for on-site and on-line support for human operators in industrial plants,http://www.orsiweb.com/ESPRIT/ASSISTANT/index.htm,ASSISTANT
4755,System of integrated tools for the creation of multimedia contents delivered off-line and on-line,http://www.dbai.tuwien.ac.at/sitmoon/,SIT-MOON
4756,Enabling data sharing and business interactivity across the wood sector value by developing a custom set of internet based it tools,http://www.planet.gr/wit,WIT
4757,Management of knowledge using integrated tools for SMEs,http://www.pr-steyr.ac.at/~makeit,MAKE-IT SME
4761,European step centres network,http://www.uninova.pt/~escn,ESCN
4762,Improvement support for total quality management,http://www.btinternet.com/~web.key/impro/IMPRO.html,IMPRO
4763,Concurrent engineering network of excellence,http://esoce.pl.ecp.fr/ce-net,CE-NET
4785,Realistic simulation of light for general environments,http://www-imagis.imag.fr/SIMULGEN/SIMULGEN.html,SIMULGEN
4822,Critical instrumentation and control system,http://borneo.gmd.de/EES/crisys,CRISYS
4828,Example based language translation systems,http://hermes.zeres.de/Eutrans/,EUTRANS
4970,Memory hierarchy analysis and optimization tools for the end user,http://mhaoteu.prism.uvsq.fr/,MHAOTEU
4971,Control and co-ordination of complex distributed services,http://www.newcastle.research.ec.org/c3ds,C3DS
4972,Storage and retrieval by content of imaged documents,http://www.aetnet.it/stretch/index.htm,STRETCH
4974,High performance simulation for interactive design,http://www.beasy.com,HIPSID
4977,Joint industrial interface for end-users simulations,http://www.6s.org,JULIUS
4984,Environmental planning and control system for industrial logistic networks,http://www.lis.iao.fhg.de/epsilon/epsilon.htm,EPSILON
4986,Reverse logistics chain optimisation in a multi-user trading environment,http://www.rdm.iao.fhg.de/projekte/reloop/OVERVIEW-de.html,RELOOP
5009,Integration of business functions in manufacturing - a best practice approach,http://lms.mech.upatras.gr/Projects/BEP-IFM/index.htm,BEP-IFM
5010,Information technology for food production,http://www.it4food.is/,IT FOR FOOD
5016,Electron waveguides for quantum-based switching applications,http://www.ftf.lth.se/coop/Qswitch.html,Q-SWITCH
5023,Integrated supervisory control for production plant,http://www.icc.strath.ac.uk/research/incon.htm,IN CONTROL
5026,Rapid and dynamic knowledge access in distributed enterprise environment using mediator agents,http://www.isw.uni-stuttgart.de/runner,RUNNER
5035,VALIDATION OF SELECTIVE LASER SINTERING (SLS) FOR THE MANUFACTURE OF PROTOTYPE MOULDS IN THE TOY INDUSTRY,http://www.aiju.es,TOY SLS
5036,APPLICATION OF SOLID THERMOPLASTIC FILM ADHESIVES FOR THE BONDING FOOTWARE AND LEATHER GOODS,http://www.inescop.es/OBRADOR-ADH747,APLICALAMIADHE
5038,LONG DISTANCE TRANSPORT TECHNOLOGY FOR LIVE CRUSTACEANS,http://www.seafoodireland.com,TLC
5039,ADAPTATION AND VALIDATION OF A PLANT MODELING SOFTWARE (AMAP) TO STIMULATE LANDSCAPE CHANGES WITH 3D REALISTIC IMAGES FOR PLANNING,http://www.iaurif.org,IMAGO METROPOLIS
5048,DEVELOPMENT OF A LATEX-BASED TEST FOR A DIAGNOSIS OF TUBERCULOSIS THROUGH DETECTION OF MYCOBACTERIA IN THE URINE,http://www.biomerieux.fr,TMST
5049,COMPUTER AIDED ENVIRONMENTAL MANAGMENT INFORMATION SYSTEMS - NEW ENVIRONMENTAL TOOLS AND STANDARDS,http://www.ucc.ie,CAEMIS-NETS
5050,PROMOTING EUROPEAN INNOVATION CULTURE,http://rrz.uni-hamburg.de/kooperationsstelle-hh,PROINNO
5054,PATTERNING BY UV LASER MATERIAL REMOVAL,http://www.lzh.de,PURE
5055,ACOUSTIC RESONANT FREQUENCY TECHNIQUE IN ON-LINE INTEGRITY TESTING OF STRUCTURES,http://www.kuleuven.ac.be,ARTIST
5057,A NEW PROCESS FOR THE EXTRACTION OF HYDROCOLLOIDS,http://www.ericlebas.com,EXTRACTINOV
5058,Selection criteria for information technology systems,http://www.select-it.org.uk,SELECT-IT
5059,SUBSTITUTION PROJECTS FOR HEALTH AND ENVIRONMENT : LESSONS FROM RESULTS AND EXPERIENCES,http://www.bagroep.nl/sphere,SPHERE
5065,TRANSFER OF AN INNOVATIVE ELECTROCHROMIC WINDOW AND DISPLAY TECHNOLOGY TO THE EUROPEAN NTBF AND SME SECTORS,http://www.ucd.ie,NANOCHROME
5066,Fast drying inks for ceramic tiles decoration,http://www.keraben.comh,DRYCER
5072,FACILITATE FUND RAISING OF SMES PARTICIPATING IN COMMUNITY RTD ACTIVITIES,http://www.ipstrategies.be,VENTURE FINANCE
5073,REFRIGERATION EQUIPMENT MATERIALS DATA BANK,http://www.mpa.uni-stuttgart.de,REFMA DB
5074,DEVELOPMENT OF MUTILAYER STRUCTURAL THIN METAL SHEETS WITH CONVENTIONAL WORKABILLITY AND SUPERIOR OVERALL PERFORMANCE,http://popeye.itia.mi.cnr.it/iru/html/db/lo.html,MUSTMET
5077,APPLICATION OF LOW TEMPERATURE COFIRED MULTILAYER CERAMIC TECHNOLOGY AND FLIP-CHIP ASSEMBLY TECHNOLOGY FOR SWITCHING CONVERTERS,http://www2.vol.at/tridonic/,AMFAS
5152,Design for Structural Safety under Extreme Loads,http://research.germanlloyd.de/Projects/DEXTREMEL/index.html,DEXTREMEL
5200,Mechatronic technologies for trains of the future,http://www.lboro.ac.uk/departments/el/research/scg/mechatronicpro/,MECHATRONIC TRAIN
5215,Improved Machinery Performance using Active Control Technology,http://www.mesym.maschinenbau.tu-darmstadt.de/f_impact.htm,IMPACT
5221,Design of human / machine interfaces and their validation in aeronautics,http://www-eurisco.onecert.fr/Diva/,
5245,The Science and Technology of Long Chain Branching in Polyolefins and their Process Control,http://www.irc.leeds.ac.uk/LCB_Brite/index.html,LCB POLYOLEFINS
5261,Shallow wetland lake functioning and restoration in a changing European environment,http://swale.sbs.liv.ac.uk/index.html,
5268,"Contaminant transport, monitoring technique and remediation strategies in cross european fractured chalk",http://www.fracflow.dk/index.htm,
5293,Fundamental aspects of metal speciation and transport in metal - contaminated soils and aquifers.,http://www.bgs.ac.uk/hydro/famest.htm,
5329,A Universal Docking-Downloading-Recharging System for AUVs,http://www.maridan.dk,EURODOCKER
5330,Dissemination and Exploitation of a Coupled Hydrodynamical-Ecological Model for Regional and Shelf Seas,http://www.mumm.ac.be/docs_en/models/coherens/coherens.html,COHERENS
5333,Inlet Dynamics Initiative : Algarve,http://www.pol.ac.uk/jjw/INDIA.html,INDIA
5336,Baltic Air - Sea - Ice Study a field experiment of Baltex,http://www.urova.fi/~arktinen/basis.htm,BASIS
5339,Demonstrator for Interoperability of Oceanographic Catalogues,http://www.cadrus.fr/oci/dinocat/,DINOCAT
5477,THE FAIR-INNOVATION (FA-INN) DISSEMINATION PROJECT: USING 57 FOCUSED WORKSHOPS AND 22 RETUER EVENTS FOR TRANSFERRING RESULTS,http://www.flair-flow.com,FA-INN
5517,SUPPORT FOR VIDEO AND MULTI-MEDIA DISSEMINATION TO DIVERSE INDUSTRIAL APPLICATIONS OF A NEW TYPE OF THERMIC SENSOR SYSTEM,http://www.captec.fr,CAPTHERM
5652,Assessing the consequences of global changes for the Barents sea region: the Barents sea impact study,http://www.urova.fi/home/arktinen/basis.htm,BASIS
5653,Global mass balance of persistent semi - volatile organic compounds: An approach with PCB as an indicator,http://www.itm.su.se/Ecotox/Axelman/Projects/Global-Soc/,GLOBAL-SOC
5657,The Adolescent Reproductive Health Network: Health system and Health Promotion Research in Eastern and Southern Africa,http://www.nutrition.uio.no/ARHNe,ARHNE
5686,Advanced kinematics for manufacturing applications,http://www.ifw.uni-hannover.de/robotool/,
5771,Adhesive joining technology in electronics manufacturing,http://www.adhesives.de,ADHESIVES IN ELECTRO
5869,A European biomaterials network,http://www.biomateria.com,
5884,A thematic network on climbing and walking robots including the support technologies for mobile robotic machines,http://www.uwe.ac.uk/clawar,CLAWAR
5886,Co-ordination of microelectronics packaging & interconnection projects: environment and trends for the development of European solutions,http://www.compete.tm.fr,COMPETE
5892,A Network for Industrially Contaminated Land in Europe,http://www.nicole.org/,NICOLE
5893,Concerted action on risk assessment for contaminated land,http://www.caracas.at/,
5926,Vertical ozone transports in the Alps II.,http://www.boku.ac.at/imp/votalp/,VOTALP II
5942,Biosensors for Environmental Monitoring/Environmental Technologies,http://www.cranfield.ac.uk/biotech/bioset.htm,
5982,Mediterranean atmospheric mercury cycle system,http://www.iia-cnr.unical.it/mamcs.htm,MAMCS
6078,Vertical Ozone transports in the Alps II,http://www.boku.ac.at/imp/votalp/,VOTALP II
6082,Marine Monitoring System 2000+ for the North Sea Region / Feasibility and Definition Phase,http://www.minvenw.nl/projects/seanet/related.html,MMS2000+
6088,Shallow Water Area Navigation,http://www.mclink.it/com/swan/,SWAN
6204,Effective policy instruments for energy efficiency in residential space heating-an international empirical analysis,http://www.ier.uni-stuttgart.de/episode,
6292,"Transfer of results from standardisation in the field of protection against explosions to industry, especially sme",http://www.safetynet.de,TREX
6467,Optical frequency conversion in semiconductor heterostructures,http://dibe.unige.it/tmr_smits,
6476,Analysis and segmentation of remote-sensing images for land-cover mapping,http://dibe.unige.it/tmr_smits,
6951,An intelligent brokering service for knowledge-component reuse on the world-wide web,http://www.swi.psy.uva.nl/projects/IBROW3/home.html,IBROW3
6954,Development and applications of novel optoelectromechanical systems micromachined in silicon,http://guernsey.et.tudelft.nl:80/mosis/,MOSIS
6974,Training of it innovators,http://www.train-it.izet.de,TRAIN-IT
6975,Improving maintenance and after sales service in the catering machine industry by introducing intelligent monitoring and control systems,http://www.tema.de/mass/Home.htm,MASS
6981,A novel methodology for the manufacturability of robust CMOS semiconductor gas sensor arrays,http://www.cnm.es/imb/proyectos.htm,GLASSGAS
6988,Visually guided robots using uncalibrated cameras,http://www.inrialpes.fr/VIGOR/,VIGOR
6992,Collaborative virtual construction and design,http://www.cisi.fr/cavalcade,CAVALCADE
6996,An integrated system for the neuroelectric control of grasp in disabled persons,http://www-arts.sssup.it/research/projects/grip/default.htm,GRIP
6999,Network oriented visualization in a clinical environment,http://www.avs.com,NOVICE
7002,Applied semantics,http://www.md.chalmers.se/Cs/Research/Semantics/APPSEM/,APPSEM
7806,Evaluation of local socio-economic strategies in disadvantaged urban areas,http://www.ils.nrw.de/netz/elses/,
8447,Processes of vertical exchange in shelf seas,http://www.pol.ac.uk/provess/,PROVESS
8720,Bioremediation and economic renewal of industrially degraded land by biomass fuel crops,http://194.201.197.23/biorenew.nsf/htmlmedia/index.html,
8724,Stimulation of bacterial mobility to enhance bioremediation of soil,http://projects.dhi.dk/bambi/,
8818,Threedimensional offline programming system for lasermachining,http://www.lzh.de,TOPLAS
8867,European salt marshes modelling,http://www.umr6553.univ-rennes1.fr/eurossam/default.htm,
9047,Development and application of super abrasive precision tools for advanced milling operations,http://www.t-tool.uni-bremen.de,
9219,Advanced tools for integrated supply chain management in European SMEs,http://osiris.sunderland.ac.uk/CHAMAN,CHAMAN
9222,Data Enhancement of Library Catalogues,http://portico.bl.uk/gabriel/en/projects/delicat.html,DELICAT
9223,DIgitised European PERiodicals,http://www.SUB.Uni-goettingen.de/gdz/dieper,DIEPER
9224,Library Performance Measurement and Quality Management System,http://equinox.dcu.ie/,EQUINOX
9225,Networked European deposit library,http://www.konbib.nl/nedlib/,NEDLIB
9226,Controlled Access to Digital Libraries in Europe,http://www.sbu.ac.uk/litc/candle/,CANDLE
9227,Developing the European digital library for economics,http://www.bib.uab.es/decomate2,DECOMATE II
9228,European Libraries and Electronic Resources in Mathematical Sciences,http://www.emis.de/projects/EULER/.,EULER
9229,Manuscripts and Letters via Integrated Networks in Europe,http://www.malvine.org/,MALVINE
9232,Geographical user interface for network-based Baltic Marine Environment Information System,http://www.baltic.vtt.fi,BALTICSEAWEB
9233,Distance Education Information Courses through Networks,http://educate.lib.chalmers.se/DEDICATE/dedindex.html,DEDICATE
9234,Distance Education in Rural Areas via Libraries,http://www.infc.ulst.ac.uk/~adrian/deral/,DERAL
9235,Libraries in European Regions - Access to Telematics and Other Resources,http://ris.sunderland.ac.uk/liberator/index.htm,LIBERATOR
9236,People & Resources Identification for a Distributed Environment,http://lirn.viscount.org.uk/pride/,PRIDE
9238,Virtual Library,http://www.wi-im.uni-koeln.de/vilib/,VILIB
9239,Libraries and Archives Collecting Newspaper Clippings Unified for Their Integration into Networks,http://germanistik.uibk.ac.at/laurin/,LAURIN
9279,A concerted European initiative towards the standardisation of the next generation still image compression,http://eurostill.epfl.ch/,EUROSTILL
9281,Video on demand and interactive video editing system,http://www.arttic.com/projects/VINE,VINE
9282,Multi-site co-operative 3d design system for architecture,http://www.m3d.org/,M3D
9285,European distributed and interactive simulation over network,http://cec.to.alespazio.it/edison.html,EDISON
9312,Comparative characterisation of oxidative stress in some congenital disorders with increased cancer proneness and early ageing,http://www.eurosproject.org,
9402,Side Impact Dummy Enhancements for Improved Occupant Protection forthe Year 2000 and Beyond,http://www.eevc.org/users/original/sid2000/,SID2000
9459,Endocrine Disrupting Ability of Environmental Pollutants,http://endocrine.ei.jrc.it/edaep.html,EDAEP
9460,Influence of rising sea level on ecosystem dynamics of salt marshes,http://www.nioo.knaw.nl/cemo/isled/isled.htm,
9465,Effects of climate induced temperature change on marine coastal fishes.,http://www.awi-bremerhaven.de/ECOLOGY/CLICOFI/,
9470,Building environmental quality evaluation for sustainability through time network,http://www.surveying.salford.ac.uk/bqextra/,
9479,A concerted action for the European Leather Industry,http://www.euroleather.com/english1.html,TANNERY NET
9490,Concerted action on environment technology,http://www.etcanet.org/,
9514,The relationship between sectoral policies and agricultural water u se in Mediterranean countries,http://polagwat.jrc.es,POLAGWAT
9540,Sediment Transport Modelling in Marine Coastal Environments,http://hydr.ct.tudelft.nl/wbk/public/sedmoc/,SEDMOC
9541,The Optimisation of Crest Level Design of Sloping Coastal Structures through Prototype Monitoring and Modelling,http://awww.rug.ac.be/opticrest/index.shtml,OPTICREST
9544,"Molecular ecology of the photosynthetic procaryote prochlorococcus, a key organism of oceanic ecosystems",http://www.sb-roscoff.fr/PROMOLEC/,PROMOLEC
9546,"Sapropels and Palaeoceanography : Palaeoceanographic, Palaeoclimatic, Palaeoenvironmental and Diagenetic Aspects of Sapropel Formation in the Eastern Mediterranean",http://hp715.geo.unimib.it/~conisma/SAP.htm,SAP
9549,Biology of Sponge Natural Products,http://www.bio.uva.nl/symbiosponge/,SYMBIOSPONGE
9551,A register of marine species in Europe to facilitate marine biodiversity research and management,http://www.erms.biol.soton.ac.uk/,SPECIES
9553,Key coastal processes in the mesotrophic Skagerrak and the oligotrophic Northern Aegean : a comparative study,http://www.uio.no/~erikbj/eu/home.htm,KEYCOP
9556,Ecological effects of protection in Mediterranean marine reserves,http://www.ctv.es/USERS/cobal1/,ECOMARE
9715,Silvolab Guyanne,http://kourou.cirad.fr,
9722,Driving new (k)commerce systems,http://www.tbi.fr/edrinks,E DRINKS
9756,Foods & perishables exports,http://www.thessal.singular.gr/foodex,FOODEX
9925,Natural History Museum,http://www.nhm.ac.uk/science/science_marketing/bioresource/index.html,
10071,European network for fuzzy logic and uncertainty modelling in information technology,http://www.mitgmbh.de/erudit/erudit.html,ERUDIT
10073,Neural and computational learning ii,http://www.neurocolt.com,NEUROCOLT
10075,A network of excellence for agent-based computing,http://www.AgentLink.org/,AGENTLINK
10108,"Uncertain knowledge, maintenance and revision in geographic information systems",http://protis.univ-mrs.fr/REVIGIS/,REVIGIS
10136,Documentary on nanotechnologies for arte,http://www.hep.lu.se/Lund-HEP/spec/,NANOTECH
10187,Mobile fieldbus devices in industry,http://www.mofdi.com,MOFDI
