acronym,title,projectUrl
,Wide gap chalcopyrites for advanced photovoltaic devices,0
,Gasification of biomass with oxygen rich air in a reverse flow slagging gasifier,0
,Photovoltaic facades of reduced costs incorporating devices with optically concentrating elements PRIDE,0
,CIS Module development on float glass substrates,0
PRIDE,Prefabrication of roof integrated PV systems,0
EUROCIS-M,Demonstration of the manufacturability of CIS technology,0
,Large area cadmium telluride electrodeposition for thin film solar cells,0
,Advanced thin film photovoltaic technologies Measurement and test methods,0
,ADVANCED WELLS,0
APCS,AN AUTOMATIC PENDULATION CONTROL SYSTEM FOR OFFSHORE LIFTING OPERATIONS,0
FLEXRISER,FLEXIBLE RISERS FOR DEEP WATERS,0
,OFFSHORE COMPACT SEPARATOR OCS BEHAVIOUR ON FLOATING PRODUCTION SYSTEM FPS,0
FIRE & GAS,FIRE GAS FIBER OPTICS LASER SENSOR FOR THE SIMULTANEOUS MONITORING OF CARBON MONOXIDE HYDROGEN SULPHIDE AND METHANE,0
DTS,DISTRIBUTED TEMPERATURE SENSOR,0
,DESIGN AND DEMONSTRATION OF MUD DRIVEN PERCUSSION HAMMER,0
,UTILIZATION OF GEOTHERMIC HEAT FROM THERMAL WATER IN STRAUBING PHASE 2E 3A 3B,0
RACH,RELIABILITY ASSESSMENT FOR CONTAINERS OF HAZARDOUS MATERIAL,0
3P-HYSEP,3 PHASE HYDROCYCLONE SEPARATOR LIQUIDS SOLIDS,0
HAPAC,HUNTER AUTONOMOUS POWER GENERATION AND ACOUSTIC CONTROL,0
,HYDROCARBON EXPLORATION RISK REDUCTION THROUGH BETTER ATTENUATION OF FREE SURFACE MULTIPLES,0
,INTEGRATED TOMOGRAPHIC INVERSION IN 3 D USING IRREGULAR GRIDS FOR HYDROCARBONS AND COAL PRODUCTION,0
GEOBIT-EXT,NEW APPLICATIONS OF DRILL BIT SEISMIC FOR EXPLORATION BY EXTENSION TO DIAMOND BIT DRILLING,0
,REAL TIME DETECTION AND CONTROL OF WELLBORE INSTABILITY,0
,UTILIZATION OF EXTRA LOW HEAD MINIHYDRO PLANTS IN AN IRRIGATION NETWORK,0
,NATURAL PARK POMARANCE,0
,OPTIMIZATION OF WATER TREATMENT SYSTEM FOR A NATURAL LAKE BY MEANS OF PV POWER,0
,25 kW GRID CONNECTED PV GENERATOR INTEGRATED INTO THE ELECTRICITY SUPPLY STRUCTURE,0
,BUILDING INTEGRATED PV SYSTEM FOR THE NATIONAL ENERGY CENTRE,0
MPPS,MOBILE PHOTOVOLTAIC POWER SUPPLY FOR TELECOMMUNICATION,0
,PV SERVICE CENTRE FOR THE BERLIN BANK,0
EURALP,HIGHLY RELIABLE PV APPLICATIONS IN REGIONS OF THE EUROPEAN ALPS,0
,PV ELECTRIC POWER SUPPLY FOR THE CIES ISLANDS NATURAL PARK,0
,MODULE INTEGRATED INVERTERS,0
,DOUBLE GLAZING PV SOLAR FACADE FOR BUNDESVERBAND FLACHGLAS,0
,INTEGRATION OF PV PANELS IN TRANSPARENT HIGHWAY SOUND BARRIERS,0
,STADTWERKE BOCHUM INTEGRATED PV FACADE,0
UNIVER,GREEN UNIVERSITY,0
,THE LARGEST CIRCULATING FLUIDIZED BED IN THE WORLD COAL AND MINE STONE AND 38 MWE GAS TURBINE,0
,GEOTHERMAL DISTRICT HEATING NETWORK IN BRAUNAU AND SIMBACH AM INN,0
,Statistical methods and software tools for the genetic analysis of monogenic and multifactorial diseases,0
,Novel approach to gene therapy for severe dermatological disorders autografts of genetically corrected epidermal stem cells for the treatment of recessive dystrophic epidermolysis bullosa,0
,Cereal yield estimation system,0
,Biogenic gases exchange in the Black Sea,0
RECOS,Reliability of moment resistant connections of steel building frame s in seismic areas,0
,Innovative techniques to increase resistance to earthquakes of cultural heritage buildings and to reduce the impact,0
MARCOM,The impact of multilingual and multicultural crewing on maritime communications,0
INPHORMM,Information and publicity helping the objective of reducing motorised mobility,0
SEALOC,Assessing Concepts systems and tools for a Safer more Efficient And Lower Operational Cost of the maritime transport of dangerous goods,0
TEST,Technologies for European Surveys of Travel Behaviour,0
CESAR,Co operative European system for advanced information redistribution,0
,Environmental impact of transgenic plants on beneficial insects,0
,Novel techniques to identify and characterize methane oxidizing bacteria in situ,0
,Structure function relationship in plant plasma membrane proton pumps,0
,The structural basis for signal transduction by protein phosphatases,0
,Engineering the catalytic properties of Trichoderma reesei cellobiohydrolases,0
,GABA A receptor subtypes structure function distribution and pharmacology,0
COTIC,Concurrent constraint programming for time critical applications,0
NANOPOT,Nanopotentiometry a tool for submicron device development and analysis,0
HIPSIA,HIGH PERFORMANCE SIMULATION FOR STRUCTURAL INTEGRITY ANALYSIS,0
CUTE,Continuous improvement using information technology towards excellence,0
SE-BN-LCD,Surface effect bistable nematic liquid crystal displays,0
AMUSEMENT,An international space for individual collective presence and interaction,0
VISUFLEX,Bistable reflective FLC displays on plastic substrates for smart cards,0
MODISTARC,Methods and tools for the validation of OSEK VDX based distributed architectures,0
,MULTI FUEL CONCEPT FOR AVEDOERE POWER STATION N 2 UNIT,0
,OPERATIONAL INVESTIGATIONS INTO STEAM SUPERHEATING IN RAW GAS COOLERS FOR COMBINED CYCLE POWER PLANTS,0
,CO COMBUSTION OF WOOD IN A COAL FIRED POWER PLANT,0
,EQUIPMENT FOR FUEL CYCLICAL PRETREATMENT OF SPECIAL APPLICATION TO BIOFUELS,0
,MULI BUSLORRY WITH MULTIPLE USE GOODS AND PASSENGER TRANSPORT,0
,GUIDED URBAN INNOVATIVE DISCERNED ELECTRIC SYSTEM,0
,ELECTRIC VEHICLE FLEET DEMONSTRATION WITH ADVANCED BATTERIES,0
CARTRONIC,NEW POWER CONDITIONING SYSTEM FOR ELECTRICAL VEHICLES,0
,DEMONSTRATION PROJECT FOR INTEGRATED ENERGY SAVING URBAN TRANSPORTATION SYSTEMS INCORPORATING HYBRID BUS FLEETS,0
,DEMONSTRATION PROJECT TO REDUCE THE URBAN AIR POLLUTION DUE TO TRANSPORT BY USING NATIONAL GAS FUEL FOR GARBAGE TRUCKS,0
FLEETS,FRIENDLY LOW ENERGY AND ENVIRONMENTAL TRANSPORT SYSTEM,0
,RECOMMISSIONING OF THE BIEBERMUEHLE HYDROPOWER STATION AT THE ZWICKAUER MULDE RIVER IN D 09322 AMERICA SAXONIA,0
,LAVANCIA SITE REHABILITATION JURA IN PROTECTED AREA INCREASING HYDROELECTRIC CAPACITY PRODUCTION,0
DAVID,COMPUTERISED COMMAND AND CONTROL EQUIPMENT,0
,RECLAMATION ON THE ALVIANO SITE FOR THE PRODUCTION OF ENERGY BY MEANS OF A SUBMERSIBLE WATER LUBRICATED HYDROELECTRIC PLANT,0
,PHOTOVOLTA C SOUND BARRIER ALONG MOTOR WAY NORTH OF FRANCE 70 WP,0
,WATER OXYGENATION WITH PHOTOVOLTAIC ENERGY,0
,AUTONOMOUS PV IN AGRICULTURE AND WATER MANAGEMENT,0
,AC MODULE PV SYSTEMS,0
PHEBUS 95,INTEGRATED PV FACADES AND ROOFS,0
,ACTIVITIES TO IMPROVE THE EFFICIENCY AVAILABILITY AND ECONOMICS OF THE CURRENT AND FUTURE IGCC,0
,MULTI STRING CASING CUTTING SYSTEM,0
,QUANTITATIVE RESERVOIR MODELLING CONSTRAINED BY WELL AND SEISMIC DATA,0
,FOAM ASSISTED WAG,0
,MARGINAL GAS FIELD DEVELOPMENT THE RE USE OF SUBMARINE PIPELINES,0
,MULTIPHASE FLOWMETER,0
EUROSLIM,EUROPEAN SLIMHOLE DRILLING SYSTEM PHASE 3,0
DIAMAP,RESERVOIR QUALITY MAPPING THROUGH NUMERICAL PREDICTION OF MINERAL DIAGENESIS,0
SULPHUR RECOVERY,IMPROVEMENT OF SULPHUR RECOVERY UP TO 99 9 FROM ACID GASES ON NATURAL GAS PRODUCTION FIELDS,0
PDC SLIMTOOLS II,PDC TOOLS FOR SLIMHOLE COILED TUBING AND HIGHLY DEVIATED APPLICATIONS PHASE 2,0
SIDWASTE,SEPARATION AND IMMOBILIZATION OF DRILLING WASTES,0
INTEGLINE,PRODUCTION TUBING WITH INTEGRATED HYDRAULIC CONTROL LINES,0
,TITANIUM RISERS FOR DEEPWATER DEVELOPMENTS,0
THERMOGELF,THERMOGELF,0
ROCKINT 6,ROCKINT 6,0
,ENHANCED OIL RECOVERY THROUGH EFFICIENT PERMANENT INSTRUMENTATION FOR RESERVOIR CHARACTERISATION AND MONITORING,0
,SAFETY OF OFFSHORE STRUCTURES UNDER EXTREME LOADS LARGE SCALE DEMONSTRATION OF RESERVE STRENGTH TECHNOLOGY,0
,ELECTRIC BUS WITH MULTIPLE ENERGY SUPPLY,0
,PROJECT OF FOIANO VAL FORTORE 2 8 MW WINF FARM UNDER WEAK GRID CONNECTIONS IN SOUTHERN ITALY,0
,A DEMONSTRATION OF THE COMMERCIALISATION POTENTIAL VALAR 2 5 MW,0
,LARGIE WINDFARM SCOTLAND,0
,WINDPARK OP DER HEI,0
,BLYTH OFFSHORE WIND FARM,0
,INNOVATIVE 600 KW WIND TURBINES IN A COMPLEX TERRAIN APPLICATION,0
,REALIZATION OF A 3 5 MW WIND FARM IN MONTE GALLETTO BO,0
,IMPROVED ENERGY EXTRACTION FROM FRACTURED GEOTHERMAL RESERVOIR,0
,EXPANSION OF THE GEOTHERMAL PLANT ALTHEIM FOR MULTIPLE USE OF GEOTHERMAL ENERGY,0
,DEVELOPMENT BY HEAT PUMP OF GEOTHERMAL WATER FOR AN INDUSTRIAL WATER NETWORK,0
,DISTRICT HEATING OF AN IMPORTANT AREA DWELLING IN A MILD CLIMATE AREA,0
,VADO LIGURE COAL REBURN DEMONSTRATION PROJECT,0
WINDDRIVER,WIND TURBINES WITH ADVANCED STATIC VAR COMPENSATION FOR WEAK GRIDS,0
,VALIDATION OF A NEW GENERATION 250 KW WIND FARM FOR WEAK GRIDS,0
,1 5 MW DEMONSTRATION WIND TURBINE AACHEN HEERLEN,0
,2 4 MW PLOUYE WIND FARM IN WESTERN CENTER BRITTANY,0
,Immunogenetics of natural killer NK receptors,0
,Development and use of a microchip for molecular genotyping,0
,Identification and functional analysis of the genes involved in junctional epidermolysis bullosa disorders affecting adhesion of epithelial cells,0
,Evaluation of somatic suicide gene therapy approaches in the management of leukaemia in vitro and in vivo approaches,0
,Role of ret and modifier genes in human disease,0
,Antibody mediated enhancement and neutralization of lentivirus infections role in immune pathogenesis and vaccine development,0
,BK potassium channels in the brain their properties distribution and function,0
HYPER-GRAFT,Highly performing small diameter polyurethane vascular grafts,0
,Iron chelators biological pharmacological and toxicological aspects application in iron overload and in immune deficiency diseases,0
,Inverse agonism Implications for drug design,0
,Characterisation and distribution of the CEPH bacterial artificial chromosome BAC library a European resource for preparing sequence ready physical maps,0
,Flourescence imaging for detection localisation and stageing of superficial cancer in the female lower genital tract,0
,Prevention of Small Diameter Prosthetic Vascular Graft Failure by Ex Vivo Gene Therapy with Infected Fibroblasts and or Biologically Active Peptides,0
,Multidrug resistant tuberculosis risk factors and the application of innovative techniques for the rapid identification of resistances,0
,Functional analysis of human eye expressed genes by heterologous expression in drosophila melanogaster a model system,0
,The development of a vaccine against mucosal infection with SIV HIV in non human and human primates,0
,In vitro cytotoxicity of helicobacter pylori cytotoxin and of tetanus and botulinum neurotoxins,0
,Structural and functional analysis of a novel family of transcriptional regulatory factors the KRAB zinc finger proteins,0
,Searching for genes that predispose to multifactorial disease by the study of unique European populations,0
,Anti inflammatory cytokines in neurological disease Mechanisms and therapeutic potential,0
IBIS,Improved monitoring for brain dysfunction in intensive care and surgery,0
,Development of xenogeneic donor tissue for neural grafting in neurodegenerative diseases,0
,Development and prevalidation of predictive models for catechol drug conjugation and their evaluation for rational drug design,0
,New mouse models for genetic deafness a systematic approach to understanding the molecular and biological basis of deafness,0
,Re building muscle from cultured satellite cells Novel Approaches to improve myoblast transplantation,0
,Engineered o glycosylation of a tumour antigen,0
DMU-BP,Digital Mock Up for Product Conception and Downstream Processes,0
,New improved orthopedical implants with laser processed bioactive coatings,0
,Vibrational intensity processing by full field laser multi pulse technique,0
,From Polymer Intercalation in Lamellar hosts to Colloidal Inorganic Dispersion in Polymers Hybrid Ionomeric Membranes for Application in Medium Temperature Electrochemical Devices,0
,Development of biomaterials with improved resistance to infection,0
,Affordable underwater robotic welding repair system,0
RECAP,Recycling of Household Appliances with Emphasis on Reuse Options,0
,Standardization of biocompatibility testing of dental materials with emphasis on practical relevance,0
PASTEL,Persistent application systems technologies environments and languages,0
AMPIC,Application of metrics for process improvement for safety critical software,0
VASIE-2,Value added software information for Europe 2,0
AUTOQUAL,Automation of a quality system,0
ARETES,Application of reliability engineering in testing during software localisation,0
ELEGANT,Electronic commerce pilot in the garment industry,0
BEP-IIM,Best practice in the integration of manufacturing with marketing sales,0
DOCIT,Design office control using it,0
DUTCH TTN,Dutch HPCN transfer technology node,0
SMARTMEC,On line quality control production process assessment and tracking system for mechanical parts,0
,A novel materials design approach to thermoelectric coolers,0
,Laser patterning of 3d shaped structures,0
,Development of energy efficient microwave diamond film deposition system,0
ASTERISMOS,Application of space technology to environmental aspects of surfacemining A surface mining decision support system,0
,Remote sensing support for analysis of coasts,0
CALIS,Calamities information system,0
,Sustainable developement of European life lines,0
,Prefeasibility study for the integration of renewable energies for electricity production in the southern mediterranean countries,0
,The Significance of Lymphoid Infiltration in Post Chernobyl ThyriodTumours a Morphological Growth Factor and Molecular Biological Study,0
,Disease resistant potato through innovative biotechnology,0
,Environmental and neuroendocrine control mechanisms in finfish reproduction and their applications in broodstock management,0
IMPROLIVE,IMPROVEMENTS OF TREATMENTS AND VALIDATION OF THE LIQUID SOLID WASTE FROM THE TWO PHASES OLIVE OIL EXTRACTION,0
ENDCONAQUA,Endocrine control as a determinant of larval quality in fish aquaculture,0
,Thick oxide films for passive and active optical components,0
,Ecotoxicological Assessment of Remediation Techniques for Contaminated Soil Materials,0
,Oil spill detection and monitoring in the European Union Mediterranean and South West Atlantic coastal areas,0
FLOODGEN,Flood risk reduction by space borne recognition of indicators of ex cess runoff generating areas,0
ECCA,Ecotoxicological risk in the Caspian Catchment area,0
COMPRISE,Mixed component integration in advanced printed wiring boards,0
BIROX,Development and Assessment of Biotechnological Methods for the Removal of Metal Anions from Waste Water,0
,Development of spinel and calcium hexa aluminate bonded high alumina refractories,0
,Advanced Analysis Tools To Predict Failure Mechanisms In TBC Coated Uncoated Single Crystal Superalloys,0
,Improved production of advanced concrete structures planning and control of properties during hardening to enhance durability,0
HALU,Hard coatings with lubricant dispersion,0
,Development of Fixed Site Carrier Membranes for Selective Carbondioxide Separation from Gas Streams,0
MOD FLEX PROD,New Modular Production System Architecture to Combine Flexibility a nd Productivity,0
,Granite and quartzite stone slabs processing by oxy methane flaming,0
,Genotoxic Hazards from High Level Exposure to Heavy Metals in the C ountries of Central Europe CCE,0
CASC,Control Analysis of the Sickly Cell Assessing the Insidious Diseas es Caused by Pollution,0
SUCLEAN,Minimization of Energy and Water Use in Sugar Production by Clean T ecnology Based on Cooling Crystallization of Concentrated Raw Juice,0
CHEAP-MULTICHIP,Establishment of fast prototyping low cost multiship module technol ogy facilities in Eastern Europe for the benefit of European Industry,0
,Rapid Sheet Metal Product Development Chain by Laser Sintered Proto type Tools,0
,A quickexafs dedicated HARD X RAY monochromator in the range 3 to 2 0KEV,0
,Cadmium telluride related semiconductor sensors devices for rad iation imaging optical switching applications,0
,The role of photohormones in control of plant development and archtectures,0
,A Proposal to Assess the Impact on Families and State of Traumatic Injury Related Disability among Adults in Lebanon and the Occupied Territories,0
,Ipm in maize sustainable pest control for small scale Latin America farmers,0
,New approaches for materials and processes with low environmental impacts on the manufacturing of polycrystalline thin film solar cells,0
,Improved technologies for the gasification of energy crops,0
,Prestandardisation activities for the certification of roofs and facades with integrated photovoltaic modules,0
UPMS,Universal PV management system,0
MUSIC,Multi junction Multi bandgap amorphous Silicon PV modules at low Cost,0
,Wind turbine blades equipped with air jet vortex generators full scale verification of blade optimised for increased perfomance and manufacturing,0
,CHP gas turbine fuelled directly by a biomass gasifier,0
NEST,New and enhanced silicon thin film solar cells,0
,Dye photovoltaic cells for indoor applications,0
,New battery charge control for PV systems,0
,Development of selective oxidation technology for nox emission reduction in gasification power plants,0
PV-VENT,Low cost energy efficient Pv ventilation in retrofit housing,0
,Investigation for a quicker assessment of lifetime and other characteristics of batteries,0
EBRAKE,Electrodynamic braking of large wind turbines,0
,Novel Process to Recover By Products From The Pickling Baths of Stainless Steel,0
ABEAM,ACROSS THE BORDERS EATMS EFFECT,0
PISCES,Pipeline intermodal system to support control expedition and scheduling,0
HIPERTRANS,High Performance Transport Network Modelling and Simulation,0
DISC,DEMONSTRATION OF ISC DISC,0
ART,Automated and robotics based techniques New solutions for road construction and maintenance,0
MOVIT,A Mobile VTMIS using innovative technology,0
WORKFRET,Working cultures in the face of intermodal freight transport systems,0
EMOLITE,Evaluation model for the optimal location of intermodal terminals in Europe,0
FANTASIE,Assessment of new technologies and environmental issues,0
HINT,Human implications of new technologies,0
SONERAIL,SOCIALLY NECESSARY RAILWAYS,0
QUATTRO,Quality approach in tendering urban public transport operations,0
TECHNISEC,TECHNICAL SECRETARIAT FOR TASKS 6 3 4 29 AND RELATED TASKS,0
RINAC,RIVER BASED INFORMATION NAVIGATION AND COMMUNICATION,0
MARNET,THE MARNET NETWORK PROPOSAL FOR AN INTER REGIONAL MARITIME INFORMATION NETWORK,0
TASTE,Analysis and development of tools for assessing traffic demand management strategies,0
DA VINCI,Departure and Arrival Integrated Management System for Cooperative Improvement of Airport Traffic Flow,0
ICARO,Increase of car occupancy through innovative measures and technical instruments,0
SMARTEST,Simulation Modelling Applied to Road Transport European Scheme Tests,0
,Traffic Safety Model,0
PROCTOR,PROtotyping and validation exercise with evaluation of Concepts TO meet the user Requirements,0
INCATS,INLAND NAVIGATION CONCERTED ACTION TECHNICAL SECRETARIAT,0
ADRIA,Advanced Crash Dummy Research for Injury Assesment in Frontal Test Conditions,0
LIBERAIL,Liberalised and Interoperable Railways,0
PRORATA,Profitability of rail transport and adaptability of railways,0
METARAIL,Methodologies and actions for rail noise and vibration control,0
IMPREND,IMPROVEMENT OF PRE AND END HAULAGE,0
DANTE,Designs to avoid the need to travel in Europe,0
PREV-DEF,Establish defect prevention mechanisms and test sampling strategy to achieve high quality in reduced cycle time,0
PCFM,Proof by construct using formal methods,0
SURF,Software re use a process improvement experiment at an IBM Semea facility,0
TRUST,Improvement of the testing process exploiting requirements traceability,0
HOSPUR,User requirements and reuse in health management systems,0
COORS,Conception of object oriented reservoir simulator,0
COQUIS,Continuous QFD based quality improvement of software design process,0
STOMP,Systematic test of multiplatform product,0
EXOTEST,Experimentation of new testing strategies,0
MASLYD,Metrics and software life cycle definition,0
LSD,Large scope dissemination,0
INDEED,Information system development embedded engineering documentation,0
FLEETS,Reduced energy consumption and environmental impact from road vehicles through the development and implementation of simulation tools,0
,Reduction of nitrogen oxide emissions from wood chip grate furnaces,0
,Catalytic combustor for ultra low emissions dual fuel gas turbine,0
INSPIRE,Integrated spatial potential Initiative for renewable energy in Europe,0
,Investigation of noise emissions from wind parks and their impact to the design of parks,0
,Measuring footprints of wind turbine fatigue loads using monitoring methods,0
SINBUS,SINGLE BUBBLE SOURCE FOR SEISMIC EXPLORATION OF DEEP AND COMPLEX STRUCTURE,0
,WELLCOM SYSTEM FIELD VALIDATION AND TESTING,0
,IMPROVED INLINE DETECTION OF CORROSION DAMAGE IN PIPELINES,0
,RESERVOIR CHARACTERIZATION BY MEANS OF INTEGRATED MODELLING AND SEISMIC INVERSION,0
MURCS,LOW COST POWER AND FLOW CONTROL SYSTEM FOR REMOTE SUBSET FIELDS,0
,DEMONSTRATION TRIALS OF DIVERLESS REPAIR TECHNIQUES FOR OFFSHORE INSTALLATIONS,0
LAB,LOOK AHEAD OF THE DRILL BIT TECHNOLOGY DEMONSTRATOR,0
,COST EFFECTIVE REACTIVATION AND MODERNISATION OF SHPS IN LUXEMBOURG,0
,PHOTOVOLTAIC POWER STATION ELBSPEICHER HAMBURG,0
,CAR PARK FOR AGIP HEADQUARTERS,0
,PV STAND ALONE AND HYBRID SYSTEMS IN NATURAL PARKS OF SPAIN AND FRANCE,0
,INTEGRATION OF PV MODULES IN BUILDINGS,0
,MULTIPLE USE OF LOW TEMPERATURE GEOTHERMAL WATER IN ERGING,0
,SMART LEG STEP 2 OPEN SEA TESTING,0
,DEMONSTRATION OP NEW TECHNOLOGIES FOR FRACTURE DEVELOPMENT PREDICTION DRILLING TECHNIQUES TO VALIDATE THE METHOD,0
,FPSO INTEGRITY,0
REDEFINE,Relationship between demand for freight transport and industrial effects,0
EUFRANET,European Freight RAIlway NETwork,0
INTRAMUROS,Integrated Urban transport concepts and market orientated urban transport systems on demand urban transport systems,0
X-MODALL,THE OPTIMISED EXCHANGE BETWEEN ALL MODES OF ALL CONFORMING CONSIGNMENTS,0
ASSEMBLING,ASSEMBLING A EUROPEAN NETWORK OF MONITORING CENTERS FOR TRANSPORT INFRASTRUCTURES,0
EUROSIL,European Strategic Intermodal Links,0
ESTEEM,Elaboration of a strategy for the transition from eatchip phase iii to the European air traffic management system,0
ICE ROUTES,The application of advanced technologies to the routing of ships through sea ice,0
BRIDGES,Building bridges between digital transport databases gis applications and transport models to develop etis software structure,0
MOTIF,Market Orientated Transport in Focus,0
TRANSINPOL,Transport Information Systems Policies,0
FSEA,Concerted action on formal approaches to risk assessment for seaborne transport in European waters,0
CAMPARIE,Campaigns for Awareness using Media and Publicity to assess the responses of individuals,0
EUROPE-TRIP,European railways optimisation planning environment transportation railways integrated planning,0
OSIRIS,Optimised system for an innovative rail integrated seaport connection,0
EMERALD,EMErging RTD Activities of reLevance to ATM concept Definition,0
SCANDINET,Promoting integrated transport in peripheral areas of the union Case scandinavia,0
SAMI,Strategic Assessment Methodology for the Interaction of CTP Instrument,0
FARADEX,Functional architecture reference for ATM systems data exchange,0
TERMINET,Towards a new generation of networks and terminals for multimodal freight transport,0
REFORM,Research on freight platforms and freight organisation,0
INTRA-SEAS,Safety economic assessment integrated management of multimodal traffic in ports,0
INFRAFIN,Financing of Infrastructure Investments,0
CONTAMRUNWAY,Take off and Landing on Runways Contaminated by Standing Water Slush or Snow,0
ICEPS,Injury Criterias for Enhanced Passive Safety in aircrafts,0
,MAGNETIC TELEMETRY MEASUREMENT WHILE DRILLING MWD SYSTEM,0
,LOW ENTHALPY GEOTHERMAL ENERGY DRIVEN SEA WATER DESALINATION PLANT AT SOUSAKI KORINTHOS,0
,HP HT SST 500,0
,RATIONAL AND CLEAN USE OF ENERGY BY COMBINATION OF A NOVEL ABSORPTION COOLING MACHINE AND A PAFC AT A UNIVERSITY SITE,0
,REDEVELOPMENT OF THE HYDRAULIC POWER PLANT OF CORBARIEU,0
,Automatic Optimisation of Preform and Tool Design in Forging Symb olic Approach to more Efficient Development of Optimisation Systems,0
,Pilot scale investigation of mechanical and optical applications of c bn coatings,0
BORATEC,Development and Utilization of a Complete Directional Borehole Radar System with a Maximum Operating Depth of 2500 Meters,0
,The Development and Implementation of New Generation Water Quality Sensor Systems for Mines and Landfill Sites,0
DMU-FS,Digital Mock Up Functional Simulation for Product Conception and Do wnstream Processes,0
,Genetic tools for the construction of bacterial consortia in biomineral catalysts with activity on environmental pollutants,0
,Induction of specific and indefinite tolerance to alloantigens and or primarily vascularized allografts by DNA mediated gene transfer,0
,Solvent tolerant microbes Elucidatio of the molecular basis for solvent tolerance and exploitation for biomonitoring and removing pollutants,0
,Recently discovered fungi in the biotechnological removal of aromatic pollutants,0
LEVINGS,Low emission vehicle with integrated natural gas storage system,0
SAMOA,Server architecture for multimedia over ATM,0
GEOINDEX,Geographical index system,0
MOSAREL,Monocrystalline silicon active matrix reflective light valve,0
EIR,European instant response,0
ITS4U,Innovation and technology services for users,0
IIM 97,The European conference on integration in manufacturing,0
PROMISE,Provision of Omi information disseminating service,0
,HYBRID RIG FOR DRILLING WORKOVER AND RE ENTRY WORK,0
,AN ENVIRONMENTAL TECHNOLOGICAL AND SOCIAL INNOVATION MOULIN BERTRAND,0
,ABATEMENT OF FUEL CONSUMPTION WITH COMPACT REGENERATIVE BURNERS IN ENERGY INTENSIVE FURNACES,0
,THE ROLE OF LIPOLYSIS IN MEMBRANE LIPID OXIDATION IN FOODS HIGH IN UNSATURATED FATS,0
,CONCERTED ACTION THEMATIC NETWORK ON THE ROLE AND CONTROL OF ANTIOXIDANTS IN THE TOMATO PROCESSING INDUSTRY ANTIOXIDANTS IN THE PROCESSING TOMATO,0
,BIODEGRADABLE PACKAGING FILM MATERIALS FOR HIGH BARRIER APPLICATIONS RESEARCH INTO FILM FORMING COATING AND LAMINATION TECHNOLOGY,0
WAMBIO,ADVANCED WASTEWATER TREATMENT BY ENHANCED OPERATION OF SEPARATION AND IMPROVED BIOLOGICAL ACTIVITY,0
DOOR,Developing object oriented applications rapidly,0
CENTEX,Concurrent engineering needs technologies experimentation,0
SPEAR 2,Sparclet embedded architecture 2nd generation,0
ICIMS-NOE,A network of excellence in intelligent control and integrated manufacturing systems,0
CUIG,Core user interest group in programmable safety related systems,0
,Virosome mediated gene therapy against hiv 1,0
MUSYC,A multifunctional minirobot system for endoscopy,0
,Standardised calibration methods and europrobes for laser doppler monitoring and imaging of blood perfusion in tissue,0
,Multimode scratch testing Extension of operation modes and update of instruments,0
EUROPEROX,New methods and instrumentation for selective peroxide monotoring in industrial processes,0
,New testing methods for plastic films used as greenhouse covering materials,0
,Development of surface insulation resistance measurements in electronic assemblies,0
,FULLY INTEGRATED ENERGY SYSTEM FOR HIGHER EFFICIENCY WASTE UTILIZATION AT A CHIPBOARD FACTORY,0
,3 MW WIND FARM IN REMOTE AREA INNOVATIVE CONTROL SYSTEM,0
,THE MINIHYDRO POWER PLANT LA CARTIERA A PLANT WITH POSITIVE ENVIRONMENT IMPACT,0
,STANDARD CONTROL AND CONSTRUCTION TECHNIQUES FOR SIMPLE SIPHON OPERATED TURBINES AT COMPLEX LOW HEAD SITES,0
,LOW COST PENSTOCK DAM AND TURBINE CONSTRUCTION OF OPTIMUM USE OF STORAGE AT TAWNAWULLY BARNESMORE CO DONEGAL,0
,ADVANCED ROUTE OPTIMISATION AND IMR TECHNIQUES FOR SUBMARINE PIPELINES,0
,FAREBOUT WATER FALL REHABILITATION,0
BIOCOCOMB,PREPARATION OF BIOFUEL FOR CO COMBUSTION,0
,Surface receptor induced apoptosis in transformed cells defining the molecular events involved in TNF R1 and Fas APO 1 apoptotic signalling,0
,Drug hepatotoxicity an integrated clinical and mechanistic investigation,0
,Genetic susceptibility in Parkinson s disease,0
,Development and clinical test of a MR compatible stereotactic probe for laser neurosurgery with real time monitoring,0
,Identification of genetic causes of abnormal male foetal sexual development,0
,Immunoregulatory aspects of t cell autoimmunity in multiple sclerosis,0
,High resolution structures of myelin proteins,0
,Development of murine transgenic systems for the experimental study of tumour initiation progression and treatment Animal models of human cancers,0
,The molecular properties and intraneuronal life cycle of small and large dense cored and synaptic vesicles,0
,Development of in vitro tests for drug allegernicity and b cell switching to ige synthesis,0
,Biodiversity Applied and Systematic Investigations of Cyanobacteria,0
,The structure of ionotropic glutamate receptors and their ligand binding domains,0
,Regulation of plant development through gibberellin signal transduction,0
,Genetic and immunological safety of dna vaccines,0
,Serotonin receptors and transporter molecular functional and therapeutic aspects,0
,An integrated methodological approach to structural studies on complexes of GTP binding proteins with their effectors and regulators and design of new molecules,0
,Phospholipid metabolism a novel target for antimalarial drugs development of the pharmacological model,0
,Biotechnological approach to water quality improvement in tropical and subtropical areas for reuse and rehabilitation of aquatic ecosystems,0
,Spatial modelling at the regiional scale of the response and adaptation of soils and land use systems to climate change,0
MOLAR,Measuring and Modelling the Dynamic Response of Remote Mountain Lake Ecosystems to Environmental Change,0
