acronym,title,projectUrl
BRICKER,Total Renovation Strategies for Energy Reduction in Public Building Stock BRICKER,
DURABROADS,Cost effective DURABle ROADS by green optimized construction and maintenance,
FUME,Forest fires under climate social and economic changes in Europe the Mediterranean and other fire affected areas of the world,
ASSET,ASSET Aeronautic Study on Seamless Transport,
MULTISYN,Multimodal Imaging of rare Synucleinopathies,
NEXTHYLIGHTS,Supporting action to prepare large scale hydrogen vehicle demonstration in Europe,
NEXTFACTORY,All in one manufacturing platform for system in package and micromechatronic systems,
INERA,Research and Innovation Capacity Strengthening of ISSP BAS in Multifunctional Nanostructures,
BIOSOLENUTI,Bio inspired Solar Energy Utilization,
FETRIC,Future European Tunisian Research Innovation Cooperation,
MINIMODS,MINIaturised diagnostics and frequency conversion MODuleS for ultrafast lasers,
TANDEM,Concurrent Tuberculosis and Diabetes Mellitus unraveling the causal link and improving care,
PRACTIS,Privacy Appraising Challenges to Technologies and Ethics,
PREDICT-IV,Profiling the toxicity of new drugs a non animal based approach integrating toxicodynamics and biokinetics,
ELIXIR,European Life science Infrastructure for Biological Information,
PILOTMANU,Pilot manufacturing line for production of highly innovative materials,
CR FREE EPAINT,Development of a non chromated Reach s compliant anodic electropaint with very low volatile organic compounds for high protection against electrochemical corrosion of pickled aluminium alloys used,
J-ERACENTER,The National Centre for Research and Development NCRD as a Centre of Excellence for EU Jordan S T Cooperation Towards Jordan s Integration into ERA,
MOBILISE,MOrocco and the EU strengthening BIlateral Links in Innovation and Science for Economy,
SCHOOL OF THE FUTURE,School of the Future Towards Zero Emission with High Performance Indoor Environment,
SOG PEERS,SOG Power Electronics with Energy Recycling System,
COOPERATEUS,Conditions of success for R T Open options through a Platform of communications and for Expressing Recommendation Actions to Team up Europe and U S,
OPTIRAIL,DEVELOPMENT OF A SMART FRAMEWORK BASED ON KNOWLEDGE TO SUPPORT INFRASTRUCTURE MAINTENANCE DECISIONS IN RAILWAY CORRIDORS,
SUPURBFOOD,Towards sustainable modes of urban and peri urban food provisioning,
SWAN,Sustainable Water ActioN building research links between EU and US,
ALTITUDE,ALTernative to Indium Tin Oxide materials for sustainable growth of displays solar and automobile industries,
IDGF-SP,International Desktop Grid Federation Support Project,
AFC-TEFL-HLC,Active flow control application on trailing edge flap for high lift configuration,
DRIHM2US,Distributed Research Infrastructure for Hydro Meteorology to United States of America,
STACAST,New Quality and Design Standards for Aluminium Alloys Cast Products,
SUPPORT-IRDIRC,Support for international rare disease research to serve the IRDiRC objectives,
FOODMETRES,Food Planning and Innovation for Sustainable Metropolitan Regions,
EUROSHELL,Bridging the gap between science and producers to support the European marine mollusc production sector,
STELLAR,Stem cell based therapy for kidney repair,
RISTOMED,New E Services for a dietary approach to the elderly,
M-FUTURE2013,ManuFuture View on Horizon 2020,
BIVALIFE,Controlling infectious diseases in oysters and mussels in Europe,
CALLISTO,Companion Animals multisectoriaL interprofessionaL and Interdisciplinary Strategic Think tank On zoonoses,
DON QUICHOTE,Demonstration Of New Qualitative Innovative Concept of Hydrogen Out of windTurbine Electricity,
SMARTBLIND,Development of an active film for smart windows with inkjet method Application to a building envelope component autonomous smart device,
MATISSE,Modelling And Testing for Improved Safety of key composite StructurEs in alternatively powered vehicles,
I-RAMP³,Intelligent Reconfigurable Machines for Smart Plug Produce Production,
SMACMP,SMA Cytec Multilayer Prepreg,
GSC DA,GMES Space Component Data Access,
MERIDIAN,Micro and Nano Engineered Bi Directional Carbon Interfaces for Advanced Peripheral Nervous System Prosthetics and Hybrid Bionics,
GEOCOM,Geothermal Communities demonstrating the cascading use of geothermal energy for district heating with small scale RES integration and retrofitting measures,
ULYSSES,Understanding and coping with food markets voLatilitY towards more Stable World and EU food SystEmS,
INBIOSOIL,Innovative biological products for soil pest control,
DRIHMS,Distributed Research Infrastructure for Hydro Meteorology Study,
WELL,Water and Energy for Life in Libya,
INTENSO,Gaining Productivity Cost Efficiency and Sustainability in the Downstreaming Processing of Bio Products by novel Integration and Intensification strategies,
EASYPATCH,Prefabricated CFRP Parts,
CoSADIE,Collaborative and Sustainable Astronomical Data Infrastructure for Europe,
STRONG,European Consortium for the Study of a Topical Treatment of Neovascular Glaucoma,
ERFIP2013,2013 Epilepsy Research Forum,
CTCTRAP,Circulating Tumor Cells TheRapeutic APheresis a novel biotechnology enabling personalized therapy for all cancer patients,
NANOMED2020,Enabling the European Nanomedicine Area until 2020,
NANOINDENT-PLUS,Standardising the nano scratch test,
BEEMUP,Building Energy Efficiency for Massive market UPtake,
ERASYNBIO,Development and Coordination of Synthetic Biology in the European Research Area,
FACTORY-ECOMATION,Factory ECO friendly and energy efficient technologies and adaptive autoMATION solutions,
RELCOM,Reliable and Efficient Combustion of Oxygen Coal Recycled Flue Gas Mixtures,
pro-iBiosphere,Coordination and policy development in preparation for a European Open nBiodiversity Knowledge Management System addressing Acquisition nCuration Synthesis Interoperability and Dissemination,
FLUPIG,Pathogenesis and transmission of influenza virus in pigs,
GUM,Active GUrney on Main Rotor blades,
C4L,Chips for Life,
BIFTTEC,Bamboo Innovative Fiber for Technical Textile and Environment Conservation,
BASE,Business Aviation for Sustainable Economy,
SRC11,The Sixth Annual European Security Research Conference,
ARCHETYPE SW550,Demonstration of innovating parabolic solar trough using an alternative heat transfer fluid producing electricity and fresh water ARChimede Hot Energy TYPology Enhanced Water Solar 550,
DENFREE,Dengue research Framework for Resisting Epidemics in Europe,
INTEGRITY,INTERMODAL GLOBAL DOOR TO DOOR CONTAINER SUPPLY CHAIN VISIBILITY,
Erina4Africa,Exploiting Research INfrastructures potentiAl for boosting Research and Innovation in Africa,
HEALTH-2-MARKET,From Health Research to Market Advanced Services and Training Actions for the IPR Management and Business Exploitation of the EU funded Research Results in Health life sciences,
TRANSDOTT,TRANSLATION OF DOMESTICATION OF THUNNUS THYNNUS INTO AN INNOVATIVE COMMERCIAL APPLICATION,
COMETH,Coal mine methane new solutions for use of CMM reduction of GHG emissions,
OPTIMUMS,Optimization of Sensor Placement Methodology for Structural Health Monitoring,
PanDataODI,Photon and Neutron Data Open Data Infrastructure,
EUDAT,EUropean DATa,
EE-QUARRY,Develop of a new and highly effective modeling and monitoring Energy Management System technique in order to improve Energy Efficiency and move to a low CO2 emission in the energy intensive non metal,
SMARTNETS,SmartNets The Transformation from Collaborative Knowledge Exploration Networks into Cross Sectoral and Service Oriented Integrated Value Systems,
EU-ULTRALOWDUST,Next generation small scale biomass combustion technologies with ultra low emissions,
SUPERBLEND,Development of Thermoplastic Polymer blend with Low Melting Point and with Similar Properties than PEEK,
EWIS SAT,Safety Analysis Tools for Electrical Wired Interconnected Systems,
SANOWORK,Safe Nano Worker Exposure Scenarios,
REMFOS,DESIGN MANUFACTURING AND RELIABILITY EVALUATION OF EMBEDDED SENSOR,
ADOCHA,Acoustic Design Of High lift Architectures,
INARMERA-ICT,INTEGRATING ARMENIA INTO ERA INFORMATION AND COMMUNICATION TECHNOLOGIES,
SUWARESA,Capacity and knowledge building on the Sustainable Use of WAter REsources in Syrian Agriculture,
GMESATBTG,GMES side event at the Bridging the Gap conference,
COMET,Colaborative Meteorological Concept Validation COMET,
DRIHM,Distributed Research Infrastructure for Hydro Meteorology,
ECOGRID EU,Large scale Smart Grids demonstration of real time market based integration of DER and DR,
ZENN,nearly Zero energy Neighborhoods,
BESTFACT,Best Practice Factory for Freight Transport,
SUBCTESTDEMO,Development of novel Non Destructive Testing NDT techniques and autonomous robots to be deployed by Remote Operating Vehicles for the sub sea inspection of offshore structure welds DEMOnstration,
LCA DATIM,Life Cycle Assessment database improvement,
GAS BIOREF,Gasification of Biofuels and Recovered Fuels,
INSUN,Industrial Process Heat by Solar Collectors,
NEXTGENPOWER,Meeting the Materials and Manufacturing Challenge for Ultra High Efficiency PF Power Plants with CCS,
DACOTA,Road safety Data Collection Transfer and Analysis,
HIDE,HOMELAND SECURITY BIOMETRIC IDENTIFICATION AND PERSONAL DETECTION ETHICS,
GHG2E,GREENHOUSE GAS RECOVERY FROM COAL MINES AND UNMINEABLE COALBEDS AND CONVERSION TO ENERGY,
LASER-CELL,INNOVATIVE CELL AND STACK DESIGN FOR STATIONARY INDUSTRIAL APPLICATIONS USING NOVEL LASER PROCESSING TECHNIQUES,
N4U,NeuGRID for you expansion of NeuGRID services and outreach to new user communities,
EURUCAS,European Russian Centre for cooperation in the Arctic and Sub Arctic environmental and climate research,
E2REBUILD,Industrialised energy efficient retrofitting of resident buildings in cold climates,
MEDIRAS,MEmbrane DIstillation in Remote AreaS,
MOSSCLONE,Creating and testing a method for controlling the air quality based on a new biotechnological tool Use of a devitalized moss clone as passive contaminant sensor,
SOLARBREW,Solar Brewing the Future,
BIOCORIN,NEW BIOCOATING FOR CORROSION INHIBITION IN METAL SURFACES,
VERCE,Virtual Earthquake and seismology Research Community in Europe e science environment,
HELIO,The Heliophysical Integrated Observatory,
EDGI,European Desktop Grid Initiative,
TOP WIND,Technology platform Operational Programme Wind,
3DFSE,3D Design of Flap Side Edge Flow Control,
MULTICOMPACT,Multilayer Piezocomposites for Active Twist Rotor Blade,
IMP SURVEY,Survey and Prospects of IMP PAN Research,
TIDES,Tidal Demonstration for Energy Scheme,
ERAB-ES,European Research Area Board Conference under the Spanish Presidency,
INTELLI-SHM,INTELLIGENT STRESS HEALTH MONITORING,
BIMED,Bicarbonate media blasting for paint varnish removal and dry surface treatment,
INFRACOMP,Coordinating the cooperation of the ESFRI project Infrafrontier with the International Phenotyping Consortium IMPC,
USEANDDIFFUSE,Support of dissemination and exploitation of results obtained in research projects realized with the participation of the SME sector,
diXa,Data Infrastructure for Chemical Safety,
SMASH,Smart Methodologies and multilevel multiscale Analysis of composite stiffened panel for Structural Health monitoring,
SAA-SEAL,Corrosion protection of Aluminium unpainted parts development of an appropriated Cr free sealing process on thin SAA layer 5 m,
TURBOGAS,Advanced turbofan engine gaseous emissions model,
UNPLUGGED,Wireless charging for Electic Vehicles,
THIRD SECTOR IMPACT,The Contribution of the Third Sector to Europe s Socio economic Development,
ISSICEU,Intra and Inter Societal Sources of Instability in the Caucasus and EU Opportunities to Respond,
SPIRIT,Safety and Protection of built Infrastructure to Resist Integral Threats,
AQUAWARN,Deployable early warning pollution device for application in water,
PERSUADE,PoroElastic Road SUrface an innovation to Avoid Damages to the Environment,
SECUR-ED,Secured Urban Transportation European Demonstration,
GOAL,GOAL Growing Older stAying mobiLe The transport needs of an ageing society,
MMP,Multiscale Modelling Platform Smart design of nano enabled products in green technologies,
HIKARI,HIgh speed Key technologies for future Air transport Research Innovation cooperation scheme,
ASPIS,Advanced Surface Protection for Improved Reliability PCB Systems,
ECOLABEL,Development of a novel ECO LABELing EU harmonized methodology for cost effective safer and greener road products and infrastructures,
CATER,Coordinating Air transport Time Efficiency Research,
ATHEME,Advancing the European Multilingual Experience,
CRYSTAL,Critical System Engineering Acceleration,
BESST,Breakthrough in European Ship and Shipbuilding Technologies,
AFFINOMICS,Protein Binders for Characterisation of Human Proteome Function Generation Validation Application,
TRANSIT,Transformative Social Innovation Theory project,
COPOCO,Optimizing power density of aircraft inverter by optimized topology and PWM pattern,
TRIGGER,TRansforming Institutions by Gendering contents and Gaining Equality in Research,
MYWEB,Measuring Youth Well Being,
ARMEVA,Advanced Reluctance Motors for Electric Vehicle Applications,
WELDAPRIME,Self repairable Zinc free Weldable Anti corrosion Primer for the Steel protection,
VINBOT,AUTONOMOUS CLOUD COMPUTING VINEYARD ROBOT TO OPTIMISE YIELD MANAGEMENT AND WINE QUALITY,
MULTIHY,Multiscale Modelling of Hydrogen Embrittlement,
SAFIRE,Scientific Approach to Finding Indicators of and REsponses to Radicalisation,
POLLINS,Automated Pollution Inspection Scanning System for Soil using a robotic vehicle,
ASTARTE,Assessment STrategy And Risk Reduction for Tsunamis in Europe,
POWER-UP,Demonstration of 500 kWe alkaline fuel cell system with heat capture,
CRESSI,Creating Economic Space for Social Innovation,
MERIKA,Marine Energy Research Innovation and Knowledge Accelerator,
E-COMPARED,European COMPARative Effectiveness research on online Depression,
BESTF2,Bioenergy Sustaining the Future 2,
MIRACLE,MobIle Laboratory Capacity for the Rapid Assessment of CBRN Threats Located within and outside the EU,
INSUP-C,Patient centered palliative care pathways in advanced cancer and chronic disease,
ANTIRESDEV,The effects of antibiotic administration on the emergence and persistence of antibiotic resistant bacteria in humans and on the composition of the indigenous microbiotas at various body sites,
AMISA,Architecting Manufacturing Industries and systems for Adaptability,
INNO-PRO 2014,INNOvation in PROduction A regional perspective on innovation drivers for SMEs and the NMP role,
HEXENOR,Development of Helicopter EXhaust Engine NOise Reduction technologies,
PROFICIENT,SME network business model for collective self organised processes in the construction and retrofit of energy efficient residential districts,
TOBE2014,Organisation of the EU Bioeconomy Stakeholders Conference Turin 2014,
ELICIT,Environmentally Low Impact Cooling Technology,
KILL●SPILL,Integrated Biotechnological Solutions for Combating Marine Oil Spills,
LEANWIND,Logistic Efficiencies And Naval architecture for Wind Installations with Novel Developments,
MILESTONE,THE MILESTONE PROJECT Managing the Link and Strengthening Transition from Child to Adult Mental Health Care,
PRESTO,Identification of Priority RESearch TOpics for SME associations in the construction sector with a focus on new technologies in the Energy ICT and New Materials domains,
MIDAS,Managing Impacts of Deep seA reSource exploitation,
REHAB@HOME,Engaging Game based Home Rehabilitation for Improved Quality of Life,
SUMFOREST,Tackling the challenges in sustainable and multifunctional forestry through enhanced research coordination for policy decisions,
CLEAN4YIELD,Contamination and defect control for increased yield for large scale R2R production of OPV and OLED,
CLI,The CLIO consortium Optimization of Cerenkov Luminescence Imaging for Image Guided Cancer Surgery,
DECATHLON,Development of Cost efficient Advanced DNA based methods for specific Traceability issues and High Level On site applicatioNs,
BARRIER PLUS,One component waterborne barrier coatings,
CO2CARE,CO2 Site Closure Assessment Research,
TRAFOON,Traditional Food Network to improve the transfer of knowledge for innovation,
STOP,Suicidality Treatment Occurring in Paediatrics,
PROPS,Promotional Platform for Short Sea Shipping and Intermodality,
FINMAP,Financial Distortions and Macroeconomic Performance Expectations Constraints and Interaction of Agents,
ARGOS,Advanced pRotection of critical buildinGs by Overall anticipating System,
CASCADE,Exploring the Security Democracy Nexus in the Caucasus,
SAHWA,Empowering the young generation towards a new social contract in South and East Mediterranean countries SAHWA,
DIMIDPLUS,Commercialization of an Innovative Microfluidic Impedance based Device for multi parametric cell analysis,
AVATAR,AdVanced Aerodynamic Tools for lArge Rotors,
HIPOCIGS,New concepts for high efficiency and low cost in line manufactured flexible CIGS solar cells,
GLOBAQUA,MANAGING THE EFFECTS OF MULTIPLE STRESSORS ON AQUATIC ECOSYSTEMS UNDER WATER SCARCITY,
ACTION,Aggression in Children Unraveling gene environment interplay to inform Treatment and InterventiON strateg,
CITYHUSH,Acoustically Green Road Vehicles and City Areas,
VISICORT,Adverse Immune Signatures and their Prevention in Corneal Transplantation,
GARCIA,Gendering the Academy and Research combating Career Instability and Asymmetries,
MECODEM,Media Conflict and Democratisation,
SPOTLIGHT,Sustainable prevention of obesity through integrated strategies,
MANSYS,MANufacturing decision and supply chain management SYStem for additive manufacturing,
MNEMERGE,A Framework Model on MNE s impact on global development challenges in emerging markets,
HYPERMEMBRANE-DEMO,Demonstration of an adaptable structure for architecture applications,
LSE,LSE TECHNOLOGY APPROACH TO GENERATE INNOVATIVE KINASE INHIBITOR DRUGS,
DESIRE,DEvelopment of a System of Indicators for a Resource efficient Europe DESIRE,
TRIGGER,King of hearts joints and lungs periodontal pathogens as etiologic factor in RA CVD and COPD and their impact on treatment strategies,
BIO-QED,Quod Erat Demonstrandum Large scale demonstration for the bio based bulk chemicals BDO and IA aiming at cost reduction and improved sustainability,
BLUE MINING,Breakthrough Solutions for the Sustainable Exploration and Extraction of Deep Sea Mineral Resources,
ARIMNET2,Coordination of the Agricultural Research in the Mediterranean,
GRA3M,Green Regional Aircraft Avionics Architecture for Mission and Trajectory Management,
IRPWIND,Integrated Research Programme on Wind Energy,
AIRTN,Air Transport Net AirTN,
UFO,UltraFast wind sensOrs for wake vortex hazards mitigation,
VALERIE,VALorising European Research for Innovation in agriculturE and forestry,
NAREB,Nanotherapeutics for antibiotic resistant emerging bacterial pathogens,
RETROKIT,RetroKit Toolboxes for systemic retrofitting,
SEAFRONT,Synergistic Fouling Control Technologies,
CARGOVIBES,Attenuation of ground borne vibration affecting residents near freight railway lines,
RESCUE,Patterns of Resilience during Socioeconomic Crises among Households in Europe,
EUROFANCOLEN,Phase I II Gene Therapy Trial of Fanconi anemia patients with a new Orphan Drug consisting of a lentiviral vector carrying the FANCA gene A Coordinated International Action,
INFOCORE,IN FORMING CONFLICT PREVENTION RESPONSE AND RESOLUTION THE ROLE OF MEDIA IN VIOLENT CONFLICT,
IRRESISTIBLE,Including Responsible Research and innovation in cutting Edge Science and Inquiry based Science education to improve Teacher s Ability of Bridging Learning Environments,
ROSIC,Robust Silicon Carbide Technology for Aerospace DC DC Conversion,
NEELEFFECTINTHESKY,Magnetic Sensors with No Remanence for Aircraft Application,
AGRICISTRADE,Exploring the potential for agricultural and biomass trade in the Commonwealth of Independent States,
MATRICS,Multidisciplinary Approaches to Translational Research In Conduct Syndromes,
EXPLORE,EXPLORE EXTENDED EXPLOITATION OF EUROPEAN RESEARCH PROJECTS KNOWLEDGE AND RESULTS,
O-WAR,An Integrated Membrane Process for Oily Wastewater Treatment Water Reuse and Valuable By Products Recovery,
ADAPTIWALL,Multi functional light weight WALL panel based on ADAPTive Insulation and nanomaterials for energy efficient buildings,
GPLUSE,Genotype and Environment contributing to the sustainability of dairy cow production systems through the optimal integration of genomic selection and novel management protocols based on the development,
MYNEWGUT,Microbiome Influence on Energy balance and Brain Development Function Put into Action to Tackle Diet related Diseases and Behavior,
L-CROR CTS,Low speed aerodynamic test of large CROR aircraft model in a closed test section,
NEMI,Scanning Neutral Helium Microscopy A novel tool for fast nondestuctive characterisation of mechanical parameters for nanostructured coatings,
SMS,Sensing toxicants in Marine waters makes Sense using biosensors,
FOCUS,Advances in FOrestry Control and aUtomation Systems in Europe,
APPLEGENIE,Predictive diagnostics based on gene expression for rapid assessment of crop load programs and bitter pit disorder in apple fruit,
SAF€RA,Coordination of European Research on Industrial Safety towards Smart and Sustainable Growth,
DRIVE4EU,DRIVE4EU Dandelion Rubber and Inulin Valorization and Exploitation for Europe,
EZ-LINE,Novel Technology for Low Cost Re lining of Pipe Infrastructure,
CARGO-ANTS,Cargo handling by Automated Next generation Transportation Systems for ports and terminals,
MEMFAC,A Microfabricated Actuator for Active Flow Control on Aircraft,
DROPSA,Strategies to develop effective innovative and practical approaches to protect major European fruit crops from pests and pathogens,
SENSINDOOR,Nanotechnology based intelligent multi SENsor System with selective pre concentration for Indoor air quality control,
FORCE,Fisheries and aquaculture Oriented Research Capacity in Egypt,
INFACT,Functional materials for fast diagnosis of wound infection,
ORAQUA,European Organic Aquaculture Science based recommendations for further development of the EU regulatory framework and to underpin future growth in the sector,
AFCIN,Structural designs and tests for integration of active flow control concepts on a trailing edge high lift device,
CONTAIN,Container Security Advanced Information Networking,
FIMAC,FAST impact cross analysis methodology for Composite leading edge Structures,
ACCOMIM,ACtuator COmponents made by alternative Metal Injection Moulding,
SNOOPY,Sniffer for concealed people discovery,
NMTRYPI,New Medicines for Trypanosomatidic Infections,
PIPER,Position and Personalize Advanced Human Body Models for Injury Prediction,
ATAAC,Advanced Turbulence Simulation for Aerodynamic Application Challenges,
MIME,MIME MOBILITY AND INCLUSION IN MULTILINGUAL EUROPE,
ENERGEO,Earth Observation for monitoring and assessment of the environmental impact of energy use,
ARITMO,Arrhythmogenic potential of drugs,
FLIGHT-NOISE-II,Turboprop and Propfan Equipped Aircraft Noise Emission Model,
LEAN,Development of light weight steel castings for efficient aircraft engines,
POCACITO,POst CArbon CIties of TOmorrow foresight for sustainable pathways towards liveable affordable and prospering cities in a world context,
ENF 2013,EuroNanoForum 2013 Nanotechnology Innovation From research to commercialisation the bridge to Horizon2020,
GEOVIQUA,QUAlity aware VIsualisation for the Global Earth Observation system of systems,
OPTIMISM,Optimising Passenger Transport Information to Materialize Insights for Sustainable Mobility,
INFRAVATION,ERA NET Plus on Infrastructure Innovation,
ENVIGUARD,EnviGuard Development of a biosensor technology for environmental monitoring and disease prevention in aquaculture ensuring food safety,
PP-MIPS,An innovative phosphorus rich intumescent oligomer enabling commercially competitive high performance halogen free fire protection of polypropylene,
HARDALT,New generation of protective coatings alternative to hard chrome,
POLICYMIX,Assessing the role of economic instruments in policy mixes for biodiversity conservation and ecosystem services provision POLICYMIX,
ECOVARN,Development of a wearable functional regulation compliant Water borne Wood Coating,
PRESTO,ImProvements of industrial Real Time Embedded SysTems devel0pment process,
CLARET,Control and Alleviation of Loads in Advanced Regional Turbo Fan Configurations,
ONECOAT,Development of a polymer strengthening coating system for glass containers,
OCEANERA-NET,The coordination of national research activities of Member States and Associated States in the field of Ocean Energy ERA NET,
DEEPFISHMAN,Management and monitoring of deep sea fisheries and stocks,
WATERBIOTECH,Biotechnology for Africa s sustainable water supply,
ENERCORN,DEMONSTRATION OF A 16MW HIGH ENERGY EFFICIENT CORN STOVER BIOMASS POWER PLANT,
COMPETE,International comparisons of product supply chains in the agro food sectors determinants of their competitiveness and performance on EU and international markets,
NANOTWINNING,Increase in opportunities for strategic collaboration in the field of nanotechnology via twinning of IOP with institutions of European Research Area,
CASSAMOBILE,Flexible Mini Factory for local and customized production in a container,
TACTICS,Tactical Approach to Counter Terrorists in Cities,
HERCULES,Sustainable futures for Europe s HERitage in CULtural landscapES Tools for understanding managing and protecting landscape functions and values,
INARAS,Automated Riblets Application on Aircraft Parts,
MAPPER,Multiscale Applications on European e Infrastructures,
UNSETH,Unique Smart anti tampering and Enveloping TecHnologies,
ELVA,Advanced Electric Vehicle Architectures,
SMARTCELL,Rational design of plant systems for sustainable generation of value added industrial products,
ESGI,European Sequencing and Genotyping Infrastructure,
ICARUS,An ICT Enabled Approach to Optimising the Reliability of Manual Ultrasonic Non destructive Testing,
PEPPER,DEMONSTRATION OF HIGH PERFORMANCE PROCESSES AND EQUIPMENTS FOR THIN FILM SILICON PHOTOVOLTAIC MODULES PRODUCED WITH LOWER ENVIRONMENTAL IMPACT AND REDUCED COST AND MATERIAL USE,
POWER-OM,Power consumption driven Reliability Operation and Maintenance optimisation,
ANAGRAPHS,Anaglyptic Refreshable Photo Haptic Screen,
GEEWHEZ,manaGEmEnt and leisure middleWare for tHemE parks and Zoo,
TIGER DEMO,Trans Rail Integrated Goods European Express Routes Demonstrators,
ADABTS,Automatic Detection of Abnormal Behaviour and Threats in crowded Spaces,
E-HIMALAYA,extended HIgh performance MAss market GNSS receiver muLti stAndard readY for mArket,
ASTRODEEP,Unveiling the power of the deepest images of the Universe,
AXLEINSPECT,DEVELOPMENT OF NOVEL INSPECTION TECHNIQUES FOR TRAIN AXLES,
BRAAVOO,Biosensors Reporters and Algal Autonomous Vessels for Ocean Operation,
CRANESINSPECT,Continuous Reliable Advanced Novel Efficient Structural Health Monitoring system for crane inspection applications,
CHINAACCESS4EU,Supporting the EU access to Chinese research innovation programmes,
CLEANLE,Concept Study of a cleaning device for wing leading edges,
SMARTFUSION,Smart Urban Freight SolutIONs,
RIVAS,Railway Induced Vibration Abatement Solutions,
BIKE INTERMODAL,THE INTERMODAL BIKE Multi modal integration of cycling mobility through product and process innovations in bicycle design,
FUTUREVOLC,A European volcanological supersite in Iceland a monitoring system and network for the future,
REFORCELL,Advanced Multi Fuel Reformer for Fuel Cell CHP Systems,
ALASCA,Advanced Lattice Structures for Composite Airframes,
LOVE,Low temperature heat valorisation towards electricity production,
APS-NET,Active Passive Sensor NETwork,
EPNOE CSA,Expanding EPNOE leadership towards Food and Health related materials and increasing industrial participation,
CRASHING,Characterization of Structural Behaviour for High Frequency Phenomena,
POLARBEAR,Production and Analysis Evolution For Lattice Related Barrel Elements Under Operations With Advanced Robustness,
BEEP-C-EN,Bio sensor for Effective Environmental Protection and Commercialization ENhanced,
CORLINE,Corline Heparin Technology Enabling Regenerative Medicine,
ERA-MIN,European Research Area Network on the Industrial Handling of Raw Materials for European Industries,
EMPYRO,Polygeneration through pyrolysis Simultaneous production of fuel oil process steam electricity and organic acids,
WI-HEALTH,A wireless network with autonomously powered and active long range acoustic nodes for total structural health monitoring of bridges,
RUN-EMERGE,Supporting the research potential on emerging infectious diseases in La R union Island an EU outermost region in the South Western Indian Ocean,
PATHWAYS,Exploring transitions pathways to sustainable low carbon societies,
RAZONE,Development of sustainable and cost effective water quality management technology for the aquaculture industry,
COMFISH,Strengthening the impact of fisheries related research through dissemination communication and technology transfer,
BRAINSAFE II,Development of a Novel Autonomous Non Invasive Absolute Intracranial Pressure Measurement Device Based on Ultrasound Doppler Technology,
SYNTHESYS,Synthesis of Systematic Resources,
ENDLESS RUNWAY,The Endless Runway,
ECOWAMA,ECO efficient management of WAter in the MAnufacturing industry,
TAWARA_RTM,TAp WAter RAdioactivity Real Time Monitor,
EARN,Euro Algerian Research Networking,
MARS,Manipulation of Reynolds Stress for Separation Control and Drag Reduction,
PEROXICATS,Novel and more robust fungal peroxidases as industrial biocatalysts,
TRAYSRENEW,Development of innovative renewable trays for poultry products based on biopolymers and bast fibers,
HELIDES,Helicopter Drag Prediction using Detached Eddy Simulation,
CARVOC,Innovative eco friendly activated carbon filters for harmful vapors gases VOC purification,
ANTIBOTABE,Neutralizing antibodies against botulinum toxins A B E,
WINGS,West Nile Integrated Shield Project Epidemiology Diagnosis and Prevention of West Nile Virus in Europe,
SUGAR,Silicon sUbstrates from an inteGrated Automated pRocess,
SKILLPRO,Skill based Propagation of Plug Produce Devices in Reconfigurable Production Systems by AML,
METU-MEMS,METU MEMS Research and Applications Center,
LUBEST,Performance and qualification tests of lubrication system equipment,
CASSIS,Coordination Action for the integration of Solar System Infrastructures and Science,
BIO-SURFEST,Development of novel environmentally added value surfactants and esters by biotechnological processes from fats and oils waste streams,
EASEE,Envelope Approach to improve Sustainability and Energy efficiency in Existing multi storey multi owner residential buildings,
BRIDGE-BSR,Bridging Life Science Research and SMEs in the Baltic Sea Region Putting Cluster Policies into Practise for the Benefit of SME s,
Virtual Campus Hub,Virtual Campus Hub,
PALM PROTECT,Strategies for the eradication and containment of the invasive pests Rhynchophorus ferrugineus Olivier and Paysandisia archon Burmeister,
QUASIDRY,Quasi anhydrous and dry membranes for next generation fuel cells,
SOLARSOFT,Development of Ultra Soft Copper Conductors for Crystalline Silicon Solar Photovoltaic Applications,
ECOGENES,Adapting to Global Change in the Mediterranean hotspot from genes to ecosystems,
COM´N&N,Supporting N N research communication dialogue and engagement,
INFLATER,Development of a universal flood protection tool using the force of the water to protect against floods,
TWENTIES,Transmission system operation with large penetration of Wind and other renewable Electricity sources in Networks by means of innovative Tools and Integrated Energy Solutions,
BYEFOULING,Low toxic cost efficient environment friendly antifouling materials,
PAINCAGE,The NGF system and its interplay with endocannabinoid signalling from peripheral sensory terminals to the brain new targets for the development of next generation drugs for neuropathic pain,
EFFIHEAT,Development of high EFFiciency Stirling HEAT pump,
BIOGO-FOR-PRODUCTION,Catalytic Partial Oxidation of Bio Gas and Reforming of Pyrolysis Oil Bio Oil for an Autothermal Synthesis Gas Production and Conversion into Fuels,
E-GOMOTION,Job opportunities in vehicle electrification,
ACEM RAIL,Automated and cost effective maintenance for railway,
SALINITYSCAN,Development of system for semi continuous monitoring of salinity in well streams to remove volume measurement errors and detect water breakthrough,
ENTRACTE,Economic iNsTRuments to Achieve Climate Targets in Europe,
GGP,Generations and Gender Programme A European Research Infrastructure on the Causes and Consequences of Demographic Developments,
ROBOYEAST,Robustness of Yeast Strains and Bioprocesses for Industrial Production of Novel Compounds,
ICOOL,Development of a highly efficient innovative beverage COOLer,
MOSYCOUSIS,Intelligent Monitoring System based on Acoustic Emissions Sensing for Plant Condition Monitoring and Preventative Maintenance,
